# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           d^2P_int/dT^2 (e^2+e^3) [MeV^2] p^(2)   p^(3)
2.484255E+01        -1.178810E+01        +1.049800E+00
2.482024E+01        -1.176706E+01        +1.047901E+00
2.479794E+01        -1.174605E+01        +1.046096E+00
2.477566E+01        -1.172505E+01        +1.044201E+00
2.475341E+01        -1.170406E+01        +1.042302E+00
2.473117E+01        -1.168306E+01        +1.040401E+00
2.470895E+01        -1.166206E+01        +1.038596E+00
2.468676E+01        -1.164107E+01        +1.036702E+00
2.466458E+01        -1.162007E+01        +1.034802E+00
2.464242E+01        -1.159906E+01        +1.032997E+00
2.462029E+01        -1.157807E+01        +1.031103E+00
2.459817E+01        -1.155707E+01        +1.029297E+00
2.457607E+01        -1.153702E+01        +1.027403E+00
2.455400E+01        -1.151608E+01        +1.025598E+00
2.453194E+01        -1.149508E+01        +1.023703E+00
2.450990E+01        -1.147502E+01        +1.021898E+00
2.448789E+01        -1.145409E+01        +1.020099E+00
2.446589E+01        -1.143309E+01        +1.018204E+00
2.444391E+01        -1.141303E+01        +1.016399E+00
2.442195E+01        -1.139209E+01        +1.014599E+00
2.440001E+01        -1.137204E+01        +1.012799E+00
2.437809E+01        -1.135204E+01        +1.010904E+00
2.435619E+01        -1.133109E+01        +1.009099E+00
2.433431E+01        -1.131104E+01        +1.007299E+00
2.431245E+01        -1.129104E+01        +1.005499E+00
2.429061E+01        -1.127010E+01        +1.003699E+00
2.426879E+01        -1.125005E+01        +1.001900E+00
2.424699E+01        -1.123005E+01        +1.000091E+00
2.422521E+01        -1.121005E+01        +9.982997E-01
2.420345E+01        -1.118911E+01        +9.965006E-01
2.418171E+01        -1.116906E+01        +9.947104E-01
2.415998E+01        -1.114906E+01        +9.929294E-01
2.413828E+01        -1.112906E+01        +9.911405E-01
2.411660E+01        -1.110907E+01        +9.893604E-01
2.409493E+01        -1.108906E+01        +9.875895E-01
2.407329E+01        -1.106907E+01        +9.858107E-01
2.405166E+01        -1.105001E+01        +9.840399E-01
2.403006E+01        -1.103007E+01        +9.822800E-01
2.400847E+01        -1.101007E+01        +9.805105E-01
2.398690E+01        -1.099007E+01        +9.787498E-01
2.396535E+01        -1.097007E+01        +9.769898E-01
2.394383E+01        -1.095103E+01        +9.752401E-01
2.392232E+01        -1.093108E+01        +9.734902E-01
2.390083E+01        -1.091109E+01        +9.717404E-01
2.387936E+01        -1.089203E+01        +9.699906E-01
2.385791E+01        -1.087209E+01        +9.682503E-01
2.383647E+01        -1.085303E+01        +9.665098E-01
2.381506E+01        -1.083309E+01        +9.647797E-01
2.379367E+01        -1.081404E+01        +9.630407E-01
2.377229E+01        -1.079409E+01        +9.613192E-01
2.375094E+01        -1.077504E+01        +9.595904E-01
2.372960E+01        -1.075604E+01        +9.578602E-01
2.370829E+01        -1.073610E+01        +9.561498E-01
2.368699E+01        -1.071705E+01        +9.544303E-01
2.366571E+01        -1.069805E+01        +9.527104E-01
2.364445E+01        -1.067905E+01        +9.509999E-01
2.362321E+01        -1.065911E+01        +9.492995E-01
2.360199E+01        -1.064005E+01        +9.475903E-01
2.358079E+01        -1.062106E+01        +9.458901E-01
2.355960E+01        -1.060205E+01        +9.441897E-01
2.353844E+01        -1.058306E+01        +9.424902E-01
2.351730E+01        -1.056406E+01        +9.408002E-01
2.349617E+01        -1.054506E+01        +9.391100E-01
2.347506E+01        -1.052606E+01        +9.374199E-01
2.345397E+01        -1.050706E+01        +9.357394E-01
2.343291E+01        -1.048807E+01        +9.340603E-01
2.341186E+01        -1.046907E+01        +9.323804E-01
2.339082E+01        -1.045101E+01        +9.307093E-01
2.336981E+01        -1.043207E+01        +9.290397E-01
2.334882E+01        -1.041308E+01        +9.273701E-01
2.332784E+01        -1.039407E+01        +9.257092E-01
2.330689E+01        -1.037602E+01        +9.240405E-01
2.328595E+01        -1.035708E+01        +9.223798E-01
2.326503E+01        -1.033808E+01        +9.207292E-01
2.324413E+01        -1.032002E+01        +9.190699E-01
2.322325E+01        -1.030108E+01        +9.174195E-01
2.320239E+01        -1.028303E+01        +9.157792E-01
2.318155E+01        -1.026409E+01        +9.141302E-01
2.316072E+01        -1.024603E+01        +9.124894E-01
2.313992E+01        -1.022710E+01        +9.108500E-01
2.311913E+01        -1.020903E+01        +9.092099E-01
2.309836E+01        -1.019103E+01        +9.075793E-01
2.307761E+01        -1.017210E+01        +9.059494E-01
2.305688E+01        -1.015404E+01        +9.043197E-01
2.303617E+01        -1.013604E+01        +9.026994E-01
2.301548E+01        -1.011805E+01        +9.010799E-01
2.299480E+01        -1.010005E+01        +8.994597E-01
2.297414E+01        -1.008204E+01        +8.978489E-01
2.295351E+01        -1.006311E+01        +8.962303E-01
2.293289E+01        -1.004505E+01        +8.946199E-01
2.291229E+01        -1.002706E+01        +8.930195E-01
2.289170E+01        -1.000905E+01        +8.914097E-01
2.287114E+01        -9.991339E+00        +8.898095E-01
2.285059E+01        -9.973355E+00        +8.882093E-01
2.283007E+01        -9.955457E+00        +8.866194E-01
2.280956E+01        -9.937558E+00        +8.850295E-01
2.278907E+01        -9.919753E+00        +8.834396E-01
2.276860E+01        -9.901957E+00        +8.818499E-01
2.274814E+01        -9.884153E+00        +8.802689E-01
2.272771E+01        -9.866359E+00        +8.786895E-01
2.270729E+01        -9.848651E+00        +8.771094E-01
2.268689E+01        -9.830952E+00        +8.755294E-01
2.266651E+01        -9.813347E+00        +8.739589E-01
2.264615E+01        -9.795657E+00        +8.723892E-01
2.262581E+01        -9.778055E+00        +8.708290E-01
2.260548E+01        -9.760546E+00        +8.692594E-01
2.258518E+01        -9.742960E+00        +8.676995E-01
2.256489E+01        -9.725454E+00        +8.661395E-01
2.254462E+01        -9.708050E+00        +8.645891E-01
2.252436E+01        -9.690552E+00        +8.630293E-01
2.250413E+01        -9.673150E+00        +8.614791E-01
2.248391E+01        -9.655749E+00        +8.599383E-01
2.246372E+01        -9.638450E+00        +8.583897E-01
2.244354E+01        -9.621152E+00        +8.568492E-01
2.242338E+01        -9.603855E+00        +8.553094E-01
2.240323E+01        -9.586644E+00        +8.537784E-01
2.238311E+01        -9.569450E+00        +8.522396E-01
2.236300E+01        -9.552250E+00        +8.507089E-01
2.234291E+01        -9.535050E+00        +8.491790E-01
2.232284E+01        -9.517947E+00        +8.476585E-01
2.230279E+01        -9.500851E+00        +8.461389E-01
2.228275E+01        -9.483748E+00        +8.446187E-01
2.226274E+01        -9.466749E+00        +8.430994E-01
2.224274E+01        -9.449750E+00        +8.415888E-01
2.222276E+01        -9.432753E+00        +8.400790E-01
2.220279E+01        -9.415842E+00        +8.385686E-01
2.218285E+01        -9.398948E+00        +8.370592E-01
2.216292E+01        -9.382047E+00        +8.355585E-01
2.214301E+01        -9.365148E+00        +8.340586E-01
2.212312E+01        -9.348345E+00        +8.325588E-01
2.210325E+01        -9.331549E+00        +8.310592E-01
2.208339E+01        -9.314747E+00        +8.295684E-01
2.206355E+01        -9.298041E+00        +8.280784E-01
2.204373E+01        -9.281342E+00        +8.265979E-01
2.202393E+01        -9.264646E+00        +8.251089E-01
2.200415E+01        -9.248045E+00        +8.236287E-01
2.198438E+01        -9.231444E+00        +8.221486E-01
2.196463E+01        -9.214844E+00        +8.206686E-01
2.194490E+01        -9.198340E+00        +8.191982E-01
2.192519E+01        -9.181752E+00        +8.177286E-01
2.190549E+01        -9.165243E+00        +8.162584E-01
2.188581E+01        -9.148836E+00        +8.147884E-01
2.186615E+01        -9.132345E+00        +8.133280E-01
2.184651E+01        -9.116035E+00        +8.118683E-01
2.182688E+01        -9.099640E+00        +8.104081E-01
2.180728E+01        -9.083247E+00        +8.089581E-01
2.178769E+01        -9.066942E+00        +8.075082E-01
2.176811E+01        -9.050637E+00        +8.060485E-01
2.174856E+01        -9.034436E+00        +8.046076E-01
2.172902E+01        -9.018142E+00        +8.031582E-01
2.170950E+01        -9.001936E+00        +8.017176E-01
2.169000E+01        -8.985833E+00        +8.002779E-01
2.167052E+01        -8.969645E+00        +7.988384E-01
2.165105E+01        -8.953537E+00        +7.974077E-01
2.163160E+01        -8.937532E+00        +7.959778E-01
2.161217E+01        -8.921442E+00        +7.945480E-01
2.159275E+01        -8.905432E+00        +7.931178E-01
2.157336E+01        -8.889440E+00        +7.916978E-01
2.155398E+01        -8.873441E+00        +7.902686E-01
2.153461E+01        -8.857529E+00        +7.888475E-01
2.151527E+01        -8.841635E+00        +7.874373E-01
2.149594E+01        -8.825734E+00        +7.860179E-01
2.147663E+01        -8.809836E+00        +7.846074E-01
2.145734E+01        -8.794033E+00        +7.831977E-01
2.143806E+01        -8.778231E+00        +7.817968E-01
2.141881E+01        -8.762439E+00        +7.803883E-01
2.139956E+01        -8.746726E+00        +7.789871E-01
2.138034E+01        -8.731031E+00        +7.775875E-01
2.136113E+01        -8.715329E+00        +7.761966E-01
2.134195E+01        -8.699731E+00        +7.747981E-01
2.132277E+01        -8.684033E+00        +7.734070E-01
2.130362E+01        -8.668431E+00        +7.720174E-01
2.128448E+01        -8.652924E+00        +7.706367E-01
2.126536E+01        -8.637333E+00        +7.692475E-01
2.124626E+01        -8.621830E+00        +7.678672E-01
2.122717E+01        -8.606328E+00        +7.664870E-01
2.120810E+01        -8.590921E+00        +7.651164E-01
2.118905E+01        -8.575431E+00        +7.637373E-01
2.117002E+01        -8.560029E+00        +7.623671E-01
2.115100E+01        -8.544629E+00        +7.609970E-01
2.113200E+01        -8.529323E+00        +7.596272E-01
2.111302E+01        -8.514027E+00        +7.582668E-01
2.109405E+01        -8.498726E+00        +7.569067E-01
2.107510E+01        -8.483427E+00        +7.555468E-01
2.105617E+01        -8.468223E+00        +7.541871E-01
2.103725E+01        -8.453020E+00        +7.528361E-01
2.101836E+01        -8.437828E+00        +7.514868E-01
2.099948E+01        -8.422631E+00        +7.501371E-01
2.098061E+01        -8.407520E+00        +7.487868E-01
2.096176E+01        -8.392420E+00        +7.474367E-01
2.094293E+01        -8.377321E+00        +7.460962E-01
2.092412E+01        -8.362318E+00        +7.447565E-01
2.090532E+01        -8.347317E+00        +7.434257E-01
2.088654E+01        -8.332318E+00        +7.420865E-01
2.086778E+01        -8.317322E+00        +7.407561E-01
2.084904E+01        -8.302421E+00        +7.394267E-01
2.083031E+01        -8.287522E+00        +7.380967E-01
2.081159E+01        -8.272617E+00        +7.367663E-01
2.079290E+01        -8.257723E+00        +7.354461E-01
2.077422E+01        -8.242916E+00        +7.341261E-01
2.075556E+01        -8.228119E+00        +7.328064E-01
2.073691E+01        -8.213316E+00        +7.314954E-01
2.071829E+01        -8.198524E+00        +7.301769E-01
2.069967E+01        -8.183812E+00        +7.288657E-01
2.068108E+01        -8.169117E+00        +7.275562E-01
2.066250E+01        -8.154417E+00        +7.262462E-01
2.064394E+01        -8.139812E+00        +7.249457E-01
2.062539E+01        -8.125210E+00        +7.236454E-01
2.060687E+01        -8.110618E+00        +7.223461E-01
2.058835E+01        -8.096012E+00        +7.210457E-01
2.056986E+01        -8.081510E+00        +7.197554E-01
2.055138E+01        -8.067010E+00        +7.184654E-01
2.053292E+01        -8.052513E+00        +7.171756E-01
2.051447E+01        -8.038010E+00        +7.158854E-01
2.049605E+01        -8.023611E+00        +7.145961E-01
2.047763E+01        -8.009206E+00        +7.133150E-01
2.045924E+01        -7.994812E+00        +7.120355E-01
2.044086E+01        -7.980412E+00        +7.107555E-01
2.042250E+01        -7.966108E+00        +7.094758E-01
2.040415E+01        -7.951806E+00        +7.082049E-01
2.038582E+01        -7.937507E+00        +7.069350E-01
2.036751E+01        -7.923211E+00        +7.056653E-01
2.034921E+01        -7.909002E+00        +7.043952E-01
2.033093E+01        -7.894804E+00        +7.031253E-01
2.031267E+01        -7.880608E+00        +7.018649E-01
2.029442E+01        -7.866500E+00        +7.006049E-01
2.027619E+01        -7.852309E+00        +6.993451E-01
2.025798E+01        -7.838206E+00        +6.980947E-01
2.023978E+01        -7.824106E+00        +6.968355E-01
2.022160E+01        -7.810102E+00        +6.955850E-01
2.020343E+01        -7.796099E+00        +6.943348E-01
2.018528E+01        -7.782100E+00        +6.930941E-01
2.016715E+01        -7.768104E+00        +6.918452E-01
2.014903E+01        -7.754102E+00        +6.906043E-01
2.013093E+01        -7.740196E+00        +6.893644E-01
2.011285E+01        -7.726301E+00        +6.881248E-01
2.009478E+01        -7.712400E+00        +6.868940E-01
2.007673E+01        -7.698595E+00        +6.856550E-01
2.005870E+01        -7.684708E+00        +6.844247E-01
2.004068E+01        -7.670901E+00        +6.831948E-01
2.002267E+01        -7.657189E+00        +6.819644E-01
2.000469E+01        -7.643404E+00        +6.807442E-01
1.998672E+01        -7.629698E+00        +6.795244E-01
1.996876E+01        -7.615995E+00        +6.783041E-01
1.995082E+01        -7.602295E+00        +6.770841E-01
1.993290E+01        -7.588598E+00        +6.758644E-01
1.991500E+01        -7.574996E+00        +6.746541E-01
1.989711E+01        -7.561397E+00        +6.734443E-01
1.987923E+01        -7.547794E+00        +6.722340E-01
1.986137E+01        -7.534286E+00        +6.710239E-01
1.984353E+01        -7.520696E+00        +6.698234E-01
1.982571E+01        -7.507194E+00        +6.686147E-01
1.980790E+01        -7.493695E+00        +6.674140E-01
1.979010E+01        -7.480284E+00        +6.662137E-01
1.977232E+01        -7.466792E+00        +6.650229E-01
1.975456E+01        -7.453387E+00        +6.638239E-01
1.973682E+01        -7.439992E+00        +6.626336E-01
1.971909E+01        -7.426686E+00        +6.614438E-01
1.970137E+01        -7.413290E+00        +6.602535E-01
1.968368E+01        -7.399990E+00        +6.590733E-01
1.966599E+01        -7.386685E+00        +6.578837E-01
1.964833E+01        -7.373484E+00        +6.567035E-01
1.963068E+01        -7.360193E+00        +6.555236E-01
1.961304E+01        -7.346982E+00        +6.543526E-01
1.959542E+01        -7.333783E+00        +6.531734E-01
1.957782E+01        -7.320586E+00        +6.520029E-01
1.956023E+01        -7.307477E+00        +6.508328E-01
1.954266E+01        -7.294380E+00        +6.496630E-01
1.952511E+01        -7.281193E+00        +6.484935E-01
1.950757E+01        -7.268178E+00        +6.473328E-01
1.949004E+01        -7.255083E+00        +6.461633E-01
1.947253E+01        -7.242075E+00        +6.450025E-01
1.945504E+01        -7.229078E+00        +6.438520E-01
1.943757E+01        -7.216084E+00        +6.426934E-01
1.942010E+01        -7.203079E+00        +6.415421E-01
1.940266E+01        -7.190176E+00        +6.403834E-01
1.938523E+01        -7.177277E+00        +6.392327E-01
1.936782E+01        -7.164382E+00        +6.380922E-01
1.935042E+01        -7.151482E+00        +6.369431E-01
1.933303E+01        -7.138670E+00        +6.358019E-01
1.931567E+01        -7.125876E+00        +6.346533E-01
1.929832E+01        -7.112987E+00        +6.335219E-01
1.928098E+01        -7.100269E+00        +6.323825E-01
1.926366E+01        -7.087479E+00        +6.312427E-01
1.924635E+01        -7.074768E+00        +6.301117E-01
1.922906E+01        -7.062069E+00        +6.289817E-01
1.921179E+01        -7.049373E+00        +6.278521E-01
1.919453E+01        -7.036673E+00        +6.267221E-01
1.917729E+01        -7.024068E+00        +6.255924E-01
