# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           d^2P_int/dT^2 (e^2+e^3) [MeV^2] p^(2)   p^(3)
6.640834E+00        -8.408990E-01        +7.500296E-02
6.634868E+00        -8.393891E-01        +7.486796E-02
6.628908E+00        -8.378793E-01        +7.473378E-02
6.622953E+00        -8.363694E-01        +7.459979E-02
6.617004E+00        -8.348676E-01        +7.446581E-02
6.611060E+00        -8.333598E-01        +7.433183E-02
6.605121E+00        -8.318579E-01        +7.419864E-02
6.599187E+00        -8.303660E-01        +7.406484E-02
6.593259E+00        -8.288761E-01        +7.393166E-02
6.587336E+00        -8.273862E-01        +7.379947E-02
6.581419E+00        -8.258965E-01        +7.366669E-02
6.575507E+00        -8.244067E-01        +7.353451E-02
6.569600E+00        -8.229248E-01        +7.340252E-02
6.563698E+00        -8.214449E-01        +7.327052E-02
6.557802E+00        -8.199651E-01        +7.313854E-02
6.551911E+00        -8.184932E-01        +7.300736E-02
6.546025E+00        -8.170153E-01        +7.287636E-02
6.540145E+00        -8.155515E-01        +7.274538E-02
6.534270E+00        -8.140837E-01        +7.261440E-02
6.528400E+00        -8.126138E-01        +7.248421E-02
6.522535E+00        -8.111518E-01        +7.235421E-02
6.516676E+00        -8.096921E-01        +7.222423E-02
6.510822E+00        -8.082402E-01        +7.209424E-02
6.504973E+00        -8.067823E-01        +7.196505E-02
6.499130E+00        -8.053306E-01        +7.183528E-02
6.493291E+00        -8.038805E-01        +7.170607E-02
6.487458E+00        -8.024386E-01        +7.157788E-02
6.481630E+00        -8.009908E-01        +7.144909E-02
6.475808E+00        -7.995490E-01        +7.132092E-02
6.469991E+00        -7.981172E-01        +7.119294E-02
6.464179E+00        -7.966794E-01        +7.106495E-02
6.458372E+00        -7.952475E-01        +7.093696E-02
6.452570E+00        -7.938175E-01        +7.080976E-02
6.446774E+00        -7.923878E-01        +7.068279E-02
6.440982E+00        -7.909578E-01        +7.055578E-02
6.435196E+00        -7.895359E-01        +7.042879E-02
6.429415E+00        -7.881160E-01        +7.030260E-02
6.423640E+00        -7.866963E-01        +7.017583E-02
6.417869E+00        -7.852842E-01        +7.004963E-02
6.412104E+00        -7.838745E-01        +6.992444E-02
6.406344E+00        -7.824646E-01        +6.979866E-02
6.400589E+00        -7.810547E-01        +6.967347E-02
6.394839E+00        -7.796448E-01        +6.954848E-02
6.389095E+00        -7.782431E-01        +6.942350E-02
6.383355E+00        -7.768431E-01        +6.929850E-02
6.377621E+00        -7.754512E-01        +6.917432E-02
6.371892E+00        -7.740534E-01        +6.904953E-02
6.366168E+00        -7.726615E-01        +6.892534E-02
6.360449E+00        -7.712716E-01        +6.880215E-02
6.354735E+00        -7.698817E-01        +6.867836E-02
6.349027E+00        -7.684999E-01        +6.855518E-02
6.343323E+00        -7.671120E-01        +6.843138E-02
6.337625E+00        -7.657301E-01        +6.830899E-02
6.331932E+00        -7.643583E-01        +6.818621E-02
6.326244E+00        -7.629805E-01        +6.806402E-02
6.320561E+00        -7.616085E-01        +6.794124E-02
6.314883E+00        -7.602386E-01        +6.781904E-02
6.309210E+00        -7.588687E-01        +6.769705E-02
6.303543E+00        -7.575070E-01        +6.757587E-02
6.297880E+00        -7.561390E-01        +6.745487E-02
6.292223E+00        -7.547772E-01        +6.733310E-02
6.286570E+00        -7.534252E-01        +6.721189E-02
6.280923E+00        -7.520675E-01        +6.709171E-02
6.275281E+00        -7.507156E-01        +6.697093E-02
6.269643E+00        -7.493655E-01        +6.685072E-02
6.264011E+00        -7.480157E-01        +6.673073E-02
6.258384E+00        -7.466658E-01        +6.661075E-02
6.252762E+00        -7.453239E-01        +6.649155E-02
6.247145E+00        -7.439840E-01        +6.637177E-02
6.241533E+00        -7.426441E-01        +6.625257E-02
6.235926E+00        -7.413122E-01        +6.613358E-02
6.230325E+00        -7.399746E-01        +6.601461E-02
6.224728E+00        -7.386426E-01        +6.589641E-02
6.219136E+00        -7.373127E-01        +6.577763E-02
6.213549E+00        -7.359907E-01        +6.565943E-02
6.207968E+00        -7.346631E-01        +6.554145E-02
6.202391E+00        -7.333410E-01        +6.542425E-02
6.196819E+00        -7.320211E-01        +6.530647E-02
6.191252E+00        -7.307091E-01        +6.518926E-02
6.185691E+00        -7.293915E-01        +6.507229E-02
6.180134E+00        -7.280794E-01        +6.495530E-02
6.174582E+00        -7.267695E-01        +6.483830E-02
6.169036E+00        -7.254598E-01        +6.472212E-02
6.163494E+00        -7.241578E-01        +6.460613E-02
6.157957E+00        -7.228500E-01        +6.449013E-02
6.152425E+00        -7.215480E-01        +6.437414E-02
6.146898E+00        -7.202560E-01        +6.425815E-02
6.141377E+00        -7.189584E-01        +6.414297E-02
6.135860E+00        -7.176664E-01        +6.402798E-02
6.130348E+00        -7.163765E-01        +6.391299E-02
6.124841E+00        -7.150866E-01        +6.379800E-02
6.119339E+00        -7.137968E-01        +6.368301E-02
6.113842E+00        -7.125148E-01        +6.356882E-02
6.108349E+00        -7.112269E-01        +6.345481E-02
6.102862E+00        -7.099449E-01        +6.334083E-02
6.097380E+00        -7.086731E-01        +6.322684E-02
6.091903E+00        -7.073954E-01        +6.311365E-02
6.086430E+00        -7.061233E-01        +6.299986E-02
6.080963E+00        -7.048535E-01        +6.288668E-02
6.075500E+00        -7.035836E-01        +6.277368E-02
6.070042E+00        -7.023215E-01        +6.266069E-02
6.064589E+00        -7.010537E-01        +6.254848E-02
6.059141E+00        -6.997917E-01        +6.243649E-02
6.053698E+00        -6.985318E-01        +6.232371E-02
6.048260E+00        -6.972799E-01        +6.221231E-02
6.042827E+00        -6.960222E-01        +6.210054E-02
6.037399E+00        -6.947703E-01        +6.198855E-02
6.031975E+00        -6.935203E-01        +6.187734E-02
6.026557E+00        -6.922706E-01        +6.176637E-02
6.021143E+00        -6.910285E-01        +6.165537E-02
6.015734E+00        -6.897807E-01        +6.154438E-02
6.010330E+00        -6.885387E-01        +6.143418E-02
6.004931E+00        -6.872989E-01        +6.132341E-02
5.999536E+00        -6.860668E-01        +6.121320E-02
5.994147E+00        -6.848291E-01        +6.110322E-02
5.988762E+00        -6.835970E-01        +6.099322E-02
5.983383E+00        -6.823673E-01        +6.088404E-02
5.978008E+00        -6.811375E-01        +6.077505E-02
5.972637E+00        -6.799153E-01        +6.066604E-02
5.967272E+00        -6.786876E-01        +6.055706E-02
5.961912E+00        -6.774657E-01        +6.044808E-02
5.956556E+00        -6.762457E-01        +6.033908E-02
5.951205E+00        -6.750337E-01        +6.023088E-02
5.945859E+00        -6.738160E-01        +6.012289E-02
5.940518E+00        -6.726040E-01        +6.001491E-02
5.935181E+00        -6.713940E-01        +5.990691E-02
5.929850E+00        -6.701843E-01        +5.979893E-02
5.924523E+00        -6.689823E-01        +5.969173E-02
5.919201E+00        -6.677745E-01        +5.958474E-02
5.913883E+00        -6.665724E-01        +5.947774E-02
5.908571E+00        -6.653726E-01        +5.937076E-02
5.903263E+00        -6.641806E-01        +5.926376E-02
5.897960E+00        -6.629828E-01        +5.915756E-02
5.892662E+00        -6.617908E-01        +5.905158E-02
5.887368E+00        -6.606008E-01        +5.894558E-02
5.882080E+00        -6.594111E-01        +5.883960E-02
5.876796E+00        -6.582212E-01        +5.873361E-02
5.871516E+00        -6.570390E-01        +5.862839E-02
5.866242E+00        -6.558593E-01        +5.852263E-02
5.860972E+00        -6.546715E-01        +5.841742E-02
5.855707E+00        -6.534973E-01        +5.831243E-02
5.850447E+00        -6.523196E-01        +5.820823E-02
5.845191E+00        -6.511475E-01        +5.810345E-02
5.839941E+00        -6.499778E-01        +5.799926E-02
5.834694E+00        -6.488077E-01        +5.789525E-02
5.829453E+00        -6.476379E-01        +5.779127E-02
5.824216E+00        -6.464680E-01        +5.768728E-02
5.818984E+00        -6.453059E-01        +5.758329E-02
5.813757E+00        -6.441461E-01        +5.748009E-02
5.808534E+00        -6.429861E-01        +5.737709E-02
5.803317E+00        -6.418265E-01        +5.727412E-02
5.798103E+00        -6.406742E-01        +5.717111E-02
5.792895E+00        -6.395245E-01        +5.706813E-02
5.787691E+00        -6.383746E-01        +5.696593E-02
5.782492E+00        -6.372247E-01        +5.686315E-02
5.777297E+00        -6.360747E-01        +5.676094E-02
5.772107E+00        -6.349326E-01        +5.665895E-02
5.766922E+00        -6.337849E-01        +5.655774E-02
5.761742E+00        -6.326430E-01        +5.645598E-02
5.756566E+00        -6.315110E-01        +5.635477E-02
5.751395E+00        -6.303733E-01        +5.625300E-02
5.746228E+00        -6.292333E-01        +5.615179E-02
5.741066E+00        -6.281012E-01        +5.605158E-02
5.735909E+00        -6.269714E-01        +5.595081E-02
5.730756E+00        -6.258414E-01        +5.584982E-02
5.725608E+00        -6.247194E-01        +5.574961E-02
5.720465E+00        -6.235918E-01        +5.564963E-02
5.715326E+00        -6.224697E-01        +5.554963E-02
5.710192E+00        -6.213498E-01        +5.544965E-02
5.705062E+00        -6.202298E-01        +5.535043E-02
5.699937E+00        -6.191178E-01        +5.525066E-02
5.694817E+00        -6.180001E-01        +5.515146E-02
5.689701E+00        -6.168880E-01        +5.505246E-02
5.684590E+00        -6.157781E-01        +5.495348E-02
5.679484E+00        -6.146684E-01        +5.485450E-02
5.674382E+00        -6.135663E-01        +5.475629E-02
5.669284E+00        -6.124584E-01        +5.465829E-02
5.664191E+00        -6.113563E-01        +5.455951E-02
5.659103E+00        -6.102565E-01        +5.446209E-02
5.654019E+00        -6.091565E-01        +5.436431E-02
5.648940E+00        -6.080645E-01        +5.426632E-02
5.643866E+00        -6.069669E-01        +5.416912E-02
5.638796E+00        -6.058748E-01        +5.407135E-02
5.633730E+00        -6.047848E-01        +5.397413E-02
5.628670E+00        -6.036951E-01        +5.387716E-02
5.623613E+00        -6.026129E-01        +5.378094E-02
5.618561E+00        -6.015251E-01        +5.368416E-02
5.613514E+00        -6.004431E-01        +5.358796E-02
5.608472E+00        -5.993634E-01        +5.349120E-02
5.603433E+00        -5.982833E-01        +5.339497E-02
5.598400E+00        -5.972035E-01        +5.329900E-02
5.593371E+00        -5.961315E-01        +5.320379E-02
5.588346E+00        -5.950537E-01        +5.310801E-02
5.583326E+00        -5.939816E-01        +5.301280E-02
5.578310E+00        -5.929117E-01        +5.291702E-02
5.573299E+00        -5.918496E-01        +5.282182E-02
5.568293E+00        -5.907820E-01        +5.272762E-02
5.563291E+00        -5.897199E-01        +5.263285E-02
5.558293E+00        -5.886600E-01        +5.253785E-02
5.553300E+00        -5.876001E-01        +5.244364E-02
5.548311E+00        -5.865401E-01        +5.234964E-02
5.543327E+00        -5.854880E-01        +5.225565E-02
5.538347E+00        -5.844303E-01        +5.216166E-02
5.533372E+00        -5.833782E-01        +5.206767E-02
5.528402E+00        -5.823285E-01        +5.197447E-02
5.523435E+00        -5.812784E-01        +5.188069E-02
5.518473E+00        -5.802363E-01        +5.178747E-02
5.513516E+00        -5.791887E-01        +5.169449E-02
5.508563E+00        -5.781465E-01        +5.160150E-02
5.503615E+00        -5.771067E-01        +5.150929E-02
5.498671E+00        -5.760668E-01        +5.141652E-02
5.493731E+00        -5.750268E-01        +5.132430E-02
5.488796E+00        -5.739947E-01        +5.123231E-02
5.483866E+00        -5.729650E-01        +5.114034E-02
5.478939E+00        -5.719271E-01        +5.104833E-02
5.474017E+00        -5.709028E-01        +5.095634E-02
5.469100E+00        -5.698752E-01        +5.086513E-02
5.464187E+00        -5.688453E-01        +5.077336E-02
5.459279E+00        -5.678233E-01        +5.068216E-02
5.454374E+00        -5.668032E-01        +5.059115E-02
5.449475E+00        -5.657835E-01        +5.050018E-02
5.444579E+00        -5.647634E-01        +5.040995E-02
5.439688E+00        -5.637435E-01        +5.031918E-02
5.434802E+00        -5.627315E-01        +5.022898E-02
5.429920E+00        -5.617217E-01        +5.013899E-02
5.425042E+00        -5.607039E-01        +5.004822E-02
5.420168E+00        -5.596995E-01        +4.995877E-02
5.415299E+00        -5.586918E-01        +4.986900E-02
5.410435E+00        -5.576820E-01        +4.977903E-02
5.405574E+00        -5.566798E-01        +4.968980E-02
5.400719E+00        -5.556800E-01        +4.960082E-02
5.395867E+00        -5.546800E-01        +4.951182E-02
5.391020E+00        -5.536802E-01        +4.942284E-02
5.386177E+00        -5.526803E-01        +4.933384E-02
5.381338E+00        -5.516880E-01        +4.924484E-02
5.376504E+00        -5.506904E-01        +4.915663E-02
5.371674E+00        -5.496982E-01        +4.906864E-02
5.366849E+00        -5.487084E-01        +4.897988E-02
5.362028E+00        -5.477185E-01        +4.889166E-02
5.357211E+00        -5.467363E-01        +4.880445E-02
5.352399E+00        -5.457565E-01        +4.871669E-02
5.347591E+00        -5.447689E-01        +4.862947E-02
5.342787E+00        -5.437867E-01        +4.854170E-02
5.337987E+00        -5.428067E-01        +4.845448E-02
5.333192E+00        -5.418346E-01        +4.836749E-02
5.328401E+00        -5.408569E-01        +4.828050E-02
5.323614E+00        -5.398847E-01        +4.819428E-02
5.318832E+00        -5.389149E-01        +4.810751E-02
5.314054E+00        -5.379449E-01        +4.802130E-02
5.309281E+00        -5.369752E-01        +4.793454E-02
5.304511E+00        -5.360052E-01        +4.784832E-02
5.299746E+00        -5.350430E-01        +4.776233E-02
5.294985E+00        -5.340753E-01        +4.767633E-02
5.290229E+00        -5.331133E-01        +4.759113E-02
5.285476E+00        -5.321533E-01        +4.750535E-02
5.280728E+00        -5.311934E-01        +4.742013E-02
5.275984E+00        -5.302412E-01        +4.733514E-02
5.271245E+00        -5.292836E-01        +4.725015E-02
5.266510E+00        -5.283315E-01        +4.716517E-02
5.261779E+00        -5.273816E-01        +4.708018E-02
5.257052E+00        -5.264316E-01        +4.699595E-02
5.252329E+00        -5.254816E-01        +4.691118E-02
5.247611E+00        -5.245395E-01        +4.682697E-02
5.242897E+00        -5.235919E-01        +4.674298E-02
5.238187E+00        -5.226497E-01        +4.665898E-02
5.233482E+00        -5.217099E-01        +4.657500E-02
5.228781E+00        -5.207700E-01        +4.649179E-02
5.224083E+00        -5.198299E-01        +4.640800E-02
5.219391E+00        -5.188979E-01        +4.632480E-02
5.214702E+00        -5.179602E-01        +4.624180E-02
5.210018E+00        -5.170281E-01        +4.615882E-02
5.205337E+00        -5.160981E-01        +4.607581E-02
5.200661E+00        -5.151682E-01        +4.599282E-02
5.195989E+00        -5.142382E-01        +4.590983E-02
5.191322E+00        -5.133162E-01        +4.582762E-02
5.186658E+00        -5.123884E-01        +4.574562E-02
5.181999E+00        -5.114663E-01        +4.566286E-02
5.177344E+00        -5.105464E-01        +4.558064E-02
5.172693E+00        -5.096265E-01        +4.549942E-02
5.168046E+00        -5.087142E-01        +4.541765E-02
5.163404E+00        -5.077967E-01        +4.533567E-02
5.158765E+00        -5.068844E-01        +4.525444E-02
5.154131E+00        -5.059668E-01        +4.517345E-02
5.149501E+00        -5.050546E-01        +4.509169E-02
5.144875E+00        -5.041447E-01        +4.501047E-02
5.140254E+00        -5.032349E-01        +4.493026E-02
5.135636E+00        -5.023327E-01        +4.484949E-02
5.131023E+00        -5.014251E-01        +4.476850E-02
5.126413E+00        -5.005228E-01        +4.468827E-02
5.121808E+00        -4.996229E-01        +4.460828E-02
5.117207E+00        -4.987230E-01        +4.452829E-02
5.112610E+00        -4.978230E-01        +4.444829E-02
5.108018E+00        -4.969310E-01        +4.436831E-02
5.103429E+00        -4.960333E-01        +4.428832E-02
5.098844E+00        -4.951410E-01        +4.420909E-02
5.094264E+00        -4.942511E-01        +4.412933E-02
5.089688E+00        -4.933613E-01        +4.405011E-02
5.085116E+00        -4.924714E-01        +4.397112E-02
5.080548E+00        -4.915815E-01        +4.389213E-02
5.075984E+00        -4.906993E-01        +4.381314E-02
5.071424E+00        -4.898193E-01        +4.373414E-02
5.066868E+00        -4.889317E-01        +4.365592E-02
5.062317E+00        -4.880496E-01        +4.357717E-02
5.057769E+00        -4.871696E-01        +4.349894E-02
5.053225E+00        -4.862973E-01        +4.342094E-02
5.048686E+00        -4.854197E-01        +4.334295E-02
5.044151E+00        -4.845476E-01        +4.326496E-02
5.039620E+00        -4.836777E-01        +4.318697E-02
5.035092E+00        -4.828076E-01        +4.310974E-02
5.030569E+00        -4.819377E-01        +4.303198E-02
5.026050E+00        -4.810678E-01        +4.295476E-02
5.021535E+00        -4.801979E-01        +4.287776E-02
5.017024E+00        -4.793357E-01        +4.280077E-02
5.012517E+00        -4.784680E-01        +4.272378E-02
5.008015E+00        -4.776060E-01        +4.264757E-02
5.003516E+00        -4.767460E-01        +4.257080E-02
4.999021E+00        -4.758861E-01        +4.249380E-02
4.994530E+00        -4.750338E-01        +4.241758E-02
4.990044E+00        -4.741763E-01        +4.234159E-02
4.985561E+00        -4.733240E-01        +4.226560E-02
4.981082E+00        -4.724740E-01        +4.218960E-02
4.976608E+00        -4.716242E-01        +4.211361E-02
4.972137E+00        -4.707742E-01        +4.203838E-02
4.967671E+00        -4.699244E-01        +4.196263E-02
4.963208E+00        -4.690744E-01        +4.188740E-02
4.958750E+00        -4.682323E-01        +4.181165E-02
4.954295E+00        -4.673846E-01        +4.173641E-02
4.949845E+00        -4.665424E-01        +4.166143E-02
4.945398E+00        -4.657024E-01        +4.158720E-02
4.940956E+00        -4.648703E-01        +4.151245E-02
4.936517E+00        -4.640326E-01        +4.143745E-02
4.932083E+00        -4.631928E-01        +4.136323E-02
4.927652E+00        -4.623605E-01        +4.128923E-02
4.923225E+00        -4.615305E-01        +4.121446E-02
4.918803E+00        -4.607007E-01        +4.114102E-02
4.914384E+00        -4.598707E-01        +4.106725E-02
4.909969E+00        -4.590407E-01        +4.099325E-02
4.905559E+00        -4.582109E-01        +4.091927E-02
4.901152E+00        -4.573886E-01        +4.084604E-02
4.896749E+00        -4.565610E-01        +4.077228E-02
4.892350E+00        -4.557387E-01        +4.069905E-02
4.887955E+00        -4.549188E-01        +4.062605E-02
4.883565E+00        -4.540990E-01        +4.055308E-02
4.879178E+00        -4.532791E-01        +4.048008E-02
4.874795E+00        -4.524668E-01        +4.040786E-02
4.870415E+00        -4.516491E-01        +4.033508E-02
4.866040E+00        -4.508369E-01        +4.026209E-02
4.861669E+00        -4.500270E-01        +4.018987E-02
4.857302E+00        -4.492171E-01        +4.011788E-02
4.852938E+00        -4.484071E-01        +4.004588E-02
4.848579E+00        -4.475973E-01        +3.997390E-02
4.844223E+00        -4.467873E-01        +3.990190E-02
4.839872E+00        -4.459851E-01        +3.983068E-02
4.835524E+00        -4.451851E-01        +3.975892E-02
4.831180E+00        -4.443775E-01        +3.968769E-02
4.826840E+00        -4.435752E-01        +3.961593E-02
4.822504E+00        -4.427830E-01        +3.954470E-02
4.818172E+00        -4.419854E-01        +3.947371E-02
4.813844E+00        -4.411856E-01        +3.940272E-02
4.809519E+00        -4.403932E-01        +3.933248E-02
4.805199E+00        -4.395957E-01        +3.926173E-02
4.800882E+00        -4.388033E-01        +3.919073E-02
4.796570E+00        -4.380135E-01        +3.912051E-02
4.792261E+00        -4.372236E-01        +3.905052E-02
4.787956E+00        -4.364413E-01        +3.898053E-02
4.783655E+00        -4.356538E-01        +3.891053E-02
4.779358E+00        -4.348715E-01        +3.884054E-02
4.775064E+00        -4.340838E-01        +3.877054E-02
4.770775E+00        -4.333016E-01        +3.870056E-02
4.766489E+00        -4.325217E-01        +3.863132E-02
4.762207E+00        -4.317417E-01        +3.856156E-02
4.757929E+00        -4.309618E-01        +3.849233E-02
4.753655E+00        -4.301895E-01        +3.842334E-02
4.749385E+00        -4.294120E-01        +3.835435E-02
4.745118E+00        -4.286396E-01        +3.828535E-02
4.740856E+00        -4.278698E-01        +3.821637E-02
4.736597E+00        -4.270998E-01        +3.814813E-02
4.732342E+00        -4.263299E-01        +3.807938E-02
4.728091E+00        -4.255600E-01        +3.801115E-02
4.723844E+00        -4.247901E-01        +3.794316E-02
4.719600E+00        -4.240277E-01        +3.787440E-02
4.715360E+00        -4.232601E-01        +3.780616E-02
4.711124E+00        -4.224978E-01        +3.773817E-02
4.706892E+00        -4.217379E-01        +3.767094E-02
4.702664E+00        -4.209780E-01        +3.760319E-02
4.698440E+00        -4.202182E-01        +3.753520E-02
4.694219E+00        -4.194658E-01        +3.746796E-02
4.690002E+00        -4.187083E-01        +3.740097E-02
4.685789E+00        -4.179560E-01        +3.733398E-02
4.681580E+00        -4.171985E-01        +3.726699E-02
4.677374E+00        -4.164461E-01        +3.719999E-02
4.673172E+00        -4.156961E-01        +3.713299E-02
4.668974E+00        -4.149538E-01        +3.706600E-02
4.664780E+00        -4.142063E-01        +3.699977E-02
4.660590E+00        -4.134565E-01        +3.693302E-02
4.656403E+00        -4.127141E-01        +3.686678E-02
4.652220E+00        -4.119665E-01        +3.680003E-02
4.648041E+00        -4.112242E-01        +3.673456E-02
4.643865E+00        -4.104842E-01        +3.666803E-02
4.639694E+00        -4.097444E-01        +3.660257E-02
4.635526E+00        -4.090045E-01        +3.653682E-02
4.631362E+00        -4.082722E-01        +3.647083E-02
4.627201E+00        -4.075345E-01        +3.640558E-02
4.623045E+00        -4.068023E-01        +3.633984E-02
4.618892E+00        -4.060648E-01        +3.627461E-02
4.614742E+00        -4.053323E-01        +3.620960E-02
4.610597E+00        -4.046025E-01        +3.614462E-02
4.606455E+00        -4.038725E-01        +3.607962E-02
4.602317E+00        -4.031502E-01        +3.601463E-02
4.598183E+00        -4.024227E-01        +3.595040E-02
4.594052E+00        -4.017003E-01        +3.588564E-02
4.589925E+00        -4.009728E-01        +3.582064E-02
4.585802E+00        -4.002505E-01        +3.575641E-02
4.581683E+00        -3.995307E-01        +3.569243E-02
4.577567E+00        -3.988107E-01        +3.562843E-02
4.573455E+00        -3.980908E-01        +3.556444E-02
4.569346E+00        -3.973707E-01        +3.550044E-02
4.565242E+00        -3.966585E-01        +3.543645E-02
4.561141E+00        -3.959410E-01        +3.537322E-02
4.557043E+00        -3.952286E-01        +3.530946E-02
4.552949E+00        -3.945186E-01        +3.524622E-02
4.548860E+00        -3.938088E-01        +3.518248E-02
4.544773E+00        -3.930988E-01        +3.511923E-02
4.540691E+00        -3.923889E-01        +3.505625E-02
4.536612E+00        -3.916790E-01        +3.499325E-02
4.532536E+00        -3.909765E-01        +3.493025E-02
4.528465E+00        -3.902691E-01        +3.486802E-02
4.524397E+00        -3.895668E-01        +3.480527E-02
4.520332E+00        -3.888667E-01        +3.474227E-02
4.516272E+00        -3.881669E-01        +3.468004E-02
4.512215E+00        -3.874670E-01        +3.461805E-02
4.508161E+00        -3.867670E-01        +3.455605E-02
4.504111E+00        -3.860670E-01        +3.449329E-02
4.500065E+00        -3.853747E-01        +3.443106E-02
4.496023E+00        -3.846772E-01        +3.436983E-02
4.491984E+00        -3.839848E-01        +3.430807E-02
4.487949E+00        -3.832949E-01        +3.424608E-02
4.483917E+00        -3.826049E-01        +3.418484E-02
4.479889E+00        -3.819150E-01        +3.412309E-02
4.475865E+00        -3.812251E-01        +3.406186E-02
4.471844E+00        -3.805352E-01        +3.400086E-02
4.467827E+00        -3.798528E-01        +3.393987E-02
4.463813E+00        -3.791652E-01        +3.387887E-02
4.459804E+00        -3.784830E-01        +3.381789E-02
4.455797E+00        -3.778030E-01        +3.375688E-02
4.451794E+00        -3.771230E-01        +3.369664E-02
4.447795E+00        -3.764431E-01        +3.363589E-02
4.443800E+00        -3.757632E-01        +3.357566E-02
4.439808E+00        -3.750833E-01        +3.351491E-02
4.435820E+00        -3.744110E-01        +3.345468E-02
4.431835E+00        -3.737334E-01        +3.339468E-02
4.427854E+00        -3.730611E-01        +3.333469E-02
4.423876E+00        -3.723911E-01        +3.327469E-02
4.419902E+00        -3.717212E-01        +3.321545E-02
4.415931E+00        -3.710511E-01        +3.315569E-02
4.411965E+00        -3.703814E-01        +3.309571E-02
4.408001E+00        -3.697113E-01        +3.303647E-02
4.404041E+00        -3.690489E-01        +3.297671E-02
4.400085E+00        -3.683814E-01        +3.291748E-02
4.396133E+00        -3.677192E-01        +3.285849E-02
4.392183E+00        -3.670515E-01        +3.279949E-02
4.388238E+00        -3.663892E-01        +3.274050E-02
4.384296E+00        -3.657293E-01        +3.268151E-02
4.380357E+00        -3.650693E-01        +3.262326E-02
4.376422E+00        -3.644169E-01        +3.256451E-02
4.372491E+00        -3.637595E-01        +3.250628E-02
4.368563E+00        -3.630995E-01        +3.244753E-02
4.364639E+00        -3.624472E-01        +3.238929E-02
4.360718E+00        -3.617972E-01        +3.233129E-02
4.356801E+00        -3.611473E-01        +3.227330E-02
4.352887E+00        -3.604898E-01        +3.221531E-02
4.348977E+00        -3.598375E-01        +3.215732E-02
4.345070E+00        -3.591950E-01        +3.209932E-02
4.341167E+00        -3.585476E-01        +3.204133E-02
4.337267E+00        -3.578976E-01        +3.198408E-02
4.333371E+00        -3.572552E-01        +3.192634E-02
4.329478E+00        -3.566077E-01        +3.186909E-02
4.325589E+00        -3.559654E-01        +3.181210E-02
4.321703E+00        -3.553254E-01        +3.175510E-02
4.317821E+00        -3.546855E-01        +3.169811E-02
4.313942E+00        -3.540455E-01        +3.164112E-02
4.310067E+00        -3.534056E-01        +3.158413E-02
4.306195E+00        -3.527732E-01        +3.152713E-02
4.302327E+00        -3.521358E-01        +3.147089E-02
4.298462E+00        -3.515033E-01        +3.141414E-02
4.294600E+00        -3.508658E-01        +3.135789E-02
4.290742E+00        -3.502333E-01        +3.130114E-02
4.286888E+00        -3.496035E-01        +3.124491E-02
4.283037E+00        -3.489735E-01        +3.118891E-02
4.279189E+00        -3.483435E-01        +3.113291E-02
4.275345E+00        -3.477136E-01        +3.107692E-02
4.271505E+00        -3.470913E-01        +3.102093E-02
4.267668E+00        -3.464638E-01        +3.096494E-02
4.263834E+00        -3.458414E-01        +3.090969E-02
4.260004E+00        -3.452140E-01        +3.085395E-02
4.256177E+00        -3.445915E-01        +3.079871E-02
4.252353E+00        -3.439715E-01        +3.074370E-02
4.248533E+00        -3.433515E-01        +3.068796E-02
4.244717E+00        -3.427317E-01        +3.063272E-02
4.240904E+00        -3.421117E-01        +3.057773E-02
4.237094E+00        -3.414992E-01        +3.052273E-02
4.233288E+00        -3.408818E-01        +3.046774E-02
4.229485E+00        -3.402694E-01        +3.041349E-02
4.225686E+00        -3.396520E-01        +3.035875E-02
4.221890E+00        -3.390396E-01        +3.030451E-02
4.218097E+00        -3.384296E-01        +3.024976E-02
4.214308E+00        -3.378196E-01        +3.019551E-02
4.210522E+00        -3.372097E-01        +3.014152E-02
4.206740E+00        -3.365998E-01        +3.008678E-02
4.202961E+00        -3.359973E-01        +3.003253E-02
4.199185E+00        -3.353898E-01        +2.997853E-02
4.195413E+00        -3.347874E-01        +2.992529E-02
4.191644E+00        -3.341800E-01        +2.987154E-02
4.187879E+00        -3.335776E-01        +2.981755E-02
4.184117E+00        -3.329776E-01        +2.976431E-02
4.180358E+00        -3.323776E-01        +2.971056E-02
4.176603E+00        -3.317777E-01        +2.965732E-02
4.172851E+00        -3.311778E-01        +2.960357E-02
4.169102E+00        -3.305853E-01        +2.955032E-02
4.165357E+00        -3.299879E-01        +2.949733E-02
4.161615E+00        -3.293954E-01        +2.944433E-02
4.157877E+00        -3.287980E-01        +2.939134E-02
4.154142E+00        -3.282056E-01        +2.933910E-02
4.150410E+00        -3.276156E-01        +2.928635E-02
4.146682E+00        -3.270257E-01        +2.923336E-02
4.142957E+00        -3.264358E-01        +2.918112E-02
4.139235E+00        -3.258458E-01        +2.912837E-02
4.135517E+00        -3.252559E-01        +2.907613E-02
4.131802E+00        -3.246734E-01        +2.902413E-02
4.128090E+00        -3.240860E-01        +2.897213E-02
