# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# T (MeV)           P_int (e^4) [MeV^4]
1.987923E+01        -1.867051E+00
1.986137E+01        -1.860043E+00
1.984353E+01        -1.853044E+00
1.982571E+01        -1.846047E+00
1.980790E+01        -1.839048E+00
1.979010E+01        -1.832138E+00
1.977232E+01        -1.825238E+00
1.975456E+01        -1.818340E+00
1.973682E+01        -1.811442E+00
1.971909E+01        -1.804635E+00
1.970137E+01        -1.797834E+00
1.968368E+01        -1.791037E+00
1.966599E+01        -1.784235E+00
1.964833E+01        -1.777530E+00
1.963068E+01        -1.770831E+00
1.961304E+01        -1.764130E+00
1.959542E+01        -1.757522E+00
1.957782E+01        -1.750832E+00
1.956023E+01        -1.744223E+00
1.954266E+01        -1.737624E+00
1.952511E+01        -1.731119E+00
1.950757E+01        -1.724528E+00
1.949004E+01        -1.718018E+00
1.947253E+01        -1.711518E+00
1.945504E+01        -1.705112E+00
1.943757E+01        -1.698715E+00
1.942010E+01        -1.692220E+00
1.940266E+01        -1.685815E+00
1.938523E+01        -1.679507E+00
1.936782E+01        -1.673117E+00
1.935042E+01        -1.666809E+00
1.933303E+01        -1.660507E+00
1.931567E+01        -1.654303E+00
1.929832E+01        -1.648012E+00
1.928098E+01        -1.641803E+00
1.926366E+01        -1.635604E+00
1.924635E+01        -1.629402E+00
1.922906E+01        -1.623295E+00
1.921179E+01        -1.617197E+00
1.919453E+01        -1.611005E+00
1.917729E+01        -1.604990E+00
1.916006E+01        -1.598898E+00
1.914285E+01        -1.592891E+00
1.912565E+01        -1.586890E+00
1.910847E+01        -1.580891E+00
1.909131E+01        -1.574894E+00
1.907416E+01        -1.568986E+00
1.905702E+01        -1.562993E+00
1.903990E+01        -1.557085E+00
1.902280E+01        -1.551279E+00
1.900571E+01        -1.545387E+00
1.898864E+01        -1.539580E+00
1.897158E+01        -1.533780E+00
1.895454E+01        -1.527982E+00
1.893751E+01        -1.522181E+00
1.892050E+01        -1.516382E+00
1.890350E+01        -1.510674E+00
1.888652E+01        -1.504975E+00
1.886956E+01        -1.499277E+00
1.885260E+01        -1.493666E+00
1.883567E+01        -1.487977E+00
1.881875E+01        -1.482369E+00
1.880184E+01        -1.476768E+00
1.878495E+01        -1.471261E+00
1.876808E+01        -1.465671E+00
1.875122E+01        -1.460163E+00
1.873437E+01        -1.454570E+00
1.871755E+01        -1.449066E+00
1.870073E+01        -1.443656E+00
1.868393E+01        -1.438165E+00
1.866715E+01        -1.432758E+00
1.865038E+01        -1.427358E+00
1.863362E+01        -1.421957E+00
1.861689E+01        -1.416560E+00
1.860016E+01        -1.411250E+00
1.858345E+01        -1.405950E+00
1.856676E+01        -1.400561E+00
1.855008E+01        -1.395252E+00
1.853342E+01        -1.390045E+00
1.851677E+01        -1.384754E+00
1.850013E+01        -1.379544E+00
1.848351E+01        -1.374344E+00
1.846691E+01        -1.369146E+00
1.845032E+01        -1.363946E+00
1.843375E+01        -1.358840E+00
1.841719E+01        -1.353740E+00
1.840064E+01        -1.348547E+00
1.838411E+01        -1.343531E+00
1.836760E+01        -1.338441E+00
1.835110E+01        -1.333342E+00
1.833461E+01        -1.328332E+00
1.831814E+01        -1.323333E+00
1.830169E+01        -1.318335E+00
1.828525E+01        -1.313335E+00
1.826882E+01        -1.308335E+00
1.825241E+01        -1.303427E+00
1.823601E+01        -1.298526E+00
1.821963E+01        -1.293627E+00
1.820327E+01        -1.288730E+00
1.818691E+01        -1.283828E+00
1.817058E+01        -1.279022E+00
1.815425E+01        -1.274129E+00
1.813794E+01        -1.269320E+00
1.812165E+01        -1.264522E+00
1.810537E+01        -1.259722E+00
1.808911E+01        -1.255015E+00
1.807286E+01        -1.250224E+00
1.805662E+01        -1.245514E+00
1.804040E+01        -1.240815E+00
1.802420E+01        -1.236117E+00
1.800800E+01        -1.231506E+00
1.799183E+01        -1.226818E+00
1.797567E+01        -1.222210E+00
1.795952E+01        -1.217610E+00
1.794338E+01        -1.213008E+00
1.792727E+01        -1.208411E+00
1.791116E+01        -1.203810E+00
1.789507E+01        -1.199302E+00
1.787900E+01        -1.194713E+00
1.786294E+01        -1.190204E+00
1.784689E+01        -1.185704E+00
1.783086E+01        -1.181205E+00
1.781484E+01        -1.176796E+00
1.779884E+01        -1.172306E+00
1.778285E+01        -1.167897E+00
1.776687E+01        -1.163496E+00
1.775091E+01        -1.159097E+00
1.773497E+01        -1.154699E+00
1.771903E+01        -1.150388E+00
1.770312E+01        -1.145999E+00
1.768721E+01        -1.141689E+00
1.767132E+01        -1.137389E+00
1.765545E+01        -1.133091E+00
1.763959E+01        -1.128791E+00
1.762374E+01        -1.124490E+00
1.760791E+01        -1.120282E+00
1.759210E+01        -1.115994E+00
1.757629E+01        -1.111783E+00
1.756050E+01        -1.107583E+00
1.754473E+01        -1.103385E+00
1.752897E+01        -1.099276E+00
1.751322E+01        -1.095085E+00
1.749749E+01        -1.090977E+00
1.748177E+01        -1.086877E+00
1.746607E+01        -1.082688E+00
1.745038E+01        -1.078670E+00
1.743470E+01        -1.074578E+00
1.741904E+01        -1.070479E+00
1.740339E+01        -1.066470E+00
1.738776E+01        -1.062380E+00
1.737214E+01        -1.058371E+00
1.735653E+01        -1.054371E+00
1.734094E+01        -1.050371E+00
1.732536E+01        -1.046462E+00
1.730980E+01        -1.042473E+00
1.729425E+01        -1.038564E+00
1.727871E+01        -1.034663E+00
1.726319E+01        -1.030764E+00
1.724768E+01        -1.026864E+00
1.723219E+01        -1.022965E+00
1.721671E+01        -1.019065E+00
1.720124E+01        -1.015255E+00
1.718579E+01        -1.011366E+00
1.717035E+01        -1.007556E+00
1.715493E+01        -1.003758E+00
1.713952E+01        -9.999582E-01
1.712412E+01        -9.961759E-01
1.710874E+01        -9.924060E-01
1.709337E+01        -9.886543E-01
1.707801E+01        -9.849216E-01
1.706267E+01        -9.811923E-01
1.704735E+01        -9.774827E-01
1.703203E+01        -9.737897E-01
1.701673E+01        -9.701091E-01
1.700144E+01        -9.664377E-01
1.698617E+01        -9.627868E-01
1.697091E+01        -9.591460E-01
1.695567E+01        -9.555166E-01
1.694044E+01        -9.519054E-01
1.692522E+01        -9.483043E-01
1.691001E+01        -9.447214E-01
1.689482E+01        -9.411509E-01
1.687965E+01        -9.375919E-01
1.686448E+01        -9.340488E-01
1.684933E+01        -9.305181E-01
1.683420E+01        -9.269989E-01
1.681908E+01        -9.234889E-01
1.680397E+01        -9.199970E-01
1.678887E+01        -9.165243E-01
1.677379E+01        -9.130551E-01
1.675872E+01        -9.096031E-01
1.674367E+01        -9.061635E-01
1.672863E+01        -9.027422E-01
1.671360E+01        -8.993220E-01
1.669858E+01        -8.959190E-01
1.668358E+01        -8.925376E-01
1.666860E+01        -8.891595E-01
1.665362E+01        -8.857965E-01
1.663866E+01        -8.824459E-01
1.662372E+01        -8.791067E-01
1.660878E+01        -8.757836E-01
1.659386E+01        -8.724730E-01
1.657896E+01        -8.691738E-01
1.656406E+01        -8.658816E-01
1.654918E+01        -8.626099E-01
1.653432E+01        -8.593507E-01
1.651946E+01        -8.560985E-01
1.650462E+01        -8.528578E-01
1.648980E+01        -8.496375E-01
1.647498E+01        -8.464254E-01
1.646018E+01        -8.432246E-01
1.644540E+01        -8.400354E-01
1.643062E+01        -8.368532E-01
1.641587E+01        -8.336937E-01
1.640112E+01        -8.305333E-01
1.638639E+01        -8.273923E-01
1.637166E+01        -8.242596E-01
1.635696E+01        -8.211493E-01
1.634226E+01        -8.180383E-01
1.632758E+01        -8.149468E-01
1.631292E+01        -8.118676E-01
1.629826E+01        -8.087957E-01
1.628362E+01        -8.057352E-01
1.626899E+01        -8.026841E-01
1.625438E+01        -7.996534E-01
1.623978E+01        -7.966240E-01
1.622519E+01        -7.936120E-01
1.621061E+01        -7.906103E-01
1.619605E+01        -7.876201E-01
1.618150E+01        -7.846392E-01
1.616697E+01        -7.816697E-01
1.615244E+01        -7.787166E-01
1.613793E+01        -7.757669E-01
1.612344E+01        -7.728366E-01
1.610895E+01        -7.699056E-01
1.609448E+01        -7.669941E-01
1.608002E+01        -7.640930E-01
1.606558E+01        -7.612032E-01
1.605115E+01        -7.583229E-01
1.603673E+01        -7.554520E-01
1.602232E+01        -7.525994E-01
1.600793E+01        -7.497503E-01
1.599355E+01        -7.469096E-01
1.597918E+01        -7.440873E-01
1.596483E+01        -7.412774E-01
1.595048E+01        -7.384660E-01
1.593616E+01        -7.356760E-01
1.592184E+01        -7.328854E-01
1.590754E+01        -7.301142E-01
1.589325E+01        -7.273534E-01
1.587897E+01        -7.246021E-01
1.586471E+01        -7.218622E-01
1.585045E+01        -7.191298E-01
1.583622E+01        -7.164107E-01
1.582199E+01        -7.136992E-01
1.580778E+01        -7.109990E-01
1.579358E+01        -7.083083E-01
1.577939E+01        -7.056271E-01
1.576521E+01        -7.029554E-01
1.575105E+01        -7.002950E-01
1.573690E+01        -6.976442E-01
1.572277E+01        -6.950046E-01
1.570864E+01        -6.923727E-01
1.569453E+01        -6.897522E-01
1.568043E+01        -6.871412E-01
1.566635E+01        -6.845415E-01
1.565227E+01        -6.819495E-01
1.563821E+01        -6.793688E-01
1.562416E+01        -6.767977E-01
1.561013E+01        -6.742379E-01
1.559611E+01        -6.716876E-01
1.558210E+01        -6.691469E-01
1.556810E+01        -6.666157E-01
1.555411E+01        -6.640940E-01
1.554014E+01        -6.615747E-01
1.552618E+01        -6.590728E-01
1.551223E+01        -6.565815E-01
1.549830E+01        -6.540927E-01
1.548438E+01        -6.516212E-01
1.547047E+01        -6.491514E-01
1.545657E+01        -6.466991E-01
1.544268E+01        -6.442485E-01
1.542881E+01        -6.418081E-01
1.541495E+01        -6.393772E-01
1.540110E+01        -6.369560E-01
1.538727E+01        -6.345460E-01
1.537345E+01        -6.321457E-01
1.535964E+01        -6.297549E-01
1.534584E+01        -6.273737E-01
1.533205E+01        -6.249931E-01
1.531828E+01        -6.226318E-01
1.530452E+01        -6.202721E-01
1.529077E+01        -6.179210E-01
1.527703E+01        -6.155795E-01
1.526331E+01        -6.132582E-01
1.524960E+01        -6.109386E-01
1.523590E+01        -6.086187E-01
1.522221E+01        -6.063162E-01
1.520854E+01        -6.040172E-01
1.519488E+01        -6.017356E-01
1.518123E+01        -5.994558E-01
1.516759E+01        -5.971845E-01
1.515396E+01        -5.949229E-01
1.514035E+01        -5.926725E-01
1.512675E+01        -5.904318E-01
1.511316E+01        -5.881918E-01
1.509959E+01        -5.859709E-01
1.508602E+01        -5.837502E-01
1.507247E+01        -5.815397E-01
1.505893E+01        -5.793388E-01
1.504540E+01        -5.771475E-01
1.503189E+01        -5.749586E-01
1.501838E+01        -5.727767E-01
1.500489E+01        -5.706149E-01
1.499141E+01        -5.684550E-01
1.497795E+01        -5.663053E-01
1.496449E+01        -5.641547E-01
1.495105E+01        -5.620231E-01
1.493762E+01        -5.598935E-01
1.492420E+01        -5.577724E-01
1.491079E+01        -5.556610E-01
1.489740E+01        -5.535519E-01
1.488401E+01        -5.514588E-01
1.487064E+01        -5.493691E-01
1.485729E+01        -5.472895E-01
1.484394E+01        -5.452181E-01
1.483060E+01        -5.431474E-01
1.481728E+01        -5.410958E-01
1.480397E+01        -5.390461E-01
1.479067E+01        -5.370050E-01
1.477739E+01        -5.349751E-01
1.476411E+01        -5.329445E-01
1.475085E+01        -5.309241E-01
1.473760E+01        -5.289133E-01
1.472436E+01        -5.269122E-01
1.471113E+01        -5.249209E-01
1.469792E+01        -5.229319E-01
1.468471E+01        -5.209500E-01
1.467152E+01        -5.189793E-01
1.465834E+01        -5.170094E-01
1.464517E+01        -5.150482E-01
1.463202E+01        -5.130982E-01
1.461887E+01        -5.111564E-01
1.460574E+01        -5.092258E-01
1.459262E+01        -5.072961E-01
1.457951E+01        -5.053750E-01
1.456641E+01        -5.034547E-01
1.455333E+01        -5.015534E-01
1.454026E+01        -4.996541E-01
1.452719E+01        -4.977620E-01
1.451414E+01        -4.958722E-01
1.450111E+01        -4.939924E-01
1.448808E+01        -4.921210E-01
1.447506E+01        -4.902593E-01
1.446206E+01        -4.884000E-01
1.444907E+01        -4.865492E-01
1.443609E+01        -4.847083E-01
1.442312E+01        -4.828771E-01
1.441017E+01        -4.810482E-01
1.439722E+01        -4.792176E-01
1.438429E+01        -4.774060E-01
1.437137E+01        -4.755964E-01
1.435846E+01        -4.737955E-01
1.434556E+01        -4.720043E-01
1.433267E+01        -4.702140E-01
1.431980E+01        -4.684338E-01
1.430693E+01        -4.666531E-01
1.429408E+01        -4.648913E-01
1.428124E+01        -4.631227E-01
1.426841E+01        -4.613704E-01
1.425559E+01        -4.596203E-01
1.424279E+01        -4.578801E-01
1.422999E+01        -4.561484E-01
1.421721E+01        -4.544190E-01
1.420444E+01        -4.526982E-01
1.419168E+01        -4.509784E-01
1.417893E+01        -4.492761E-01
1.416619E+01        -4.475759E-01
1.415347E+01        -4.458768E-01
1.414075E+01        -4.441851E-01
1.412805E+01        -4.425044E-01
1.411536E+01        -4.408248E-01
1.410268E+01        -4.391538E-01
1.409001E+01        -4.374926E-01
1.407735E+01        -4.358325E-01
1.406470E+01        -4.341809E-01
1.405207E+01        -4.325405E-01
1.403945E+01        -4.309011E-01
1.402684E+01        -4.292615E-01
1.401423E+01        -4.276381E-01
1.400165E+01        -4.260195E-01
1.398907E+01        -4.244082E-01
1.397650E+01        -4.227979E-01
1.396395E+01        -4.211976E-01
1.395140E+01        -4.195970E-01
1.393887E+01        -4.180063E-01
1.392635E+01        -4.164255E-01
1.391384E+01        -4.148457E-01
1.390134E+01        -4.132746E-01
1.388885E+01        -4.117044E-01
1.387637E+01        -4.101430E-01
1.386391E+01        -4.085926E-01
1.385145E+01        -4.070421E-01
1.383901E+01        -4.055014E-01
1.382658E+01        -4.039618E-01
1.381416E+01        -4.024308E-01
1.380175E+01        -4.009009E-01
1.378935E+01        -3.993885E-01
1.377696E+01        -3.978695E-01
1.376459E+01        -3.963680E-01
1.375222E+01        -3.948587E-01
1.373987E+01        -3.933670E-01
1.372753E+01        -3.918775E-01
1.371519E+01        -3.903866E-01
1.370287E+01        -3.889056E-01
1.369056E+01        -3.874345E-01
1.367827E+01        -3.859657E-01
1.366598E+01        -3.845043E-01
1.365370E+01        -3.830441E-01
1.364144E+01        -3.815936E-01
1.362918E+01        -3.801431E-01
1.361694E+01        -3.787024E-01
1.360471E+01        -3.772717E-01
1.359249E+01        -3.758420E-01
1.358028E+01        -3.744121E-01
1.356808E+01        -3.729998E-01
1.355589E+01        -3.715810E-01
1.354371E+01        -3.701696E-01
1.353154E+01        -3.687682E-01
1.351939E+01        -3.673689E-01
1.350724E+01        -3.659773E-01
1.349511E+01        -3.645878E-01
1.348299E+01        -3.632071E-01
1.347087E+01        -3.618263E-01
1.345877E+01        -3.604554E-01
1.344668E+01        -3.590943E-01
1.343460E+01        -3.577344E-01
1.342254E+01        -3.563755E-01
1.341048E+01        -3.550241E-01
1.339843E+01        -3.536739E-01
1.338639E+01        -3.523324E-01
1.337437E+01        -3.510019E-01
1.336236E+01        -3.496725E-01
1.335035E+01        -3.483419E-01
1.333836E+01        -3.470212E-01
1.332638E+01        -3.457103E-01
1.331441E+01        -3.444006E-01
1.330244E+01        -3.430897E-01
1.329050E+01        -3.417896E-01
1.327856E+01        -3.404897E-01
1.326663E+01        -3.391984E-01
1.325471E+01        -3.379170E-01
1.324280E+01        -3.366368E-01
1.323091E+01        -3.353576E-01
1.321902E+01        -3.340861E-01
1.320715E+01        -3.328167E-01
1.319528E+01        -3.315550E-01
1.318343E+01        -3.302955E-01
1.317159E+01        -3.290447E-01
1.315975E+01        -3.277940E-01
1.314793E+01        -3.265530E-01
1.313612E+01        -3.253133E-01
1.312432E+01        -3.240822E-01
1.311253E+01        -3.228523E-01
1.310075E+01        -3.216311E-01
1.308898E+01        -3.204111E-01
1.307723E+01        -3.191920E-01
1.306548E+01        -3.179806E-01
1.305374E+01        -3.167792E-01
1.304201E+01        -3.155790E-01
1.303030E+01        -3.143797E-01
1.301859E+01        -3.131881E-01
1.300690E+01        -3.119987E-01
1.299521E+01        -3.108170E-01
1.298354E+01        -3.096375E-01
1.297188E+01        -3.084579E-01
1.296022E+01        -3.072861E-01
1.294858E+01        -3.061252E-01
1.293695E+01        -3.049655E-01
1.292533E+01        -3.038057E-01
1.291372E+01        -3.026547E-01
1.290212E+01        -3.015049E-01
1.289053E+01        -3.003638E-01
1.287895E+01        -2.992238E-01
1.286738E+01        -2.980839E-01
1.285582E+01        -2.969526E-01
1.284427E+01        -2.958314E-01
1.283273E+01        -2.947113E-01
1.282120E+01        -2.935912E-01
1.280969E+01        -2.924720E-01
1.279818E+01        -2.913693E-01
1.278668E+01        -2.902604E-01
1.277520E+01        -2.891599E-01
1.276372E+01        -2.880596E-01
1.275225E+01        -2.869681E-01
1.274080E+01        -2.858787E-01
1.272935E+01        -2.847971E-01
1.271792E+01        -2.837177E-01
1.270649E+01        -2.826373E-01
1.269508E+01        -2.815665E-01
1.268367E+01        -2.804961E-01
1.267228E+01        -2.794353E-01
1.266090E+01        -2.783757E-01
1.264952E+01        -2.773152E-01
1.263816E+01        -2.762644E-01
1.262681E+01        -2.752148E-01
1.261546E+01        -2.741729E-01
1.260413E+01        -2.731333E-01
1.259281E+01        -2.720936E-01
1.258150E+01        -2.710626E-01
1.257019E+01        -2.700320E-01
1.255890E+01        -2.690110E-01
1.254762E+01        -2.679913E-01
1.253635E+01        -2.669716E-01
1.252509E+01        -2.659605E-01
1.251384E+01        -2.649507E-01
1.250259E+01        -2.639401E-01
1.249136E+01        -2.629390E-01
1.248014E+01        -2.619392E-01
1.246893E+01        -2.609481E-01
1.245773E+01        -2.599583E-01
1.244654E+01        -2.589685E-01
1.243536E+01        -2.579874E-01
1.242419E+01        -2.570075E-01
1.241303E+01        -2.560364E-01
1.240188E+01        -2.550666E-01
1.239073E+01        -2.540959E-01
1.237960E+01        -2.531260E-01
1.236848E+01        -2.521649E-01
1.235737E+01        -2.512138E-01
1.234627E+01        -2.502552E-01
1.233518E+01        -2.493041E-01
1.232410E+01        -2.483630E-01
1.231303E+01        -2.474144E-01
1.230197E+01        -2.464820E-01
1.229092E+01        -2.455435E-01
1.227988E+01        -2.446124E-01
1.226884E+01        -2.436817E-01
1.225782E+01        -2.427606E-01
1.224681E+01        -2.418408E-01
1.223581E+01        -2.409210E-01
1.222482E+01        -2.400013E-01
1.221384E+01        -2.390902E-01
1.220286E+01        -2.381796E-01
1.219190E+01        -2.372785E-01
1.218095E+01        -2.363788E-01
