# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           dP_int/dT (e^2+e^3) [MeV^3] p^(2)   p^(3)
1.000665E-02        -5.074525E-29        +2.951979E-38
9.997657E-03        -4.839889E-29        +2.755847E-38
9.988676E-03        -4.616008E-29        +2.572720E-38
9.979703E-03        -4.402208E-29        +2.401542E-38
9.970738E-03        -4.198249E-29        +2.241690E-38
9.961781E-03        -4.003472E-29        +2.092287E-38
9.952833E-03        -3.817673E-29        +1.952741E-38
9.943892E-03        -3.640320E-29        +1.822338E-38
9.934959E-03        -3.471033E-29        +1.700586E-38
9.926034E-03        -3.309430E-29        +1.586884E-38
9.917118E-03        -3.155311E-29        +1.480662E-38
9.908209E-03        -3.008242E-29        +1.381487E-38
9.899308E-03        -2.867856E-29        +1.288872E-38
9.890415E-03        -2.733939E-29        +1.202333E-38
9.881531E-03        -2.606127E-29        +1.121570E-38
9.872654E-03        -2.484261E-29        +1.046173E-38
9.863785E-03        -2.367895E-29        +9.758216E-39
9.854924E-03        -2.256990E-29        +9.101092E-39
9.846072E-03        -2.151096E-29        +8.487712E-39
9.837227E-03        -2.050159E-29        +7.915147E-39
9.828390E-03        -1.953814E-29        +7.380776E-39
9.819561E-03        -1.861953E-29        +6.882024E-39
9.810740E-03        -1.774369E-29        +6.416598E-39
9.801927E-03        -1.690777E-29        +5.982299E-39
9.793121E-03        -1.611069E-29        +5.576913E-39
9.784324E-03        -1.535139E-29        +5.198733E-39
9.775535E-03        -1.462609E-29        +4.845919E-39
9.766753E-03        -1.393464E-29        +4.516742E-39
9.757979E-03        -1.327596E-29        +4.209659E-39
9.749214E-03        -1.264736E-29        +3.923294E-39
9.740456E-03        -1.204846E-29        +3.656104E-39
9.731706E-03        -1.147664E-29        +3.406915E-39
9.722964E-03        -1.093251E-29        +3.174450E-39
9.714229E-03        -1.041246E-29        +2.957677E-39
9.705503E-03        -9.917857E-30        +2.755553E-39
9.696784E-03        -9.445950E-30        +2.567046E-39
9.688074E-03        -8.996131E-30        +2.391376E-39
9.679371E-03        -8.567382E-30        +2.227450E-39
9.670675E-03        -8.158632E-30        +2.074731E-39
9.661988E-03        -7.769158E-30        +1.932294E-39
9.653309E-03        -7.397928E-30        +1.799596E-39
9.644637E-03        -7.044100E-30        +1.675846E-39
9.635973E-03        -6.706927E-30        +1.560545E-39
9.627317E-03        -6.385690E-30        +1.453015E-39
9.618668E-03        -6.079479E-30        +1.352838E-39
9.610028E-03        -5.787755E-30        +1.259535E-39
9.601395E-03        -5.509759E-30        +1.172584E-39
9.592770E-03        -5.244923E-30        +1.091513E-39
9.584153E-03        -4.992639E-30        +1.016010E-39
9.575543E-03        -4.752202E-30        +9.456474E-40
9.566941E-03        -4.523220E-30        +8.801196E-40
9.558347E-03        -4.305012E-30        +8.190798E-40
9.549761E-03        -4.097180E-30        +7.622208E-40
9.541182E-03        -3.899277E-30        +7.092655E-40
9.532611E-03        -3.710664E-30        +6.599436E-40
9.524048E-03        -3.531112E-30        +6.140147E-40
9.515492E-03        -3.360029E-30        +5.712368E-40
9.506944E-03        -3.197207E-30        +5.314138E-40
9.498404E-03        -3.042068E-30        +4.943290E-40
9.489871E-03        -2.894294E-30        +4.598070E-40
9.481346E-03        -2.753602E-30        +4.276649E-40
9.472829E-03        -2.619685E-30        +3.977510E-40
9.464320E-03        -2.492150E-30        +3.698982E-40
9.455818E-03        -2.370689E-30        +3.439733E-40
9.447323E-03        -2.255090E-30        +3.198468E-40
9.438837E-03        -2.145001E-30        +2.973949E-40
9.430358E-03        -2.040273E-30        +2.764944E-40
9.421886E-03        -1.940523E-30        +2.570535E-40
9.413422E-03        -1.845562E-30        +2.389575E-40
9.404966E-03        -1.755183E-30        +2.221247E-40
9.396517E-03        -1.669090E-30        +2.064563E-40
9.388076E-03        -1.587186E-30        +1.918911E-40
9.379643E-03        -1.509270E-30        +1.783327E-40
9.371217E-03        -1.435127E-30        +1.657282E-40
9.362799E-03        -1.364487E-30        +1.540083E-40
9.354388E-03        -1.297327E-30        +1.430953E-40
9.345985E-03        -1.233449E-30        +1.329577E-40
9.337589E-03        -1.172573E-30        +1.235257E-40
9.329201E-03        -1.114771E-30        +1.147512E-40
9.320820E-03        -1.059665E-30        +1.065935E-40
9.312447E-03        -1.007256E-30        +9.901636E-41
9.304082E-03        -9.574448E-31        +9.196821E-41
9.295724E-03        -9.100327E-31        +8.541592E-41
9.287373E-03        -8.649205E-31        +7.932406E-41
9.279030E-03        -8.220136E-31        +7.366319E-41
9.270695E-03        -7.812102E-31        +6.840157E-41
9.262367E-03        -7.423883E-31        +6.351077E-41
9.254046E-03        -7.054669E-31        +5.896588E-41
9.245733E-03        -6.703519E-31        +5.474266E-41
9.237428E-03        -6.369624E-31        +5.081913E-41
9.229130E-03        -6.052049E-31        +4.717383E-41
9.220839E-03        -5.750007E-31        +4.378609E-41
9.212556E-03        -5.462832E-31        +4.063933E-41
9.204280E-03        -5.189784E-31        +3.771623E-41
9.196011E-03        -4.930086E-31        +3.500091E-41
9.187751E-03        -4.683277E-31        +3.247914E-41
9.179497E-03        -4.448497E-31        +3.013692E-41
9.171251E-03        -4.225389E-31        +2.796114E-41
9.163012E-03        -4.013320E-31        +2.594139E-41
9.154781E-03        -3.811644E-31        +2.406598E-41
9.146557E-03        -3.620008E-31        +2.232390E-41
9.138341E-03        -3.437770E-31        +2.070722E-41
9.130132E-03        -3.264672E-31        +1.920588E-41
9.121930E-03        -3.100045E-31        +1.781197E-41
9.113735E-03        -2.943590E-31        +1.651851E-41
9.105548E-03        -2.795004E-31        +1.531858E-41
9.097369E-03        -2.653715E-31        +1.420430E-41
9.089196E-03        -2.519473E-31        +1.316956E-41
9.081031E-03        -2.391922E-31        +1.221040E-41
9.072874E-03        -2.270751E-31        +1.131995E-41
9.064724E-03        -2.155560E-31        +1.049322E-41
9.056581E-03        -2.046143E-31        +9.726695E-42
9.048445E-03        -1.942201E-31        +9.015378E-42
9.040316E-03        -1.843434E-31        +8.355564E-42
9.032195E-03        -1.749568E-31        +7.743474E-42
9.024082E-03        -1.660488E-31        +7.175803E-42
9.015975E-03        -1.575874E-31        +6.649232E-42
9.007876E-03        -1.495459E-31        +6.160917E-42
8.999784E-03        -1.419121E-31        +5.708094E-42
8.991699E-03        -1.346573E-31        +5.288104E-42
8.983622E-03        -1.277717E-31        +4.898781E-42
8.975552E-03        -1.212338E-31        +4.537712E-42
8.967489E-03        -1.150156E-31        +4.202998E-42
8.959433E-03        -1.091159E-31        +3.892742E-42
8.951385E-03        -1.035159E-31        +3.605110E-42
8.943344E-03        -9.820220E-32        +3.338550E-42
8.935310E-03        -9.315363E-32        +3.091399E-42
8.927283E-03        -8.836008E-32        +2.862437E-42
8.919264E-03        -8.381008E-32        +2.650214E-42
8.911251E-03        -7.948965E-32        +2.453490E-42
8.903246E-03        -7.538895E-32        +2.271303E-42
8.895248E-03        -7.149725E-32        +2.102450E-42
8.887257E-03        -6.780199E-32        +1.946031E-42
8.879274E-03        -6.429625E-32        +1.801158E-42
8.871298E-03        -6.096793E-32        +1.666847E-42
8.863328E-03        -5.780946E-32        +1.542548E-42
8.855366E-03        -5.481183E-32        +1.427328E-42
8.847411E-03        -5.196753E-32        +1.320665E-42
8.839464E-03        -4.926817E-32        +1.221964E-42
8.831523E-03        -4.670774E-32        +1.130509E-42
8.823589E-03        -4.427700E-32        +1.045734E-42
8.815663E-03        -4.197198E-32        +9.673656E-43
8.807744E-03        -3.978457E-32        +8.947686E-43
8.799832E-03        -3.770965E-32        +8.275546E-43
8.791927E-03        -3.574042E-32        +7.653438E-43
8.784029E-03        -3.387282E-32        +7.077592E-43
8.776138E-03        -3.210180E-32        +6.544618E-43
8.768254E-03        -3.042149E-32        +6.051251E-43
8.760377E-03        -2.882790E-32        +5.594699E-43
8.752508E-03        -2.731709E-32        +5.172323E-43
8.744645E-03        -2.588300E-32        +4.781436E-43
8.736790E-03        -2.452461E-32        +4.419846E-43
8.728942E-03        -2.323513E-32        +4.085311E-43
8.721100E-03        -2.201314E-32        +3.775719E-43
8.713266E-03        -2.085411E-32        +3.489437E-43
8.705439E-03        -1.975493E-32        +3.224560E-43
8.697618E-03        -1.871334E-32        +2.979636E-43
8.689805E-03        -1.772569E-32        +2.753064E-43
8.681999E-03        -1.678889E-32        +2.543597E-43
8.674200E-03        -1.590096E-32        +2.349856E-43
8.666408E-03        -1.505982E-32        +2.170741E-43
8.658622E-03        -1.426239E-32        +2.005140E-43
8.650844E-03        -1.350598E-32        +1.852087E-43
8.643073E-03        -1.278945E-32        +1.710488E-43
8.635309E-03        -1.211072E-32        +1.579636E-43
8.627552E-03        -1.146692E-32        +1.458731E-43
8.619801E-03        -1.085691E-32        +1.346966E-43
8.612058E-03        -1.027888E-32        +1.243677E-43
8.604322E-03        -9.731154E-33        +1.148242E-43
8.596592E-03        -9.212162E-33        +1.059972E-43
8.588870E-03        -8.720540E-33        +9.785035E-44
8.581154E-03        -8.254676E-33        +9.032052E-44
8.573446E-03        -7.813389E-33        +8.336403E-44
8.565744E-03        -7.395271E-33        +7.693799E-44
8.558049E-03        -6.999187E-33        +7.100166E-44
8.550361E-03        -6.624031E-33        +6.551828E-44
8.542681E-03        -6.268666E-33        +6.045548E-44
8.535007E-03        -5.932093E-33        +5.577920E-44
8.527339E-03        -5.613319E-33        +5.146062E-44
8.519679E-03        -5.311434E-33        +4.747307E-44
8.512026E-03        -5.025506E-33        +4.379108E-44
8.504379E-03        -4.754789E-33        +4.039135E-44
8.496740E-03        -4.498459E-33        +3.725381E-44
8.489107E-03        -4.255662E-33        +3.435765E-44
8.481481E-03        -4.025818E-33        +3.168353E-44
8.473862E-03        -3.808147E-33        +2.921551E-44
8.466250E-03        -3.602135E-33        +2.693851E-44
8.458644E-03        -3.407063E-33        +2.483646E-44
8.451046E-03        -3.222394E-33        +2.289689E-44
8.443454E-03        -3.047662E-33        +2.110655E-44
8.435869E-03        -2.882202E-33        +1.945637E-44
8.428291E-03        -2.725527E-33        +1.793273E-44
8.420720E-03        -2.577324E-33        +1.652749E-44
8.413155E-03        -2.437074E-33        +1.523068E-44
8.405598E-03        -2.304321E-33        +1.403549E-44
8.398047E-03        -2.178640E-33        +1.293274E-44
8.390503E-03        -2.059826E-33        +1.191564E-44
8.382965E-03        -1.947288E-33        +1.097802E-44
8.375435E-03        -1.840848E-33        +1.011323E-44
8.367911E-03        -1.740173E-33        +9.316003E-45
8.360394E-03        -1.644889E-33        +8.580912E-45
8.352884E-03        -1.554783E-33        +7.903263E-45
8.345380E-03        -1.469461E-33        +7.278503E-45
8.337884E-03        -1.388829E-33        +6.702795E-45
8.330393E-03        -1.312472E-33        +6.171956E-45
8.322910E-03        -1.240316E-33        +5.682898E-45
8.315434E-03        -1.172137E-33        +5.232174E-45
8.307964E-03        -1.107546E-33        +4.816835E-45
8.300500E-03        -1.046442E-33        +4.434102E-45
8.293044E-03        -9.887324E-34        +4.081495E-45
8.285594E-03        -9.341289E-34        +3.756620E-45
8.278151E-03        -8.825067E-34        +3.457343E-45
8.270715E-03        -8.336884E-34        +3.181755E-45
8.263285E-03        -7.875360E-34        +2.927845E-45
8.255862E-03        -7.438976E-34        +2.694044E-45
8.248446E-03        -7.026437E-34        +2.478672E-45
8.241036E-03        -6.636477E-34        +2.280392E-45
8.233633E-03        -6.267775E-34        +2.097755E-45
8.226236E-03        -5.919275E-34        +1.929631E-45
8.218847E-03        -5.589971E-34        +1.774876E-45
8.211464E-03        -5.278676E-34        +1.632441E-45
8.204087E-03        -4.984403E-34        +1.501247E-45
8.196717E-03        -4.706296E-34        +1.380506E-45
8.189354E-03        -4.443550E-34        +1.269335E-45
8.181997E-03        -4.195234E-34        +1.167108E-45
8.174647E-03        -3.960590E-34        +1.073044E-45
8.167304E-03        -3.738909E-34        +9.864344E-46
8.159967E-03        -3.529381E-34        +9.067635E-46
8.152637E-03        -3.331516E-34        +8.334672E-46
8.145313E-03        -3.144507E-34        +7.660370E-46
8.137996E-03        -2.967878E-34        +7.040061E-46
8.130686E-03        -2.801117E-34        +6.469546E-46
8.123382E-03        -2.643514E-34        +5.944770E-46
8.116084E-03        -2.494582E-34        +5.462065E-46
8.108794E-03        -2.354043E-34        +5.018269E-46
8.101509E-03        -2.221251E-34        +4.610119E-46
8.094232E-03        -2.095862E-34        +4.234985E-46
8.086960E-03        -1.977423E-34        +3.889934E-46
8.079696E-03        -1.865591E-34        +3.572730E-46
8.072438E-03        -1.760021E-34        +3.281178E-46
8.065186E-03        -1.660237E-34        +3.013192E-46
8.057941E-03        -1.566137E-34        +2.766831E-46
8.050702E-03        -1.477308E-34        +2.540457E-46
8.043470E-03        -1.393379E-34        +2.332417E-46
8.036245E-03        -1.314226E-34        +2.141304E-46
8.029026E-03        -1.239373E-34        +1.965614E-46
8.021813E-03        -1.168882E-34        +1.804244E-46
8.014607E-03        -1.102200E-34        +1.656023E-46
8.007407E-03        -1.039389E-34        +1.519836E-46
8.000214E-03        -9.800293E-35        +1.394714E-46
7.993027E-03        -9.240420E-35        +1.279832E-46
7.985847E-03        -8.712001E-35        +1.174314E-46
7.978673E-03        -8.213447E-35        +1.077356E-46
7.971506E-03        -7.743039E-35        +9.883841E-47
7.964345E-03        -7.299123E-35        +9.066748E-47
7.957191E-03        -6.880353E-35        +8.316692E-47
7.950042E-03        -6.485142E-35        +7.627831E-47
7.942901E-03        -6.112526E-35        +6.995743E-47
7.935766E-03        -5.760835E-35        +6.415390E-47
7.928637E-03        -5.429157E-35        +5.882775E-47
7.921514E-03        -5.116306E-35        +5.393846E-47
7.914398E-03        -4.821315E-35        +4.945270E-47
7.907289E-03        -4.543007E-35        +4.533660E-47
7.900185E-03        -4.280586E-35        +4.155918E-47
7.893089E-03        -4.033083E-35        +3.809421E-47
7.885998E-03        -3.799688E-35        +3.491519E-47
7.878914E-03        -3.579665E-35        +3.199835E-47
7.871836E-03        -3.372103E-35        +2.932327E-47
7.864765E-03        -3.176514E-35        +2.687031E-47
7.857700E-03        -2.992082E-35        +2.461946E-47
7.850641E-03        -2.818209E-35        +2.255653E-47
7.843589E-03        -2.654318E-35        +2.066406E-47
7.836543E-03        -2.499791E-35        +1.892885E-47
7.829503E-03        -2.354131E-35        +1.733881E-47
7.822470E-03        -2.216857E-35        +1.588036E-47
7.815443E-03        -2.087454E-35        +1.454330E-47
7.808422E-03        -1.965524E-35        +1.331770E-47
7.801407E-03        -1.850662E-35        +1.219463E-47
7.794399E-03        -1.742391E-35        +1.116614E-47
7.787397E-03        -1.640303E-35        +1.022235E-47
7.780402E-03        -1.544199E-35        +9.358610E-48
7.773413E-03        -1.453579E-35        +8.566739E-48
7.766430E-03        -1.368240E-35        +7.841324E-48
7.759453E-03        -1.287876E-35        +7.176624E-48
7.752483E-03        -1.212109E-35        +6.567838E-48
7.745518E-03        -1.140719E-35        +6.010127E-48
7.738560E-03        -1.073520E-35        +5.499460E-48
7.731609E-03        -1.010220E-35        +5.031757E-48
7.724663E-03        -9.506518E-36        +4.603398E-48
