# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           dP_int/dT (e^2+e^3) [MeV^3] p^(2)   p^(3)
2.960294E+00        -1.620442E-01        +1.466029E-02
2.957635E+00        -1.616016E-01        +1.462059E-02
2.954978E+00        -1.611618E-01        +1.458130E-02
2.952323E+00        -1.607290E-01        +1.454159E-02
2.949671E+00        -1.602922E-01        +1.450230E-02
2.947021E+00        -1.598523E-01        +1.446330E-02
2.944374E+00        -1.594197E-01        +1.442431E-02
2.941729E+00        -1.589828E-01        +1.438531E-02
2.939086E+00        -1.585501E-01        +1.434631E-02
2.936446E+00        -1.581203E-01        +1.430803E-02
2.933808E+00        -1.576905E-01        +1.426932E-02
2.931173E+00        -1.572608E-01        +1.423033E-02
2.928540E+00        -1.568310E-01        +1.419205E-02
2.925909E+00        -1.564012E-01        +1.415405E-02
2.923281E+00        -1.559786E-01        +1.411606E-02
2.920655E+00        -1.555517E-01        +1.407806E-02
2.918031E+00        -1.551289E-01        +1.404006E-02
2.915410E+00        -1.547092E-01        +1.400207E-02
2.912791E+00        -1.542894E-01        +1.396407E-02
2.910174E+00        -1.538695E-01        +1.392607E-02
2.907560E+00        -1.534498E-01        +1.388879E-02
2.904948E+00        -1.530300E-01        +1.385108E-02
2.902338E+00        -1.526101E-01        +1.381379E-02
2.899731E+00        -1.521974E-01        +1.377679E-02
2.897126E+00        -1.517805E-01        +1.373980E-02
2.894524E+00        -1.513679E-01        +1.370281E-02
2.891923E+00        -1.509580E-01        +1.366580E-02
2.889326E+00        -1.505483E-01        +1.362881E-02
2.886730E+00        -1.501385E-01        +1.359181E-02
2.884137E+00        -1.497287E-01        +1.355482E-02
2.881546E+00        -1.493189E-01        +1.351853E-02
2.878957E+00        -1.489090E-01        +1.348182E-02
2.876371E+00        -1.485063E-01        +1.344553E-02
2.873787E+00        -1.480995E-01        +1.340953E-02
2.871206E+00        -1.476968E-01        +1.337284E-02
2.868627E+00        -1.472971E-01        +1.333655E-02
2.866050E+00        -1.468973E-01        +1.330126E-02
2.863475E+00        -1.464974E-01        +1.326555E-02
2.860903E+00        -1.460977E-01        +1.322956E-02
2.858333E+00        -1.456979E-01        +1.319356E-02
2.855765E+00        -1.452980E-01        +1.315756E-02
2.853200E+00        -1.449053E-01        +1.312228E-02
2.850637E+00        -1.445085E-01        +1.308728E-02
2.848076E+00        -1.441157E-01        +1.305158E-02
2.845517E+00        -1.437258E-01        +1.301628E-02
2.842961E+00        -1.433361E-01        +1.298129E-02
2.840407E+00        -1.429463E-01        +1.294629E-02
2.837856E+00        -1.425566E-01        +1.291130E-02
2.835306E+00        -1.421666E-01        +1.287629E-02
2.832759E+00        -1.417768E-01        +1.284200E-02
2.830215E+00        -1.413872E-01        +1.280731E-02
2.827672E+00        -1.410043E-01        +1.277231E-02
2.825132E+00        -1.406175E-01        +1.273802E-02
2.822594E+00        -1.402347E-01        +1.270402E-02
2.820059E+00        -1.398550E-01        +1.266932E-02
2.817525E+00        -1.394751E-01        +1.263502E-02
2.814994E+00        -1.390953E-01        +1.260103E-02
2.812466E+00        -1.387156E-01        +1.256704E-02
2.809939E+00        -1.383357E-01        +1.253304E-02
2.807415E+00        -1.379560E-01        +1.249904E-02
2.804893E+00        -1.375832E-01        +1.246575E-02
2.802373E+00        -1.372063E-01        +1.243204E-02
2.799856E+00        -1.368336E-01        +1.239876E-02
2.797341E+00        -1.364638E-01        +1.236506E-02
2.794828E+00        -1.360870E-01        +1.233177E-02
2.792317E+00        -1.357212E-01        +1.229806E-02
2.789809E+00        -1.353474E-01        +1.226477E-02
2.787303E+00        -1.349817E-01        +1.223178E-02
2.784799E+00        -1.346148E-01        +1.219878E-02
2.782297E+00        -1.342450E-01        +1.216578E-02
2.779798E+00        -1.338822E-01        +1.213279E-02
2.777301E+00        -1.335154E-01        +1.210049E-02
2.774806E+00        -1.331526E-01        +1.206779E-02
2.772313E+00        -1.327858E-01        +1.203479E-02
2.769823E+00        -1.324230E-01        +1.200250E-02
2.767334E+00        -1.320631E-01        +1.197050E-02
2.764848E+00        -1.317033E-01        +1.193779E-02
2.762365E+00        -1.313436E-01        +1.190551E-02
2.759883E+00        -1.309837E-01        +1.187351E-02
2.757404E+00        -1.306310E-01        +1.184151E-02
2.754927E+00        -1.302741E-01        +1.180952E-02
2.752452E+00        -1.299213E-01        +1.177752E-02
2.749980E+00        -1.295646E-01        +1.174553E-02
2.747509E+00        -1.292117E-01        +1.171423E-02
2.745041E+00        -1.288619E-01        +1.168253E-02
2.742575E+00        -1.285121E-01        +1.165123E-02
2.740112E+00        -1.281554E-01        +1.161954E-02
2.737650E+00        -1.278095E-01        +1.158824E-02
2.735191E+00        -1.274627E-01        +1.155725E-02
2.732734E+00        -1.271129E-01        +1.152555E-02
2.730279E+00        -1.267631E-01        +1.149425E-02
2.727826E+00        -1.264203E-01        +1.146325E-02
2.725376E+00        -1.260735E-01        +1.143226E-02
2.722928E+00        -1.257308E-01        +1.140127E-02
2.720481E+00        -1.253908E-01        +1.137096E-02
2.718038E+00        -1.250441E-01        +1.134027E-02
2.715596E+00        -1.247013E-01        +1.130927E-02
2.713157E+00        -1.243615E-01        +1.127898E-02
2.710719E+00        -1.240286E-01        +1.124897E-02
2.708284E+00        -1.236918E-01        +1.121828E-02
2.705851E+00        -1.233520E-01        +1.118798E-02
2.703421E+00        -1.230123E-01        +1.115799E-02
2.700992E+00        -1.226794E-01        +1.112799E-02
2.698566E+00        -1.223426E-01        +1.109800E-02
2.696142E+00        -1.220098E-01        +1.106800E-02
2.693720E+00        -1.216800E-01        +1.103800E-02
2.691300E+00        -1.213432E-01        +1.100800E-02
2.688882E+00        -1.210173E-01        +1.097800E-02
2.686467E+00        -1.206906E-01        +1.094871E-02
2.684053E+00        -1.203537E-01        +1.091901E-02
2.681642E+00        -1.200279E-01        +1.088971E-02
2.679233E+00        -1.197011E-01        +1.086001E-02
2.676826E+00        -1.193712E-01        +1.083071E-02
2.674422E+00        -1.190485E-01        +1.080172E-02
2.672019E+00        -1.187216E-01        +1.077272E-02
2.669619E+00        -1.183988E-01        +1.074373E-02
2.667221E+00        -1.180790E-01        +1.071473E-02
2.664825E+00        -1.177522E-01        +1.068573E-02
2.662431E+00        -1.174294E-01        +1.065674E-02
2.660039E+00        -1.171095E-01        +1.062773E-02
2.657650E+00        -1.167898E-01        +1.059874E-02
2.655262E+00        -1.164699E-01        +1.057044E-02
2.652877E+00        -1.161571E-01        +1.054175E-02
2.650494E+00        -1.158403E-01        +1.051345E-02
2.648113E+00        -1.155205E-01        +1.048475E-02
2.645734E+00        -1.152076E-01        +1.045645E-02
2.643357E+00        -1.148978E-01        +1.042845E-02
2.640983E+00        -1.145811E-01        +1.040046E-02
2.638610E+00        -1.142681E-01        +1.037246E-02
2.636240E+00        -1.139584E-01        +1.034446E-02
2.633872E+00        -1.136486E-01        +1.031647E-02
2.631506E+00        -1.133388E-01        +1.028847E-02
2.629142E+00        -1.130289E-01        +1.026047E-02
2.626780E+00        -1.127191E-01        +1.023317E-02
2.624420E+00        -1.124092E-01        +1.020547E-02
2.622063E+00        -1.120995E-01        +1.017748E-02
2.619707E+00        -1.117966E-01        +1.015018E-02
2.617354E+00        -1.114898E-01        +1.012318E-02
2.615003E+00        -1.111870E-01        +1.009549E-02
2.612654E+00        -1.108872E-01        +1.006819E-02
2.610307E+00        -1.105804E-01        +1.004119E-02
2.607962E+00        -1.102775E-01        +1.001420E-02
2.605619E+00        -1.099777E-01        +9.987056E-03
2.603279E+00        -1.096780E-01        +9.960006E-03
2.600940E+00        -1.093781E-01        +9.933143E-03
2.598603E+00        -1.090782E-01        +9.906270E-03
2.596269E+00        -1.087784E-01        +9.879516E-03
2.593937E+00        -1.084856E-01        +9.852891E-03
2.591607E+00        -1.081888E-01        +9.826296E-03
2.589279E+00        -1.078960E-01        +9.799769E-03
2.586953E+00        -1.075992E-01        +9.773271E-03
2.584629E+00        -1.073063E-01        +9.746843E-03
2.582307E+00        -1.070165E-01        +9.720513E-03
2.579987E+00        -1.067197E-01        +9.694282E-03
2.577670E+00        -1.064269E-01        +9.668092E-03
2.575354E+00        -1.061370E-01        +9.641959E-03
2.573040E+00        -1.058471E-01        +9.615925E-03
2.570729E+00        -1.055573E-01        +9.590002E-03
2.568420E+00        -1.052676E-01        +9.564108E-03
2.566112E+00        -1.049846E-01        +9.538272E-03
2.563807E+00        -1.046978E-01        +9.512476E-03
2.561504E+00        -1.044080E-01        +9.486819E-03
2.559203E+00        -1.041252E-01        +9.461222E-03
2.556904E+00        -1.038453E-01        +9.435624E-03
2.554607E+00        -1.035585E-01        +9.410165E-03
2.552312E+00        -1.032756E-01        +9.384765E-03
2.550020E+00        -1.029959E-01        +9.359376E-03
2.547729E+00        -1.027161E-01        +9.334115E-03
2.545440E+00        -1.024362E-01        +9.308914E-03
2.543154E+00        -1.021564E-01        +9.283792E-03
2.540869E+00        -1.018766E-01        +9.258690E-03
2.538587E+00        -1.015968E-01        +9.233667E-03
2.536306E+00        -1.013169E-01        +9.208733E-03
2.534028E+00        -1.010441E-01        +9.183909E-03
2.531751E+00        -1.007672E-01        +9.159105E-03
2.529477E+00        -1.004874E-01        +9.134311E-03
2.527205E+00        -1.002146E-01        +9.109655E-03
2.524935E+00        -9.994477E-02        +9.085060E-03
2.522666E+00        -9.966999E-02        +9.060523E-03
2.520400E+00        -9.939665E-02        +9.036027E-03
2.518136E+00        -9.912483E-02        +9.011669E-03
2.515874E+00        -9.885440E-02        +8.987303E-03
2.513614E+00        -9.858458E-02        +8.963044E-03
2.511356E+00        -9.831475E-02        +8.938847E-03
2.509100E+00        -9.804631E-02        +8.914719E-03
2.506846E+00        -9.777847E-02        +8.890621E-03
2.504594E+00        -9.751133E-02        +8.866592E-03
2.502344E+00        -9.724449E-02        +8.842662E-03
2.500096E+00        -9.697903E-02        +8.818763E-03
2.497850E+00        -9.671419E-02        +8.794934E-03
2.495607E+00        -9.645015E-02        +8.771214E-03
2.493365E+00        -9.618631E-02        +8.747515E-03
2.491125E+00        -9.592315E-02        +8.723885E-03
2.488887E+00        -9.566098E-02        +8.700285E-03
2.486651E+00        -9.539983E-02        +8.676755E-03
2.484417E+00        -9.513897E-02        +8.653324E-03
2.482186E+00        -9.487961E-02        +8.630004E-03
2.479956E+00        -9.462007E-02        +8.606704E-03
2.477728E+00        -9.436159E-02        +8.583404E-03
2.475502E+00        -9.410374E-02        +8.560242E-03
2.473279E+00        -9.384669E-02        +8.537153E-03
2.471057E+00        -9.358983E-02        +8.514053E-03
2.468837E+00        -9.333436E-02        +8.491022E-03
2.466619E+00        -9.307950E-02        +8.468091E-03
2.464403E+00        -9.282465E-02        +8.445260E-03
2.462190E+00        -9.257060E-02        +8.422471E-03
2.459978E+00        -9.231812E-02        +8.399671E-03
2.457768E+00        -9.206558E-02        +8.376941E-03
2.455560E+00        -9.181411E-02        +8.354311E-03
2.453354E+00        -9.156326E-02        +8.331781E-03
2.451150E+00        -9.131311E-02        +8.309282E-03
2.448948E+00        -9.106326E-02        +8.286852E-03
2.446748E+00        -9.081411E-02        +8.264454E-03
2.444550E+00        -9.056596E-02        +8.242124E-03
2.442354E+00        -9.031812E-02        +8.219826E-03
2.440160E+00        -9.007098E-02        +8.197597E-03
2.437968E+00        -8.982484E-02        +8.175469E-03
2.435778E+00        -8.957970E-02        +8.153372E-03
2.433590E+00        -8.933487E-02        +8.131344E-03
2.431404E+00        -8.909074E-02        +8.109416E-03
2.429220E+00        -8.884692E-02        +8.087520E-03
2.427038E+00        -8.860380E-02        +8.065624E-03
2.424858E+00        -8.836168E-02        +8.043867E-03
2.422679E+00        -8.811976E-02        +8.022162E-03
2.420503E+00        -8.787865E-02        +8.000467E-03
2.418329E+00        -8.763855E-02        +7.978842E-03
2.416156E+00        -8.739934E-02        +7.957307E-03
2.413986E+00        -8.716055E-02        +7.935814E-03
2.411817E+00        -8.692166E-02        +7.914380E-03
2.409651E+00        -8.668426E-02        +7.892988E-03
2.407486E+00        -8.644739E-02        +7.871655E-03
2.405323E+00        -8.621052E-02        +7.850354E-03
2.403162E+00        -8.597503E-02        +7.829123E-03
2.401004E+00        -8.573959E-02        +7.808001E-03
2.398847E+00        -8.550511E-02        +7.786902E-03
2.396692E+00        -8.527126E-02        +7.765872E-03
2.394539E+00        -8.503811E-02        +7.744874E-03
2.392388E+00        -8.480596E-02        +7.723945E-03
2.390239E+00        -8.457345E-02        +7.703117E-03
2.388092E+00        -8.434200E-02        +7.682321E-03
2.385946E+00        -8.411177E-02        +7.661516E-03
2.383803E+00        -8.388128E-02        +7.640790E-03
2.381662E+00        -8.365186E-02        +7.620165E-03
2.379522E+00        -8.342297E-02        +7.599562E-03
2.377384E+00        -8.319476E-02        +7.579028E-03
2.375249E+00        -8.296699E-02        +7.558537E-03
2.373115E+00        -8.274050E-02        +7.538105E-03
2.370983E+00        -8.251395E-02        +7.517773E-03
2.368853E+00        -8.228847E-02        +7.497474E-03
2.366725E+00        -8.206294E-02        +7.477245E-03
2.364599E+00        -8.183848E-02        +7.457047E-03
2.362475E+00        -8.161465E-02        +7.436851E-03
2.360353E+00        -8.139153E-02        +7.416724E-03
2.358233E+00        -8.116872E-02        +7.396698E-03
2.356114E+00        -8.094650E-02        +7.376694E-03
2.353998E+00        -8.072541E-02        +7.356770E-03
2.351883E+00        -8.050452E-02        +7.336937E-03
2.349770E+00        -8.028434E-02        +7.317068E-03
2.347659E+00        -8.006448E-02        +7.297305E-03
2.345551E+00        -7.984542E-02        +7.277616E-03
2.343443E+00        -7.962648E-02        +7.257909E-03
2.341338E+00        -7.940834E-02        +7.238281E-03
2.339235E+00        -7.919121E-02        +7.218754E-03
2.337134E+00        -7.897440E-02        +7.199259E-03
2.335034E+00        -7.875819E-02        +7.179825E-03
2.332937E+00        -7.854309E-02        +7.160432E-03
2.330841E+00        -7.832822E-02        +7.141032E-03
2.328747E+00        -7.811335E-02        +7.121769E-03
2.326655E+00        -7.789988E-02        +7.102502E-03
2.324565E+00        -7.768635E-02        +7.083273E-03
2.322477E+00        -7.747389E-02        +7.064145E-03
2.320391E+00        -7.726208E-02        +7.045050E-03
2.318306E+00        -7.705018E-02        +7.026015E-03
2.316224E+00        -7.683908E-02        +7.007022E-03
2.314143E+00        -7.662889E-02        +6.988089E-03
2.312064E+00        -7.641903E-02        +6.969190E-03
2.309987E+00        -7.620986E-02        +6.950360E-03
2.307912E+00        -7.600102E-02        +6.931631E-03
2.305839E+00        -7.579289E-02        +6.912866E-03
2.303767E+00        -7.558566E-02        +6.894199E-03
2.301698E+00        -7.537886E-02        +6.875537E-03
2.299630E+00        -7.517266E-02        +6.856973E-03
2.297564E+00        -7.496680E-02        +6.838473E-03
2.295500E+00        -7.476094E-02        +6.819974E-03
2.293438E+00        -7.455647E-02        +6.801545E-03
2.291378E+00        -7.435265E-02        +6.783149E-03
2.289320E+00        -7.414884E-02        +6.764822E-03
2.287263E+00        -7.394563E-02        +6.746520E-03
2.285208E+00        -7.374343E-02        +6.728287E-03
2.283156E+00        -7.354167E-02        +6.710096E-03
2.281105E+00        -7.333982E-02        +6.691966E-03
2.279056E+00        -7.313867E-02        +6.673869E-03
2.277008E+00        -7.293843E-02        +6.655833E-03
2.274963E+00        -7.273863E-02        +6.637839E-03
2.272919E+00        -7.253942E-02        +6.619906E-03
2.270877E+00        -7.234124E-02        +6.602006E-03
2.268837E+00        -7.214271E-02        +6.584175E-03
2.266799E+00        -7.194523E-02        +6.566378E-03
2.264763E+00        -7.174841E-02        +6.548651E-03
2.262728E+00        -7.155151E-02        +6.530948E-03
2.260696E+00        -7.135540E-02        +6.513255E-03
2.258665E+00        -7.116022E-02        +6.495624E-03
2.256636E+00        -7.096536E-02        +6.478093E-03
2.254609E+00        -7.077054E-02        +6.460597E-03
2.252583E+00        -7.057630E-02        +6.443161E-03
2.250560E+00        -7.038319E-02        +6.425767E-03
2.248538E+00        -7.019031E-02        +6.408366E-03
2.246518E+00        -6.999813E-02        +6.391035E-03
2.244500E+00        -6.980629E-02        +6.373738E-03
2.242484E+00        -6.961514E-02        +6.356510E-03
2.240469E+00        -6.942424E-02        +6.339307E-03
2.238457E+00        -6.923413E-02        +6.322182E-03
2.236446E+00        -6.904426E-02        +6.305082E-03
2.234437E+00        -6.885509E-02        +6.288052E-03
2.232430E+00        -6.866693E-02        +6.271056E-03
2.230424E+00        -6.847835E-02        +6.254121E-03
2.228421E+00        -6.829092E-02        +6.237228E-03
2.226419E+00        -6.810405E-02        +6.220328E-03
2.224419E+00        -6.791720E-02        +6.203498E-03
2.222421E+00        -6.773105E-02        +6.186769E-03
2.220424E+00        -6.754514E-02        +6.170066E-03
2.218430E+00        -6.736003E-02        +6.153373E-03
2.216437E+00        -6.717517E-02        +6.136741E-03
2.214446E+00        -6.699099E-02        +6.120144E-03
2.212456E+00        -6.680775E-02        +6.103607E-03
2.210469E+00        -6.662494E-02        +6.087113E-03
2.208483E+00        -6.644206E-02        +6.070612E-03
2.206499E+00        -6.625988E-02        +6.054181E-03
2.204517E+00        -6.607803E-02        +6.037851E-03
2.202537E+00        -6.589689E-02        +6.021556E-03
2.200558E+00        -6.571600E-02        +6.005254E-03
2.198581E+00        -6.553580E-02        +5.989022E-03
2.196606E+00        -6.535663E-02        +5.972823E-03
2.194633E+00        -6.517711E-02        +5.956695E-03
2.192662E+00        -6.499866E-02        +5.940600E-03
2.190692E+00        -6.482078E-02        +5.924499E-03
2.188724E+00        -6.464292E-02        +5.908468E-03
2.186758E+00        -6.446575E-02        +5.892539E-03
2.184793E+00        -6.428885E-02        +5.876568E-03
2.182831E+00        -6.411272E-02        +5.860710E-03
2.180870E+00        -6.393685E-02        +5.844843E-03
2.178911E+00        -6.376101E-02        +5.829013E-03
2.176953E+00        -6.358645E-02        +5.813277E-03
2.174998E+00        -6.341197E-02        +5.797583E-03
2.173044E+00        -6.323778E-02        +5.781883E-03
2.171092E+00        -6.306460E-02        +5.766253E-03
2.169142E+00        -6.289177E-02        +5.750657E-03
2.167193E+00        -6.271888E-02        +5.735123E-03
2.165246E+00        -6.254668E-02        +5.719623E-03
2.163301E+00        -6.237550E-02        +5.704125E-03
2.161358E+00        -6.220468E-02        +5.688697E-03
2.159416E+00        -6.203379E-02        +5.673295E-03
2.157476E+00        -6.186359E-02        +5.657963E-03
2.155538E+00        -6.169374E-02        +5.642666E-03
2.153602E+00        -6.152459E-02        +5.627437E-03
2.151667E+00        -6.135570E-02        +5.612236E-03
2.149734E+00        -6.118750E-02        +5.597036E-03
2.147803E+00        -6.101966E-02        +5.581907E-03
2.145874E+00        -6.085251E-02        +5.566811E-03
2.143946E+00        -6.068562E-02        +5.551778E-03
2.142020E+00        -6.051876E-02        +5.536779E-03
2.140096E+00        -6.035259E-02        +5.521782E-03
2.138174E+00        -6.018677E-02        +5.506855E-03
2.136253E+00        -6.002156E-02        +5.491954E-03
2.134334E+00        -5.985738E-02        +5.477123E-03
2.132417E+00        -5.969288E-02        +5.462327E-03
2.130501E+00        -5.952932E-02        +5.447525E-03
2.128587E+00        -5.936578E-02        +5.432793E-03
2.126675E+00        -5.920261E-02        +5.418096E-03
2.124764E+00        -5.904037E-02        +5.403393E-03
2.122856E+00        -5.887857E-02        +5.388767E-03
2.120949E+00        -5.871671E-02        +5.374236E-03
2.119044E+00        -5.855554E-02        +5.359739E-03
2.117140E+00        -5.839465E-02        +5.345238E-03
2.115238E+00        -5.823445E-02        +5.330738E-03
2.113338E+00        -5.807460E-02        +5.316308E-03
2.111439E+00        -5.791537E-02        +5.301973E-03
2.109543E+00        -5.775657E-02        +5.287612E-03
2.107648E+00        -5.759771E-02        +5.273281E-03
2.105754E+00        -5.743946E-02        +5.259045E-03
2.103863E+00        -5.728166E-02        +5.244851E-03
2.101973E+00        -5.712446E-02        +5.230652E-03
2.100085E+00        -5.696762E-02        +5.216522E-03
2.098198E+00        -5.681139E-02        +5.202420E-03
2.096313E+00        -5.665551E-02        +5.188321E-03
2.094430E+00        -5.649967E-02        +5.174290E-03
2.092549E+00        -5.634452E-02        +5.160295E-03
2.090669E+00        -5.618963E-02        +5.146362E-03
2.088791E+00        -5.603545E-02        +5.132397E-03
2.086914E+00        -5.588153E-02        +5.118528E-03
2.085040E+00        -5.572840E-02        +5.104735E-03
2.083167E+00        -5.557553E-02        +5.090869E-03
2.081295E+00        -5.542262E-02        +5.077100E-03
2.079426E+00        -5.527049E-02        +5.063406E-03
2.077558E+00        -5.511862E-02        +5.049707E-03
2.075691E+00        -5.496737E-02        +5.036004E-03
2.073827E+00        -5.481655E-02        +5.022377E-03
2.071964E+00        -5.466569E-02        +5.008845E-03
2.070102E+00        -5.451543E-02        +4.995274E-03
2.068243E+00        -5.436562E-02        +4.981747E-03
2.066385E+00        -5.421642E-02        +4.968248E-03
2.064529E+00        -5.406757E-02        +4.954818E-03
2.062674E+00        -5.391935E-02        +4.941416E-03
2.060821E+00        -5.377081E-02        +4.928084E-03
2.058970E+00        -5.362330E-02        +4.914720E-03
2.057120E+00        -5.347574E-02        +4.901453E-03
2.055272E+00        -5.332921E-02        +4.888187E-03
2.053426E+00        -5.318269E-02        +4.874957E-03
2.051581E+00        -5.303647E-02        +4.861756E-03
2.049738E+00        -5.289060E-02        +4.848624E-03
2.047897E+00        -5.274543E-02        +4.835527E-03
2.046057E+00        -5.260054E-02        +4.822426E-03
2.044219E+00        -5.245566E-02        +4.809395E-03
2.042383E+00        -5.231149E-02        +4.796398E-03
2.040548E+00        -5.216760E-02        +4.783398E-03
2.038715E+00        -5.202441E-02        +4.770466E-03
2.036884E+00        -5.188158E-02        +4.757570E-03
2.035054E+00        -5.173870E-02        +4.744670E-03
2.033226E+00        -5.159651E-02        +4.731839E-03
2.031400E+00        -5.145468E-02        +4.719044E-03
2.029575E+00        -5.131346E-02        +4.706244E-03
2.027752E+00        -5.117261E-02        +4.693513E-03
2.025930E+00        -5.103171E-02        +4.680812E-03
2.024110E+00        -5.089151E-02        +4.668179E-03
2.022292E+00        -5.075166E-02        +4.655516E-03
2.020475E+00        -5.061176E-02        +4.642948E-03
2.018660E+00        -5.047256E-02        +4.630383E-03
2.016847E+00        -5.033440E-02        +4.617854E-03
2.015035E+00        -5.019584E-02        +4.605353E-03
2.013225E+00        -5.005765E-02        +4.592855E-03
2.011416E+00        -4.992041E-02        +4.580420E-03
2.009609E+00        -4.978287E-02        +4.568021E-03
2.007804E+00        -4.964569E-02        +4.555690E-03
2.006000E+00        -4.950946E-02        +4.543389E-03
2.004198E+00        -4.937359E-02        +4.531091E-03
2.002398E+00        -4.923775E-02        +4.518794E-03
2.000599E+00        -4.910253E-02        +4.506561E-03
1.998802E+00        -4.896701E-02        +4.494363E-03
1.997007E+00        -4.883251E-02        +4.482235E-03
1.995213E+00        -4.869863E-02        +4.470136E-03
1.993420E+00        -4.856472E-02        +4.458033E-03
1.991630E+00        -4.843090E-02        +4.445939E-03
1.989840E+00        -4.829763E-02        +4.433900E-03
1.988053E+00        -4.816480E-02        +4.421905E-03
1.986267E+00        -4.803192E-02        +4.409972E-03
1.984483E+00        -4.789974E-02        +4.398009E-03
1.982700E+00        -4.776851E-02        +4.386075E-03
1.980919E+00        -4.763698E-02        +4.374243E-03
1.979139E+00        -4.750573E-02        +4.362441E-03
1.977362E+00        -4.737493E-02        +4.350648E-03
1.975585E+00        -4.724467E-02        +4.338844E-03
1.973811E+00        -4.711485E-02        +4.327117E-03
1.972037E+00        -4.698491E-02        +4.315412E-03
1.970266E+00        -4.685574E-02        +4.303716E-03
1.968496E+00        -4.672687E-02        +4.292084E-03
1.966728E+00        -4.659868E-02        +4.280420E-03
1.964961E+00        -4.647012E-02        +4.268853E-03
1.963196E+00        -4.634259E-02        +4.257289E-03
1.961432E+00        -4.621502E-02        +4.245753E-03
1.959670E+00        -4.608782E-02        +4.234255E-03
1.957910E+00        -4.596097E-02        +4.222825E-03
1.956151E+00        -4.583409E-02        +4.211425E-03
1.954394E+00        -4.570790E-02        +4.200027E-03
1.952638E+00        -4.558199E-02        +4.188626E-03
1.950884E+00        -4.545679E-02        +4.177295E-03
1.949131E+00        -4.533188E-02        +4.165992E-03
1.947381E+00        -4.520708E-02        +4.154700E-03
1.945631E+00        -4.508283E-02        +4.143463E-03
1.943883E+00        -4.495827E-02        +4.132263E-03
1.942137E+00        -4.483474E-02        +4.121065E-03
1.940393E+00        -4.471125E-02        +4.109937E-03
1.938649E+00        -4.458797E-02        +4.098766E-03
1.936908E+00        -4.446514E-02        +4.087703E-03
1.935168E+00        -4.434292E-02        +4.076638E-03
1.933430E+00        -4.422107E-02        +4.065607E-03
1.931693E+00        -4.409918E-02        +4.054608E-03
1.929957E+00        -4.397792E-02        +4.043604E-03
1.928224E+00        -4.385710E-02        +4.032676E-03
1.926492E+00        -4.373623E-02        +4.021778E-03
1.924761E+00        -4.361532E-02        +4.010876E-03
1.923032E+00        -4.349512E-02        +3.999978E-03
1.921304E+00        -4.337521E-02        +3.989142E-03
1.919579E+00        -4.325606E-02        +3.978349E-03
1.917854E+00        -4.313714E-02        +3.967612E-03
1.916131E+00        -4.301826E-02        +3.956846E-03
1.914410E+00        -4.289940E-02        +3.946115E-03
1.912690E+00        -4.278117E-02        +3.935481E-03
1.910972E+00        -4.266330E-02        +3.924817E-03
1.909255E+00        -4.254606E-02        +3.914182E-03
1.907540E+00        -4.242919E-02        +3.903584E-03
1.905827E+00        -4.231236E-02        +3.893055E-03
1.904115E+00        -4.219549E-02        +3.882490E-03
1.902404E+00        -4.207924E-02        +3.871954E-03
1.900695E+00        -4.196336E-02        +3.861455E-03
1.898988E+00        -4.184751E-02        +3.851025E-03
1.897282E+00        -4.173228E-02        +3.840625E-03
1.895578E+00        -4.161743E-02        +3.830228E-03
1.893875E+00        -4.150254E-02        +3.819828E-03
1.892173E+00        -4.138827E-02        +3.809491E-03
1.890474E+00        -4.127444E-02        +3.799197E-03
1.888775E+00        -4.116052E-02        +3.788893E-03
1.887079E+00        -4.104735E-02        +3.778665E-03
1.885384E+00        -4.093448E-02        +3.768401E-03
1.883690E+00        -4.082158E-02        +3.758166E-03
1.881998E+00        -4.070872E-02        +3.748034E-03
1.880307E+00        -4.059648E-02        +3.737867E-03
1.878618E+00        -4.048460E-02        +3.727734E-03
1.876930E+00        -4.037269E-02        +3.717633E-03
1.875244E+00        -4.026148E-02        +3.707600E-03
1.873560E+00        -4.015064E-02        +3.697539E-03
1.871877E+00        -4.003976E-02        +3.687506E-03
1.870195E+00        -3.992951E-02        +3.677570E-03
1.868515E+00        -3.981963E-02        +3.667605E-03
1.866837E+00        -3.970978E-02        +3.657675E-03
1.865160E+00        -3.960057E-02        +3.647776E-03
1.863484E+00        -3.949165E-02        +3.637874E-03
1.861810E+00        -3.938277E-02        +3.628041E-03
1.860138E+00        -3.927393E-02        +3.618245E-03
1.858467E+00        -3.916571E-02        +3.608446E-03
1.856797E+00        -3.905779E-02        +3.598644E-03
1.855129E+00        -3.894991E-02        +3.588911E-03
1.853463E+00        -3.884272E-02        +3.579215E-03
1.851798E+00        -3.873518E-02        +3.569516E-03
1.850134E+00        -3.862858E-02        +3.559814E-03
1.848472E+00        -3.852205E-02        +3.550180E-03
1.846812E+00        -3.841586E-02        +3.540584E-03
1.845153E+00        -3.830997E-02        +3.530985E-03
1.843495E+00        -3.820406E-02        +3.521384E-03
1.841839E+00        -3.809884E-02        +3.511851E-03
1.840184E+00        -3.799393E-02        +3.502349E-03
