# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# T (MeV)           dP_int/dT (e^4) [MeV^3]
2.772675E-02        -2.506803E-10
2.770184E-02        -2.500022E-10
2.767696E-02        -2.493305E-10
2.765209E-02        -2.486522E-10
2.762725E-02        -2.479842E-10
2.760244E-02        -2.473226E-10
2.757764E-02        -2.466545E-10
2.755287E-02        -2.459927E-10
2.752812E-02        -2.453247E-10
2.750339E-02        -2.446647E-10
2.747868E-02        -2.440066E-10
2.745400E-02        -2.433549E-10
2.742933E-02        -2.426967E-10
2.740469E-02        -2.420448E-10
2.738007E-02        -2.413868E-10
2.735548E-02        -2.407370E-10
2.733090E-02        -2.400888E-10
2.730635E-02        -2.394470E-10
2.728182E-02        -2.387989E-10
2.725732E-02        -2.381592E-10
2.723283E-02        -2.375192E-10
2.720837E-02        -2.368793E-10
2.718392E-02        -2.362392E-10
2.715950E-02        -2.356011E-10
2.713511E-02        -2.349714E-10
2.711073E-02        -2.343413E-10
2.708638E-02        -2.337096E-10
2.706205E-02        -2.330735E-10
2.703773E-02        -2.324514E-10
2.701345E-02        -2.318236E-10
2.698918E-02        -2.312017E-10
2.696493E-02        -2.305735E-10
2.694071E-02        -2.299536E-10
2.691651E-02        -2.293337E-10
2.689233E-02        -2.287157E-10
2.686817E-02        -2.281038E-10
2.684404E-02        -2.274859E-10
2.681992E-02        -2.268758E-10
2.679583E-02        -2.262659E-10
2.677176E-02        -2.256560E-10
2.674771E-02        -2.250479E-10
2.672368E-02        -2.244461E-10
2.669968E-02        -2.238382E-10
2.667569E-02        -2.232381E-10
2.665173E-02        -2.226382E-10
2.662779E-02        -2.220383E-10
2.660387E-02        -2.214384E-10
2.657997E-02        -2.208403E-10
2.655609E-02        -2.202484E-10
2.653223E-02        -2.196502E-10
2.650840E-02        -2.190604E-10
2.648459E-02        -2.184705E-10
2.646079E-02        -2.178822E-10
2.643702E-02        -2.173004E-10
2.641328E-02        -2.167126E-10
2.638955E-02        -2.161307E-10
2.636584E-02        -2.155425E-10
2.634216E-02        -2.149627E-10
2.631849E-02        -2.143845E-10
2.629485E-02        -2.138127E-10
2.627123E-02        -2.132346E-10
2.624763E-02        -2.126629E-10
2.622405E-02        -2.120847E-10
2.620049E-02        -2.115147E-10
2.617696E-02        -2.109449E-10
2.615344E-02        -2.103767E-10
2.612995E-02        -2.098150E-10
2.610648E-02        -2.092470E-10
2.608302E-02        -2.086869E-10
2.605959E-02        -2.081269E-10
2.603618E-02        -2.075670E-10
2.601279E-02        -2.070070E-10
2.598943E-02        -2.064472E-10
2.596608E-02        -2.058891E-10
2.594275E-02        -2.053390E-10
2.591945E-02        -2.047874E-10
2.589617E-02        -2.042293E-10
2.587290E-02        -2.036792E-10
2.584966E-02        -2.031312E-10
2.582644E-02        -2.025894E-10
2.580324E-02        -2.020413E-10
2.578006E-02        -2.014995E-10
2.575690E-02        -2.009514E-10
2.573376E-02        -2.004114E-10
2.571065E-02        -1.998716E-10
2.568755E-02        -1.993334E-10
2.566447E-02        -1.988015E-10
2.564142E-02        -1.982635E-10
2.561839E-02        -1.977318E-10
2.559537E-02        -1.971935E-10
2.557238E-02        -1.966637E-10
2.554941E-02        -1.961338E-10
2.552646E-02        -1.956057E-10
2.550353E-02        -1.950839E-10
2.548062E-02        -1.945558E-10
2.545773E-02        -1.940340E-10
2.543486E-02        -1.935059E-10
2.541201E-02        -1.929859E-10
2.538918E-02        -1.924677E-10
2.536637E-02        -1.919559E-10
2.534359E-02        -1.914361E-10
2.532082E-02        -1.909179E-10
2.529807E-02        -1.904060E-10
2.527535E-02        -1.898880E-10
2.525264E-02        -1.893780E-10
2.522996E-02        -1.888681E-10
2.520729E-02        -1.883598E-10
2.518465E-02        -1.878582E-10
2.516202E-02        -1.873499E-10
2.513942E-02        -1.868482E-10
2.511684E-02        -1.863401E-10
2.509428E-02        -1.858403E-10
2.507173E-02        -1.853401E-10
2.504921E-02        -1.848402E-10
2.502671E-02        -1.843421E-10
2.500423E-02        -1.838504E-10
2.498176E-02        -1.833521E-10
2.495932E-02        -1.828604E-10
2.493690E-02        -1.823623E-10
2.491450E-02        -1.818723E-10
2.489212E-02        -1.813824E-10
2.486976E-02        -1.808943E-10
2.484742E-02        -1.804125E-10
2.482510E-02        -1.799244E-10
2.480280E-02        -1.794427E-10
2.478052E-02        -1.789545E-10
2.475825E-02        -1.784744E-10
2.473601E-02        -1.779944E-10
2.471379E-02        -1.775145E-10
2.469159E-02        -1.770346E-10
2.466941E-02        -1.765564E-10
2.464725E-02        -1.760865E-10
2.462511E-02        -1.756148E-10
2.460299E-02        -1.751366E-10
2.458089E-02        -1.746667E-10
2.455881E-02        -1.741968E-10
2.453674E-02        -1.737266E-10
2.451470E-02        -1.732585E-10
2.449268E-02        -1.727968E-10
2.447068E-02        -1.723287E-10
2.444870E-02        -1.718670E-10
2.442673E-02        -1.713987E-10
2.440479E-02        -1.709388E-10
2.438287E-02        -1.704789E-10
2.436096E-02        -1.700188E-10
2.433908E-02        -1.695607E-10
2.431722E-02        -1.691090E-10
2.429537E-02        -1.686507E-10
2.427355E-02        -1.681991E-10
2.425174E-02        -1.677408E-10
2.422995E-02        -1.672908E-10
2.420819E-02        -1.668410E-10
2.418644E-02        -1.663909E-10
2.416472E-02        -1.659429E-10
2.414301E-02        -1.655011E-10
2.412132E-02        -1.650529E-10
2.409965E-02        -1.646111E-10
2.407800E-02        -1.641629E-10
2.405637E-02        -1.637230E-10
2.403476E-02        -1.632830E-10
2.401317E-02        -1.628431E-10
2.399160E-02        -1.624031E-10
2.397005E-02        -1.619650E-10
2.394852E-02        -1.615333E-10
2.392700E-02        -1.610950E-10
2.390551E-02        -1.606634E-10
2.388403E-02        -1.602250E-10
2.386258E-02        -1.597952E-10
2.384114E-02        -1.593652E-10
2.381972E-02        -1.589351E-10
2.379833E-02        -1.585071E-10
2.377695E-02        -1.580853E-10
2.375559E-02        -1.576571E-10
2.373425E-02        -1.572354E-10
2.371293E-02        -1.568072E-10
2.369163E-02        -1.563873E-10
2.367034E-02        -1.559672E-10
2.364908E-02        -1.555473E-10
2.362784E-02        -1.551274E-10
2.360661E-02        -1.547074E-10
2.358540E-02        -1.542891E-10
2.356422E-02        -1.538792E-10
2.354305E-02        -1.534675E-10
2.352190E-02        -1.530493E-10
2.350077E-02        -1.526393E-10
2.347966E-02        -1.522294E-10
2.345857E-02        -1.518195E-10
2.343749E-02        -1.514094E-10
2.341644E-02        -1.509995E-10
2.339540E-02        -1.505912E-10
2.337439E-02        -1.501896E-10
2.335339E-02        -1.497813E-10
2.333241E-02        -1.493813E-10
2.331145E-02        -1.489814E-10
2.329051E-02        -1.485814E-10
2.326959E-02        -1.481815E-10
2.324868E-02        -1.477814E-10
2.322780E-02        -1.473816E-10
2.320693E-02        -1.469832E-10
2.318609E-02        -1.465917E-10
2.316526E-02        -1.461934E-10
2.314445E-02        -1.458034E-10
2.312366E-02        -1.454118E-10
2.310289E-02        -1.450136E-10
2.308213E-02        -1.446235E-10
2.306140E-02        -1.442336E-10
2.304068E-02        -1.438453E-10
2.301998E-02        -1.434636E-10
2.299930E-02        -1.430736E-10
2.297864E-02        -1.426854E-10
2.295800E-02        -1.423055E-10
2.293738E-02        -1.419239E-10
2.291677E-02        -1.415355E-10
2.289619E-02        -1.411557E-10
2.287562E-02        -1.407757E-10
2.285507E-02        -1.403957E-10
2.283454E-02        -1.400175E-10
2.281402E-02        -1.396457E-10
2.279353E-02        -1.392675E-10
2.277305E-02        -1.388957E-10
2.275260E-02        -1.385176E-10
2.273216E-02        -1.381476E-10
2.271174E-02        -1.377777E-10
2.269134E-02        -1.374077E-10
2.267095E-02        -1.370377E-10
2.265059E-02        -1.366678E-10
2.263024E-02        -1.362978E-10
2.260991E-02        -1.359295E-10
2.258960E-02        -1.355679E-10
2.256931E-02        -1.351996E-10
2.254903E-02        -1.348379E-10
2.252877E-02        -1.344695E-10
2.250854E-02        -1.341097E-10
2.248832E-02        -1.337498E-10
2.246812E-02        -1.333898E-10
2.244793E-02        -1.330297E-10
2.242777E-02        -1.326699E-10
2.240762E-02        -1.323115E-10
2.238749E-02        -1.319599E-10
2.236738E-02        -1.316016E-10
2.234729E-02        -1.312500E-10
2.232721E-02        -1.308916E-10
2.230715E-02        -1.305416E-10
2.228712E-02        -1.301918E-10
2.226709E-02        -1.298417E-10
2.224709E-02        -1.294918E-10
2.222711E-02        -1.291419E-10
2.220714E-02        -1.287935E-10
2.218719E-02        -1.284519E-10
2.216726E-02        -1.281019E-10
2.214735E-02        -1.277537E-10
2.212745E-02        -1.274136E-10
2.210757E-02        -1.270720E-10
2.208771E-02        -1.267237E-10
2.206787E-02        -1.263837E-10
2.204805E-02        -1.260438E-10
2.202824E-02        -1.257038E-10
2.200845E-02        -1.253655E-10
2.198868E-02        -1.250338E-10
2.196893E-02        -1.246939E-10
2.194920E-02        -1.243557E-10
2.192948E-02        -1.240240E-10
2.190978E-02        -1.236857E-10
2.189010E-02        -1.233558E-10
2.187043E-02        -1.230257E-10
2.185079E-02        -1.226958E-10
2.183116E-02        -1.223659E-10
2.181155E-02        -1.220359E-10
2.179195E-02        -1.217058E-10
2.177238E-02        -1.213760E-10
2.175282E-02        -1.210476E-10
2.173328E-02        -1.207260E-10
2.171375E-02        -1.203976E-10
2.169425E-02        -1.200761E-10
2.167476E-02        -1.197477E-10
2.165529E-02        -1.194278E-10
2.163584E-02        -1.191079E-10
2.161640E-02        -1.187878E-10
2.159698E-02        -1.184678E-10
2.157758E-02        -1.181479E-10
2.155820E-02        -1.178280E-10
2.153883E-02        -1.175096E-10
2.151948E-02        -1.171979E-10
2.150015E-02        -1.168796E-10
2.148084E-02        -1.165681E-10
2.146154E-02        -1.162497E-10
2.144226E-02        -1.159397E-10
2.142300E-02        -1.156298E-10
2.140375E-02        -1.153181E-10
2.138453E-02        -1.150015E-10
2.136532E-02        -1.146999E-10
2.134612E-02        -1.143898E-10
2.132695E-02        -1.140799E-10
2.130779E-02        -1.137699E-10
2.128865E-02        -1.134616E-10
2.126953E-02        -1.131601E-10
2.125042E-02        -1.128517E-10
2.123133E-02        -1.125517E-10
2.121226E-02        -1.122501E-10
2.119320E-02        -1.119417E-10
2.117416E-02        -1.116417E-10
2.115514E-02        -1.113418E-10
2.113614E-02        -1.110419E-10
2.111715E-02        -1.107418E-10
2.109818E-02        -1.104435E-10
2.107923E-02        -1.101519E-10
2.106029E-02        -1.098519E-10
2.104137E-02        -1.095535E-10
2.102247E-02        -1.092620E-10
2.100359E-02        -1.089637E-10
2.098472E-02        -1.086737E-10
2.096587E-02        -1.083837E-10
2.094703E-02        -1.080937E-10
2.092822E-02        -1.078022E-10
2.090942E-02        -1.075054E-10
2.089063E-02        -1.072237E-10
2.087187E-02        -1.069339E-10
2.085312E-02        -1.066439E-10
2.083439E-02        -1.063556E-10
2.081567E-02        -1.060739E-10
2.079697E-02        -1.057839E-10
2.077829E-02        -1.054956E-10
2.075962E-02        -1.052156E-10
2.074097E-02        -1.049340E-10
2.072234E-02        -1.046456E-10
2.070373E-02        -1.043657E-10
2.068513E-02        -1.040857E-10
2.066655E-02        -1.038058E-10
2.064798E-02        -1.035257E-10
2.062943E-02        -1.032457E-10
2.061090E-02        -1.029674E-10
2.059239E-02        -1.026959E-10
2.057389E-02        -1.024159E-10
2.055541E-02        -1.021375E-10
2.053694E-02        -1.018659E-10
2.051849E-02        -1.015875E-10
2.050006E-02        -1.013176E-10
2.048164E-02        -1.010475E-10
2.046325E-02        -1.007761E-10
2.044486E-02        -1.004976E-10
2.042650E-02        -1.002277E-10
2.040815E-02        -9.995820E-11
2.038981E-02        -9.969097E-11
2.037150E-02        -9.942309E-11
2.035320E-02        -9.915527E-11
2.033491E-02        -9.888836E-11
2.031665E-02        -9.862250E-11
2.029840E-02        -9.835669E-11
2.028016E-02        -9.809179E-11
2.026194E-02        -9.782779E-11
2.024374E-02        -9.756399E-11
2.022556E-02        -9.730125E-11
2.020739E-02        -9.703942E-11
2.018924E-02        -9.677848E-11
2.017110E-02        -9.651761E-11
2.015298E-02        -9.625779E-11
2.013488E-02        -9.599887E-11
2.011679E-02        -9.574002E-11
2.009872E-02        -9.548221E-11
2.008066E-02        -9.522517E-11
2.006262E-02        -9.496849E-11
2.004460E-02        -9.471339E-11
2.002659E-02        -9.445768E-11
2.000860E-02        -9.420371E-11
1.999063E-02        -9.394994E-11
1.997267E-02        -9.369709E-11
1.995473E-02        -9.344514E-11
1.993680E-02        -9.319326E-11
1.991890E-02        -9.294257E-11
1.990100E-02        -9.269251E-11
1.988312E-02        -9.244265E-11
1.986526E-02        -9.219369E-11
1.984742E-02        -9.194510E-11
1.982959E-02        -9.169811E-11
1.981178E-02        -9.145118E-11
1.979398E-02        -9.120448E-11
1.977620E-02        -9.095952E-11
1.975843E-02        -9.071448E-11
1.974068E-02        -9.046965E-11
1.972295E-02        -9.022587E-11
1.970523E-02        -8.998301E-11
1.968753E-02        -8.974106E-11
1.966984E-02        -8.949917E-11
1.965217E-02        -8.925835E-11
1.963452E-02        -8.901842E-11
1.961688E-02        -8.877857E-11
1.959926E-02        -8.853963E-11
1.958165E-02        -8.830075E-11
1.956406E-02        -8.806293E-11
1.954649E-02        -8.782602E-11
1.952893E-02        -8.758933E-11
1.951139E-02        -8.735425E-11
1.949386E-02        -8.711854E-11
1.947635E-02        -8.688459E-11
1.945885E-02        -8.665055E-11
1.944137E-02        -8.641673E-11
1.942391E-02        -8.618397E-11
1.940646E-02        -8.595212E-11
1.938903E-02        -8.572119E-11
1.937161E-02        -8.549018E-11
1.935421E-02        -8.525953E-11
1.933682E-02        -8.503050E-11
1.931945E-02        -8.480153E-11
1.930209E-02        -8.457264E-11
1.928475E-02        -8.434480E-11
1.926743E-02        -8.411803E-11
1.925012E-02        -8.389203E-11
1.923283E-02        -8.366608E-11
1.921555E-02        -8.344022E-11
1.919829E-02        -8.321541E-11
1.918105E-02        -8.299166E-11
1.916381E-02        -8.276857E-11
1.914660E-02        -8.254565E-11
1.912940E-02        -8.232297E-11
1.911222E-02        -8.210190E-11
1.909505E-02        -8.188020E-11
1.907789E-02        -8.166014E-11
1.906076E-02        -8.144027E-11
1.904363E-02        -8.122049E-11
1.902653E-02        -8.100246E-11
1.900943E-02        -8.078367E-11
1.899236E-02        -8.056678E-11
1.897530E-02        -8.034981E-11
1.895825E-02        -8.013293E-11
1.894122E-02        -7.991710E-11
1.892420E-02        -7.970207E-11
1.890720E-02        -7.948723E-11
1.889022E-02        -7.927346E-11
1.887325E-02        -7.906048E-11
1.885630E-02        -7.884755E-11
1.883936E-02        -7.863470E-11
1.882243E-02        -7.842279E-11
1.880553E-02        -7.821207E-11
1.878863E-02        -7.800186E-11
1.877175E-02        -7.779115E-11
1.875489E-02        -7.758221E-11
1.873804E-02        -7.737320E-11
1.872121E-02        -7.716455E-11
1.870439E-02        -7.695740E-11
1.868759E-02        -7.674974E-11
1.867080E-02        -7.654358E-11
1.865403E-02        -7.633692E-11
1.863727E-02        -7.613191E-11
1.862053E-02        -7.592696E-11
1.860380E-02        -7.572209E-11
1.858709E-02        -7.551828E-11
1.857040E-02        -7.531539E-11
1.855371E-02        -7.511231E-11
1.853705E-02        -7.490971E-11
1.852039E-02        -7.470849E-11
1.850376E-02        -7.450689E-11
1.848713E-02        -7.430681E-11
1.847053E-02        -7.410692E-11
1.845393E-02        -7.390700E-11
1.843736E-02        -7.370811E-11
1.842079E-02        -7.350918E-11
1.840425E-02        -7.331144E-11
1.838771E-02        -7.311437E-11
1.837120E-02        -7.291749E-11
1.835469E-02        -7.272057E-11
1.833820E-02        -7.252471E-11
1.832173E-02        -7.232978E-11
1.830527E-02        -7.213492E-11
1.828883E-02        -7.194099E-11
1.827240E-02        -7.174714E-11
1.825599E-02        -7.155421E-11
1.823959E-02        -7.136137E-11
1.822320E-02        -7.116933E-11
1.820683E-02        -7.097750E-11
1.819047E-02        -7.078647E-11
1.817413E-02        -7.059564E-11
1.815781E-02        -7.040573E-11
1.814150E-02        -7.021591E-11
1.812520E-02        -7.002703E-11
1.810892E-02        -6.983893E-11
1.809265E-02        -6.965021E-11
1.807640E-02        -6.946326E-11
1.806016E-02        -6.927626E-11
1.804394E-02        -6.908947E-11
1.802773E-02        -6.890347E-11
1.801153E-02        -6.871757E-11
1.799535E-02        -6.853274E-11
1.797919E-02        -6.834882E-11
1.796303E-02        -6.816473E-11
1.794690E-02        -6.798097E-11
1.793078E-02        -6.779801E-11
1.791467E-02        -6.761514E-11
1.789858E-02        -6.743319E-11
1.788250E-02        -6.725134E-11
1.786643E-02        -6.707029E-11
1.785038E-02        -6.688945E-11
1.783435E-02        -6.670966E-11
1.781833E-02        -6.653055E-11
1.780232E-02        -6.635081E-11
1.778633E-02        -6.617271E-11
1.777035E-02        -6.599399E-11
1.775439E-02        -6.581690E-11
1.773844E-02        -6.563905E-11
1.772250E-02        -6.546215E-11
1.770658E-02        -6.528617E-11
1.769068E-02        -6.511040E-11
1.767479E-02        -6.493544E-11
1.765891E-02        -6.476043E-11
1.764304E-02        -6.458551E-11
1.762720E-02        -6.441177E-11
1.761136E-02        -6.423873E-11
1.759554E-02        -6.406575E-11
1.757973E-02        -6.389287E-11
1.756394E-02        -6.372105E-11
1.754816E-02        -6.354990E-11
1.753240E-02        -6.337824E-11
1.751665E-02        -6.320812E-11
1.750091E-02        -6.303736E-11
1.748519E-02        -6.286825E-11
1.746949E-02        -6.269849E-11
1.745379E-02        -6.252957E-11
1.743811E-02        -6.236158E-11
1.742245E-02        -6.219365E-11
1.740680E-02        -6.202581E-11
1.739116E-02        -6.185893E-11
1.737554E-02        -6.169284E-11
1.735993E-02        -6.152612E-11
1.734434E-02        -6.136105E-11
1.732875E-02        -6.119524E-11
1.731319E-02        -6.103119E-11
1.729764E-02        -6.086638E-11
1.728210E-02        -6.070252E-11
1.726657E-02        -6.053948E-11
1.725106E-02        -6.037650E-11
1.723556E-02        -6.021363E-11
1.722008E-02        -6.005167E-11
1.720461E-02        -5.988982E-11
1.718916E-02        -5.972889E-11
1.717372E-02        -5.956792E-11
1.715829E-02        -5.940704E-11
1.714287E-02        -5.924713E-11
1.712747E-02        -5.908814E-11
1.711209E-02        -5.892922E-11
1.709672E-02        -5.877026E-11
1.708136E-02        -5.861153E-11
1.706601E-02        -5.845435E-11
1.705068E-02        -5.829651E-11
1.703537E-02        -5.813960E-11
1.702006E-02        -5.798268E-11
1.700477E-02        -5.782669E-11
1.698950E-02        -5.767090E-11
1.697424E-02        -5.751593E-11
1.695899E-02        -5.736107E-11
1.694375E-02        -5.720703E-11
1.692853E-02        -5.705305E-11
1.691333E-02        -5.689927E-11
1.689813E-02        -5.674622E-11
1.688295E-02        -5.659324E-11
1.686779E-02        -5.644045E-11
1.685263E-02        -5.628853E-11
1.683749E-02        -5.613740E-11
1.682237E-02        -5.598574E-11
1.680726E-02        -5.583564E-11
1.679216E-02        -5.568477E-11
1.677707E-02        -5.553473E-11
1.676200E-02        -5.538489E-11
1.674695E-02        -5.523611E-11
1.673190E-02        -5.508794E-11
1.671687E-02        -5.493909E-11
1.670185E-02        -5.479121E-11
1.668685E-02        -5.464413E-11
1.667186E-02        -5.449641E-11
1.665688E-02        -5.435026E-11
1.664192E-02        -5.420344E-11
1.662697E-02        -5.405758E-11
1.661203E-02        -5.391243E-11
1.659711E-02        -5.376674E-11
1.658220E-02        -5.362261E-11
1.656731E-02        -5.347782E-11
1.655242E-02        -5.333376E-11
1.653755E-02        -5.318990E-11
1.652270E-02        -5.304698E-11
1.650786E-02        -5.290415E-11
1.649303E-02        -5.276202E-11
1.647821E-02        -5.261926E-11
1.646341E-02        -5.247817E-11
1.644862E-02        -5.233631E-11
1.643384E-02        -5.219542E-11
1.641908E-02        -5.205546E-11
1.640433E-02        -5.191547E-11
1.638959E-02        -5.177545E-11
1.637487E-02        -5.163562E-11
1.636016E-02        -5.149663E-11
1.634546E-02        -5.135775E-11
1.633078E-02        -5.121979E-11
1.631611E-02        -5.108181E-11
1.630145E-02        -5.094393E-11
1.628681E-02        -5.080698E-11
1.627218E-02        -5.067013E-11
1.625756E-02        -5.053412E-11
1.624296E-02        -5.039817E-11
1.622837E-02        -5.026233E-11
1.621379E-02        -5.012733E-11
1.619922E-02        -4.999230E-11
1.618467E-02        -4.985746E-11
1.617013E-02        -4.972346E-11
1.615561E-02        -4.958953E-11
1.614109E-02        -4.945561E-11
1.612659E-02        -4.932262E-11
1.611211E-02        -4.918970E-11
1.609763E-02        -4.905678E-11
1.608317E-02        -4.892493E-11
1.606872E-02        -4.879380E-11
1.605429E-02        -4.866198E-11
1.603987E-02        -4.853101E-11
1.602546E-02        -4.840014E-11
1.601106E-02        -4.827012E-11
1.599668E-02        -4.814016E-11
1.598231E-02        -4.801030E-11
1.596795E-02        -4.788129E-11
1.595361E-02        -4.775234E-11
1.593928E-02        -4.762350E-11
1.592496E-02        -4.749550E-11
1.591065E-02        -4.736760E-11
1.589636E-02        -4.724051E-11
1.588208E-02        -4.711265E-11
1.586781E-02        -4.698577E-11
1.585356E-02        -4.685982E-11
1.583932E-02        -4.673384E-11
1.582509E-02        -4.660784E-11
1.581087E-02        -4.648195E-11
1.579667E-02        -4.635699E-11
1.578248E-02        -4.623213E-11
1.576830E-02        -4.610800E-11
1.575414E-02        -4.598318E-11
1.573998E-02        -4.585925E-11
1.572584E-02        -4.573626E-11
1.571172E-02        -4.561333E-11
1.569760E-02        -4.549029E-11
1.568350E-02        -4.536744E-11
1.566941E-02        -4.524545E-11
1.565534E-02        -4.512364E-11
1.564127E-02        -4.500247E-11
1.562722E-02        -4.488061E-11
1.561319E-02        -4.475982E-11
1.559916E-02        -4.463980E-11
1.558515E-02        -4.451983E-11
1.557115E-02        -4.439985E-11
1.555716E-02        -4.427997E-11
1.554318E-02        -4.416094E-11
1.552922E-02        -4.404197E-11
1.551527E-02        -4.392311E-11
1.550133E-02        -4.380510E-11
1.548741E-02        -4.368716E-11
1.547349E-02        -4.356923E-11
1.545959E-02        -4.345225E-11
1.544571E-02        -4.333532E-11
1.543183E-02        -4.321842E-11
1.541797E-02        -4.310245E-11
1.540412E-02        -4.298647E-11
1.539028E-02        -4.287046E-11
1.537646E-02        -4.275464E-11
1.536264E-02        -4.263959E-11
1.534884E-02        -4.252473E-11
1.533505E-02        -4.241073E-11
1.532128E-02        -4.229679E-11
1.530752E-02        -4.218283E-11
1.529376E-02        -4.206889E-11
1.528003E-02        -4.195597E-11
1.526630E-02        -4.184295E-11
1.525259E-02        -4.173012E-11
1.523888E-02        -4.161794E-11
1.522519E-02        -4.150519E-11
1.521152E-02        -4.139414E-11
1.519785E-02        -4.128223E-11
1.518420E-02        -4.117126E-11
1.517056E-02        -4.106027E-11
1.515693E-02        -4.094939E-11
1.514332E-02        -4.083945E-11
1.512971E-02        -4.072941E-11
1.511612E-02        -4.061955E-11
1.510254E-02        -4.051056E-11
1.508898E-02        -4.040162E-11
1.507542E-02        -4.029259E-11
1.506188E-02        -4.018374E-11
1.504835E-02        -4.007576E-11
1.503483E-02        -3.996788E-11
1.502132E-02        -3.986073E-11
1.500783E-02        -3.975290E-11
1.499435E-02        -3.964592E-11
1.498088E-02        -3.953905E-11
1.496742E-02        -3.943304E-11
1.495398E-02        -3.932710E-11
1.494054E-02        -3.922105E-11
1.492712E-02        -3.911520E-11
1.491371E-02        -3.901020E-11
1.490031E-02        -3.890519E-11
1.488693E-02        -3.880024E-11
1.487356E-02        -3.869540E-11
1.486020E-02        -3.859142E-11
1.484685E-02        -3.848754E-11
1.483351E-02        -3.838441E-11
1.482018E-02        -3.828050E-11
1.480687E-02        -3.817754E-11
1.479357E-02        -3.807468E-11
1.478028E-02        -3.797256E-11
1.476700E-02        -3.786968E-11
1.475374E-02        -3.776773E-11
1.474048E-02        -3.766581E-11
1.472724E-02        -3.756483E-11
1.471401E-02        -3.746384E-11
1.470079E-02        -3.736283E-11
1.468759E-02        -3.726201E-11
1.467439E-02        -3.716197E-11
1.466121E-02        -3.706200E-11
1.464804E-02        -3.696201E-11
1.463488E-02        -3.686213E-11
1.462174E-02        -3.676319E-11
1.460860E-02        -3.666416E-11
1.459548E-02        -3.656532E-11
1.458237E-02        -3.646734E-11
1.456927E-02        -3.636934E-11
1.455618E-02        -3.627134E-11
1.454310E-02        -3.617332E-11
1.453004E-02        -3.607548E-11
1.451699E-02        -3.597851E-11
1.450395E-02        -3.588164E-11
1.449092E-02        -3.578553E-11
1.447790E-02        -3.568864E-11
1.446489E-02        -3.559261E-11
1.445190E-02        -3.549677E-11
1.443892E-02        -3.540168E-11
1.442595E-02        -3.530581E-11
1.441299E-02        -3.521082E-11
1.440004E-02        -3.511592E-11
1.438710E-02        -3.502178E-11
1.437418E-02        -3.492694E-11
1.436127E-02        -3.483309E-11
1.434837E-02        -3.473999E-11
1.433548E-02        -3.464611E-11
1.432260E-02        -3.455310E-11
1.430973E-02        -3.446008E-11
1.429688E-02        -3.436713E-11
1.428404E-02        -3.427428E-11
1.427120E-02        -3.418222E-11
1.425838E-02        -3.409023E-11
1.424558E-02        -3.399830E-11
1.423278E-02        -3.390641E-11
1.421999E-02        -3.381539E-11
1.420722E-02        -3.372442E-11
1.419446E-02        -3.363357E-11
1.418170E-02        -3.354340E-11
1.416897E-02        -3.345259E-11
1.415624E-02        -3.336259E-11
1.414352E-02        -3.327269E-11
1.413081E-02        -3.318355E-11
1.411812E-02        -3.309370E-11
1.410544E-02        -3.300473E-11
1.409277E-02        -3.291575E-11
1.408011E-02        -3.282687E-11
1.406746E-02        -3.273887E-11
1.405482E-02        -3.265085E-11
1.404220E-02        -3.256290E-11
1.402958E-02        -3.247499E-11
1.401698E-02        -3.238802E-11
1.400439E-02        -3.230092E-11
1.399181E-02        -3.221316E-11
1.397924E-02        -3.212705E-11
1.396668E-02        -3.204016E-11
1.395413E-02        -3.195414E-11
1.394160E-02        -3.186819E-11
1.392907E-02        -3.178215E-11
1.391656E-02        -3.169629E-11
1.390406E-02        -3.161131E-11
1.389157E-02        -3.152632E-11
1.387909E-02        -3.144132E-11
1.386662E-02        -3.135643E-11
1.385417E-02        -3.127249E-11
1.384172E-02        -3.118846E-11
1.382929E-02        -3.110450E-11
1.381686E-02        -3.102046E-11
1.380445E-02        -3.093660E-11
1.379205E-02        -3.085361E-11
1.377966E-02        -3.077062E-11
1.376728E-02        -3.068761E-11
1.375492E-02        -3.060478E-11
1.374256E-02        -3.052277E-11
1.373021E-02        -3.044074E-11
1.371788E-02        -3.035878E-11
1.370556E-02        -3.027681E-11
1.369325E-02        -3.019494E-11
1.368094E-02        -3.011389E-11
1.366865E-02        -3.003289E-11
1.365638E-02        -2.995196E-11
1.364411E-02        -2.987106E-11
1.363185E-02        -2.979094E-11
1.361961E-02        -2.971021E-11
1.360737E-02        -2.963107E-11
1.359515E-02        -2.955110E-11
1.358293E-02        -2.947117E-11
1.357073E-02        -2.939219E-11
1.355854E-02        -2.931321E-11
1.354636E-02        -2.923421E-11
1.353419E-02        -2.915521E-11
1.352204E-02        -2.907639E-11
1.350989E-02        -2.899837E-11
1.349775E-02        -2.892036E-11
1.348563E-02        -2.884240E-11
1.347351E-02        -2.876448E-11
1.346141E-02        -2.868751E-11
1.344932E-02        -2.861042E-11
1.343723E-02        -2.853260E-11
1.342516E-02        -2.845650E-11
1.341310E-02        -2.837962E-11
1.340105E-02        -2.830351E-11
1.338902E-02        -2.822668E-11
1.337699E-02        -2.815068E-11
1.336497E-02        -2.807477E-11
1.335297E-02        -2.799971E-11
1.334097E-02        -2.792380E-11
