# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           P_int (e^2+e^3) [MeV^4] p^(2)   p^(3)
9.210752E+00        -1.140512E+01        +1.019604E+00
9.202478E+00        -1.136413E+01        +1.015904E+00
9.194211E+00        -1.132314E+01        +1.012288E+00
9.185952E+00        -1.128215E+01        +1.008689E+00
9.177700E+00        -1.124199E+01        +1.005005E+00
9.169455E+00        -1.120116E+01        +1.001389E+00
9.161218E+00        -1.116101E+01        +9.978228E-01
9.152989E+00        -1.112102E+01        +9.942467E-01
9.144766E+00        -1.108103E+01        +9.906751E-01
9.136551E+00        -1.104103E+01        +9.871222E-01
9.128344E+00        -1.100188E+01        +9.835727E-01
9.120144E+00        -1.096205E+01        +9.800482E-01
9.111951E+00        -1.092290E+01        +9.765285E-01
9.103766E+00        -1.088307E+01        +9.730257E-01
9.095588E+00        -1.084392E+01        +9.695261E-01
9.087417E+00        -1.080492E+01        +9.660430E-01
9.079254E+00        -1.076593E+01        +9.625802E-01
9.071097E+00        -1.072777E+01        +9.591285E-01
9.062949E+00        -1.068895E+01        +9.556792E-01
9.054807E+00        -1.065079E+01        +9.522543E-01
9.046673E+00        -1.061196E+01        +9.488347E-01
9.038547E+00        -1.057381E+01        +9.454237E-01
9.030427E+00        -1.053582E+01        +9.420305E-01
9.022315E+00        -1.049866E+01        +9.386493E-01
9.014210E+00        -1.046083E+01        +9.352779E-01
9.006112E+00        -1.042284E+01        +9.319248E-01
8.998022E+00        -1.038568E+01        +9.285752E-01
8.989939E+00        -1.034786E+01        +9.252423E-01
8.981863E+00        -1.031070E+01        +9.219209E-01
8.973795E+00        -1.027371E+01        +9.186181E-01
8.965733E+00        -1.023672E+01        +9.153182E-01
8.957679E+00        -1.019972E+01        +9.120269E-01
8.949632E+00        -1.016357E+01        +9.087538E-01
8.941593E+00        -1.012674E+01        +9.054927E-01
8.933560E+00        -1.009058E+01        +9.022411E-01
8.925535E+00        -1.005376E+01        +8.990082E-01
8.917517E+00        -1.001760E+01        +8.957785E-01
8.909507E+00        -9.981859E+00        +8.925657E-01
8.901503E+00        -9.945998E+00        +8.893559E-01
8.893507E+00        -9.910274E+00        +8.861630E-01
8.885518E+00        -9.874583E+00        +8.829817E-01
8.877536E+00        -9.839058E+00        +8.798104E-01
8.869561E+00        -9.803731E+00        +8.766573E-01
8.861593E+00        -9.768438E+00        +8.735075E-01
8.853633E+00        -9.733314E+00        +8.703746E-01
8.845679E+00        -9.698303E+00        +8.672530E-01
8.837733E+00        -9.663478E+00        +8.641334E-01
8.829794E+00        -9.628686E+00        +8.610304E-01
8.821862E+00        -9.594060E+00        +8.579390E-01
8.813937E+00        -9.559550E+00        +8.548659E-01
8.806019E+00        -9.525140E+00        +8.517961E-01
8.798109E+00        -9.490916E+00        +8.487349E-01
8.790205E+00        -9.456805E+00        +8.456917E-01
8.782309E+00        -9.422797E+00        +8.426521E-01
8.774420E+00        -9.388889E+00        +8.396291E-01
8.766537E+00        -9.355077E+00        +8.366175E-01
8.758662E+00        -9.321451E+00        +8.336078E-01
8.750794E+00        -9.287942E+00        +8.306147E-01
8.742933E+00        -9.254533E+00        +8.276333E-01
8.735079E+00        -9.221223E+00        +8.246702E-01
8.727233E+00        -9.188100E+00        +8.217109E-01
8.719393E+00        -9.155007E+00        +8.187594E-01
8.711560E+00        -9.122080E+00        +8.158179E-01
8.703734E+00        -9.089269E+00        +8.128864E-01
8.695916E+00        -9.056646E+00        +8.099736E-01
8.688104E+00        -9.024052E+00        +8.070637E-01
8.680299E+00        -8.991624E+00        +8.041622E-01
8.672502E+00        -8.959234E+00        +8.012793E-01
8.664711E+00        -8.927006E+00        +7.983995E-01
8.656927E+00        -8.894895E+00        +7.955363E-01
8.649151E+00        -8.862971E+00        +7.926768E-01
8.641381E+00        -8.831077E+00        +7.898335E-01
8.633618E+00        -8.799266E+00        +7.870020E-01
8.625862E+00        -8.767638E+00        +7.841722E-01
8.618114E+00        -8.736131E+00        +7.813593E-01
8.610372E+00        -8.704720E+00        +7.785578E-01
8.602637E+00        -8.673410E+00        +7.757580E-01
8.594909E+00        -8.642200E+00        +7.729749E-01
8.587188E+00        -8.611090E+00        +7.701951E-01
8.579474E+00        -8.580163E+00        +7.674320E-01
8.571767E+00        -8.549270E+00        +7.646806E-01
8.564067E+00        -8.518544E+00        +7.619309E-01
8.556374E+00        -8.487852E+00        +7.591978E-01
8.548687E+00        -8.457322E+00        +7.564762E-01
8.541008E+00        -8.426913E+00        +7.537566E-01
8.533336E+00        -8.396605E+00        +7.510536E-01
8.525670E+00        -8.366394E+00        +7.483537E-01
8.518011E+00        -8.336283E+00        +7.456705E-01
8.510359E+00        -8.306355E+00        +7.429907E-01
8.502714E+00        -8.276462E+00        +7.403275E-01
8.495076E+00        -8.246735E+00        +7.376678E-01
8.487445E+00        -8.217043E+00        +7.350165E-01
8.479821E+00        -8.187434E+00        +7.323834E-01
8.472203E+00        -8.158005E+00        +7.297535E-01
8.464592E+00        -8.128693E+00        +7.271320E-01
8.456988E+00        -8.099483E+00        +7.245205E-01
8.449391E+00        -8.070290E+00        +7.219190E-01
8.441801E+00        -8.041263E+00        +7.193276E-01
8.434218E+00        -8.012354E+00        +7.167463E-01
8.426641E+00        -7.983542E+00        +7.141747E-01
8.419071E+00        -7.954830E+00        +7.116131E-01
8.411508E+00        -7.926220E+00        +7.090534E-01
8.403952E+00        -7.897710E+00        +7.065102E-01
8.396403E+00        -7.869301E+00        +7.039706E-01
8.388860E+00        -7.840989E+00        +7.014473E-01
8.381324E+00        -7.812778E+00        +6.989275E-01
8.373795E+00        -7.784667E+00        +6.964160E-01
8.366273E+00        -7.756658E+00        +6.939147E-01
8.358757E+00        -7.728745E+00        +6.914230E-01
8.351248E+00        -7.700934E+00        +6.889415E-01
8.343746E+00        -7.673223E+00        +6.864700E-01
8.336251E+00        -7.645614E+00        +6.840086E-01
8.328763E+00        -7.618188E+00        +6.815490E-01
8.321281E+00        -7.590794E+00        +6.791057E-01
8.313806E+00        -7.563483E+00        +6.766660E-01
8.306337E+00        -7.536270E+00        +6.742343E-01
8.298875E+00        -7.509158E+00        +6.718127E-01
8.291420E+00        -7.482147E+00        +6.694012E-01
8.283972E+00        -7.455237E+00        +6.669998E-01
8.276530E+00        -7.428425E+00        +6.646082E-01
8.269095E+00        -7.401631E+00        +6.622184E-01
8.261667E+00        -7.375004E+00        +6.598452E-01
8.254246E+00        -7.348495E+00        +6.574757E-01
8.246831E+00        -7.322083E+00        +6.551141E-01
8.239422E+00        -7.295770E+00        +6.527624E-01
8.232021E+00        -7.269478E+00        +6.504210E-01
8.224626E+00        -7.243349E+00        +6.480895E-01
8.217238E+00        -7.217257E+00        +6.457598E-01
8.209856E+00        -7.191327E+00        +6.434382E-01
8.202481E+00        -7.165433E+00        +6.411267E-01
8.195112E+00        -7.139702E+00        +6.388250E-01
8.187751E+00        -7.114011E+00        +6.365337E-01
8.180395E+00        -7.088397E+00        +6.342519E-01
8.173047E+00        -7.062888E+00        +6.319723E-01
8.165705E+00        -7.037476E+00        +6.297008E-01
8.158370E+00        -7.012166E+00        +6.274393E-01
8.151041E+00        -6.986954E+00        +6.251877E-01
8.143719E+00        -6.961843E+00        +6.229463E-01
8.136403E+00        -6.936748E+00        +6.207064E-01
8.129094E+00        -6.911819E+00        +6.184831E-01
8.121791E+00        -6.886923E+00        +6.162631E-01
8.114495E+00        -6.862194E+00        +6.140516E-01
8.107206E+00        -6.837501E+00        +6.118419E-01
8.099923E+00        -6.812889E+00        +6.096485E-01
8.092647E+00        -6.788378E+00        +6.074588E-01
8.085377E+00        -6.763966E+00        +6.052772E-01
8.078114E+00        -6.739655E+00        +6.031057E-01
8.070857E+00        -6.715360E+00        +6.009441E-01
8.063607E+00        -6.691231E+00        +5.987843E-01
8.056363E+00        -6.667136E+00        +5.966327E-01
8.049126E+00        -6.643124E+00        +5.944911E-01
8.041896E+00        -6.619215E+00        +5.923598E-01
8.034671E+00        -6.595400E+00        +5.902297E-01
8.027454E+00        -6.571691E+00        +5.881084E-01
8.020243E+00        -6.548079E+00        +5.859968E-01
8.013038E+00        -6.524484E+00        +5.838952E-01
8.005840E+00        -6.501055E+00        +5.818037E-01
7.998648E+00        -6.477660E+00        +5.797138E-01
7.991462E+00        -6.454346E+00        +5.776320E-01
7.984284E+00        -6.431137E+00        +5.755607E-01
7.977111E+00        -6.407941E+00        +5.734907E-01
7.969945E+00        -6.384911E+00        +5.714291E-01
7.962786E+00        -6.361918E+00        +5.693777E-01
7.955633E+00        -6.339088E+00        +5.673362E-01
7.948486E+00        -6.316211E+00        +5.652963E-01
7.941346E+00        -6.293482E+00        +5.632647E-01
7.934212E+00        -6.270869E+00        +5.612431E-01
7.927084E+00        -6.248273E+00        +5.592313E-01
7.919963E+00        -6.225843E+00        +5.572215E-01
7.912849E+00        -6.203450E+00        +5.552201E-01
7.905741E+00        -6.181139E+00        +5.532286E-01
7.898639E+00        -6.158844E+00        +5.512469E-01
7.891543E+00        -6.136712E+00        +5.492670E-01
7.884454E+00        -6.114618E+00        +5.472954E-01
7.877371E+00        -6.092605E+00        +5.453255E-01
7.870295E+00        -6.070693E+00        +5.433722E-01
7.863225E+00        -6.048881E+00        +5.414224E-01
7.856161E+00        -6.027086E+00        +5.394725E-01
7.849104E+00        -6.005374E+00        +5.375392E-01
7.842053E+00        -5.983761E+00        +5.356094E-01
7.835008E+00        -5.962248E+00        +5.336877E-01
7.827970E+00        -5.940836E+00        +5.317679E-01
7.820938E+00        -5.919442E+00        +5.298645E-01
7.813912E+00        -5.898128E+00        +5.279564E-01
7.806893E+00        -5.876916E+00        +5.260631E-01
7.799880E+00        -5.855804E+00        +5.241733E-01
7.792873E+00        -5.834709E+00        +5.222916E-01
7.785873E+00        -5.813697E+00        +5.204201E-01
7.778879E+00        -5.792785E+00        +5.185503E-01
7.771891E+00        -5.771972E+00        +5.166886E-01
7.764909E+00        -5.751176E+00        +5.148369E-01
7.757934E+00        -5.730464E+00        +5.129872E-01
7.750965E+00        -5.709852E+00        +5.111456E-01
7.744002E+00        -5.689338E+00        +5.093057E-01
7.737045E+00        -5.668842E+00        +5.074821E-01
7.730095E+00        -5.648430E+00        +5.056624E-01
7.723151E+00        -5.628118E+00        +5.038426E-01
7.716213E+00        -5.607823E+00        +5.020309E-01
7.709282E+00        -5.587693E+00        +5.002294E-01
7.702356E+00        -5.567597E+00        +4.984376E-01
7.695437E+00        -5.547584E+00        +4.966478E-01
7.688524E+00        -5.527589E+00        +4.948661E-01
7.681617E+00        -5.507675E+00        +4.930862E-01
7.674717E+00        -5.487864E+00        +4.913147E-01
7.667823E+00        -5.468151E+00        +4.895531E-01
7.660934E+00        -5.448454E+00        +4.877931E-01
7.654052E+00        -5.428841E+00        +4.860414E-01
7.647177E+00        -5.409330E+00        +4.842999E-01
7.640307E+00        -5.389834E+00        +4.825600E-01
7.633444E+00        -5.370422E+00        +4.808284E-01
7.626586E+00        -5.351106E+00        +4.790984E-01
7.619735E+00        -5.331812E+00        +4.773768E-01
7.612890E+00        -5.312680E+00        +4.756651E-01
7.606052E+00        -5.293587E+00        +4.739555E-01
7.599219E+00        -5.274491E+00        +4.722537E-01
7.592393E+00        -5.255561E+00        +4.705621E-01
7.585572E+00        -5.236582E+00        +4.688722E-01
7.578758E+00        -5.217751E+00        +4.671905E-01
7.571950E+00        -5.198957E+00        +4.655107E-01
7.565148E+00        -5.180243E+00        +4.638390E-01
7.558352E+00        -5.161629E+00        +4.621773E-01
7.551562E+00        -5.143034E+00        +4.605175E-01
7.544778E+00        -5.124519E+00        +4.588575E-01
7.538001E+00        -5.106107E+00        +4.572141E-01
7.531229E+00        -5.087711E+00        +4.555742E-01
7.524464E+00        -5.069399E+00        +4.539345E-01
7.517705E+00        -5.051186E+00        +4.523028E-01
7.510951E+00        -5.032989E+00        +4.506810E-01
7.504204E+00        -5.014876E+00        +4.490612E-01
7.497463E+00        -4.996863E+00        +4.474495E-01
7.490728E+00        -4.978868E+00        +4.458478E-01
7.483999E+00        -4.960954E+00        +4.442480E-01
7.477276E+00        -4.943059E+00        +4.426482E-01
7.470559E+00        -4.925326E+00        +4.410646E-01
7.463848E+00        -4.907550E+00        +4.394766E-01
7.457143E+00        -4.889917E+00        +4.379030E-01
7.450444E+00        -4.872321E+00        +4.363250E-01
7.443751E+00        -4.854807E+00        +4.347614E-01
7.437064E+00        -4.837312E+00        +4.332015E-01
7.430384E+00        -4.819900E+00        +4.316418E-01
7.423709E+00        -4.802504E+00        +4.300901E-01
7.417040E+00        -4.785271E+00        +4.285483E-01
7.410377E+00        -4.767994E+00        +4.270085E-01
7.403720E+00        -4.750861E+00        +4.254767E-01
7.397069E+00        -4.733766E+00        +4.239550E-01
7.390424E+00        -4.716751E+00        +4.224270E-01
7.383786E+00        -4.699758E+00        +4.209136E-01
7.377153E+00        -4.682844E+00        +4.194037E-01
7.370526E+00        -4.665949E+00        +4.178939E-01
7.363904E+00        -4.649214E+00        +4.163919E-01
7.357289E+00        -4.632437E+00        +4.149002E-01
7.350680E+00        -4.615805E+00        +4.134104E-01
7.344077E+00        -4.599210E+00        +4.119287E-01
7.337480E+00        -4.582615E+00        +4.104489E-01
7.330888E+00        -4.566100E+00        +4.089771E-01
7.324303E+00        -4.549687E+00        +4.075073E-01
7.317723E+00        -4.533290E+00        +4.060455E-01
7.311150E+00        -4.516977E+00        +4.045858E-01
7.304582E+00        -4.500762E+00        +4.031340E-01
7.298020E+00        -4.484566E+00        +4.016841E-01
7.291464E+00        -4.468371E+00        +4.002423E-01
7.284914E+00        -4.452257E+00        +3.988024E-01
7.278370E+00        -4.436243E+00        +3.973707E-01
7.271832E+00        -4.420329E+00        +3.959490E-01
7.265299E+00        -4.404432E+00        +3.945291E-01
7.258773E+00        -4.388538E+00        +3.931093E-01
7.252252E+00        -4.372722E+00        +3.916975E-01
7.245737E+00        -4.357007E+00        +3.902876E-01
7.239228E+00        -4.341312E+00        +3.888858E-01
7.232725E+00        -4.325698E+00        +3.874941E-01
7.226228E+00        -4.310103E+00        +3.861043E-01
7.219737E+00        -4.294589E+00        +3.847145E-01
7.213251E+00        -4.279174E+00        +3.833327E-01
7.206771E+00        -4.263777E+00        +3.819609E-01
7.200297E+00        -4.248382E+00        +3.805910E-01
7.193829E+00        -4.233067E+00        +3.792211E-01
7.187367E+00        -4.217854E+00        +3.778594E-01
7.180910E+00        -4.202657E+00        +3.764995E-01
7.174459E+00        -4.187541E+00        +3.751476E-01
7.168015E+00        -4.172448E+00        +3.738061E-01
7.161575E+00        -4.157431E+00        +3.724579E-01
7.155142E+00        -4.142517E+00        +3.711243E-01
7.148714E+00        -4.127621E+00        +3.697944E-01
7.142293E+00        -4.112727E+00        +3.684647E-01
7.135877E+00        -4.097912E+00        +3.671429E-01
7.129466E+00        -4.083195E+00        +3.658229E-01
7.123062E+00        -4.068501E+00        +3.645112E-01
7.116663E+00        -4.053805E+00        +3.632013E-01
7.110270E+00        -4.039271E+00        +3.618914E-01
7.103883E+00        -4.024694E+00        +3.605978E-01
7.097501E+00        -4.010178E+00        +3.592997E-01
7.091125E+00        -3.995763E+00        +3.580079E-01
7.084755E+00        -3.981367E+00        +3.567261E-01
7.078391E+00        -3.967053E+00        +3.554463E-01
7.072032E+00        -3.952756E+00        +3.541663E-01
7.065679E+00        -3.938541E+00        +3.528945E-01
7.059332E+00        -3.924346E+00        +3.516328E-01
7.052991E+00        -3.910232E+00        +3.503649E-01
7.046655E+00        -3.896136E+00        +3.491112E-01
7.040325E+00        -3.882121E+00        +3.478532E-01
7.034000E+00        -3.868124E+00        +3.466094E-01
7.027682E+00        -3.854210E+00        +3.453616E-01
7.021369E+00        -3.840314E+00        +3.441198E-01
7.015061E+00        -3.826498E+00        +3.428879E-01
7.008759E+00        -3.812701E+00        +3.416579E-01
7.002463E+00        -3.798986E+00        +3.404281E-01
6.996173E+00        -3.785372E+00        +3.392064E-01
6.989888E+00        -3.771695E+00        +3.379864E-01
6.983609E+00        -3.758160E+00        +3.367746E-01
6.977336E+00        -3.744585E+00        +3.355649E-01
6.971068E+00        -3.731150E+00        +3.343630E-01
6.964805E+00        -3.717672E+00        +3.331630E-01
6.958549E+00        -3.704257E+00        +3.319632E-01
6.952298E+00        -3.690942E+00        +3.307714E-01
6.946053E+00        -3.677647E+00        +3.295816E-01
6.939813E+00        -3.664431E+00        +3.283997E-01
6.933579E+00        -3.651235E+00        +3.272198E-01
6.927350E+00        -3.638119E+00        +3.260479E-01
6.921127E+00        -3.625022E+00        +3.248780E-01
6.914910E+00        -3.611927E+00        +3.237082E-01
6.908698E+00        -3.598911E+00        +3.225463E-01
6.902492E+00        -3.585996E+00        +3.213865E-01
6.896291E+00        -3.573099E+00        +3.202346E-01
6.890096E+00        -3.560203E+00        +3.190847E-01
6.883907E+00        -3.547388E+00        +3.179430E-01
6.877723E+00        -3.534592E+00        +3.167950E-01
6.871544E+00        -3.521875E+00        +3.156611E-01
6.865372E+00        -3.509181E+00        +3.145314E-01
6.859204E+00        -3.496564E+00        +3.134013E-01
6.853043E+00        -3.483969E+00        +3.122716E-01
6.846886E+00        -3.471451E+00        +3.111496E-01
6.840736E+00        -3.458957E+00        +3.100298E-01
6.834591E+00        -3.446461E+00        +3.089180E-01
6.828451E+00        -3.434044E+00        +3.078080E-01
6.822317E+00        -3.421729E+00        +3.067062E-01
6.816188E+00        -3.409351E+00        +3.056062E-01
6.810065E+00        -3.397116E+00        +3.045064E-01
6.803948E+00        -3.384840E+00        +3.034146E-01
6.797835E+00        -3.372703E+00        +3.023246E-01
6.791729E+00        -3.360528E+00        +3.012348E-01
6.785628E+00        -3.348412E+00        +3.001529E-01
6.779532E+00        -3.336395E+00        +2.990810E-01
6.773442E+00        -3.324399E+00        +2.980031E-01
6.767357E+00        -3.312402E+00        +2.969312E-01
6.761278E+00        -3.300487E+00        +2.958694E-01
6.755204E+00        -3.288590E+00        +2.948094E-01
6.749136E+00        -3.276775E+00        +2.937496E-01
6.743073E+00        -3.264978E+00        +2.926897E-01
6.737016E+00        -3.253183E+00        +2.916379E-01
6.730964E+00        -3.241466E+00        +2.905960E-01
6.724917E+00        -3.229769E+00        +2.895560E-01
6.718876E+00        -3.218153E+00        +2.885161E-01
6.712840E+00        -3.206556E+00        +2.874762E-01
6.706810E+00        -3.195040E+00        +2.864443E-01
6.700785E+00        -3.183544E+00        +2.854144E-01
6.694766E+00        -3.172048E+00        +2.843926E-01
6.688752E+00        -3.160632E+00        +2.833727E-01
6.682743E+00        -3.149235E+00        +2.823527E-01
6.676740E+00        -3.137919E+00        +2.813409E-01
6.670742E+00        -3.126622E+00        +2.803310E-01
6.664750E+00        -3.115327E+00        +2.793211E-01
6.658763E+00        -3.104110E+00        +2.783193E-01
6.652781E+00        -3.092913E+00        +2.773193E-01
6.646805E+00        -3.081797E+00        +2.763195E-01
6.640834E+00        -3.070701E+00        +2.753275E-01
6.634868E+00        -3.059684E+00        +2.743376E-01
6.628908E+00        -3.048688E+00        +2.733557E-01
6.622953E+00        -3.037691E+00        +2.723758E-01
6.617004E+00        -3.026695E+00        +2.713960E-01
6.611060E+00        -3.015779E+00        +2.704241E-01
6.605121E+00        -3.004962E+00        +2.694542E-01
6.599187E+00        -2.994165E+00        +2.684842E-01
6.593259E+00        -2.983369E+00        +2.675223E-01
6.587336E+00        -2.972652E+00        +2.665624E-01
6.581419E+00        -2.961956E+00        +2.656025E-01
6.575507E+00        -2.951260E+00        +2.646507E-01
6.569600E+00        -2.940643E+00        +2.637007E-01
6.563698E+00        -2.930046E+00        +2.627508E-01
6.557802E+00        -2.919450E+00        +2.618089E-01
6.551911E+00        -2.908933E+00        +2.608690E-01
6.546025E+00        -2.898436E+00        +2.599290E-01
6.540145E+00        -2.888020E+00        +2.589972E-01
6.534270E+00        -2.877623E+00        +2.580673E-01
6.528400E+00        -2.867226E+00        +2.571373E-01
6.522535E+00        -2.856909E+00        +2.562154E-01
6.516676E+00        -2.846613E+00        +2.552955E-01
6.510822E+00        -2.836396E+00        +2.543836E-01
6.504973E+00        -2.826199E+00        +2.534656E-01
6.499130E+00        -2.816003E+00        +2.525538E-01
6.493291E+00        -2.805885E+00        +2.516518E-01
6.487458E+00        -2.795789E+00        +2.507439E-01
6.481630E+00        -2.785691E+00        +2.498419E-01
6.475808E+00        -2.775676E+00        +2.489501E-01
6.469991E+00        -2.765679E+00        +2.480522E-01
6.464179E+00        -2.755683E+00        +2.471603E-01
6.458372E+00        -2.745766E+00        +2.462784E-01
6.452570E+00        -2.735868E+00        +2.453904E-01
6.446774E+00        -2.726052E+00        +2.445085E-01
6.440982E+00        -2.716174E+00        +2.436285E-01
6.435196E+00        -2.706437E+00        +2.427566E-01
6.429415E+00        -2.696660E+00        +2.418866E-01
6.423640E+00        -2.686945E+00        +2.410168E-01
6.417869E+00        -2.677247E+00        +2.401548E-01
6.412104E+00        -2.667630E+00        +2.392870E-01
6.406344E+00        -2.658034E+00        +2.384250E-01
6.400589E+00        -2.648437E+00        +2.375731E-01
6.394839E+00        -2.638919E+00        +2.367231E-01
6.389095E+00        -2.629423E+00        +2.358733E-01
6.383355E+00        -2.619925E+00        +2.350233E-01
6.377621E+00        -2.610509E+00        +2.341814E-01
6.371892E+00        -2.601112E+00        +2.333415E-01
6.366168E+00        -2.591715E+00        +2.325015E-01
6.360449E+00        -2.582398E+00        +2.316696E-01
6.354735E+00        -2.573100E+00        +2.308316E-01
6.349027E+00        -2.563804E+00        +2.300077E-01
6.343323E+00        -2.554586E+00        +2.291798E-01
6.337625E+00        -2.545390E+00        +2.283578E-01
6.331932E+00        -2.536193E+00        +2.275380E-01
6.326244E+00        -2.527076E+00        +2.267180E-01
6.320561E+00        -2.517979E+00        +2.259061E-01
6.314883E+00        -2.508882E+00        +2.250961E-01
6.309210E+00        -2.499864E+00        +2.242862E-01
6.303543E+00        -2.490868E+00        +2.234764E-01
6.297880E+00        -2.481871E+00        +2.226743E-01
6.292223E+00        -2.472954E+00        +2.218745E-01
6.286570E+00        -2.464056E+00        +2.210824E-01
6.280923E+00        -2.455160E+00        +2.202846E-01
6.275281E+00        -2.446343E+00        +2.194927E-01
6.269643E+00        -2.437465E+00        +2.187026E-01
6.264011E+00        -2.428727E+00        +2.179207E-01
6.258384E+00        -2.419951E+00        +2.171407E-01
6.252762E+00        -2.411233E+00        +2.163608E-01
6.247145E+00        -2.402536E+00        +2.155809E-01
6.241533E+00        -2.393918E+00        +2.148089E-01
6.235926E+00        -2.385242E+00        +2.140390E-01
6.230325E+00        -2.376705E+00        +2.132691E-01
6.224728E+00        -2.368128E+00        +2.124992E-01
6.219136E+00        -2.359610E+00        +2.117372E-01
6.213549E+00        -2.351113E+00        +2.109772E-01
6.207968E+00        -2.342617E+00        +2.102253E-01
6.202391E+00        -2.334199E+00        +2.094674E-01
6.196819E+00        -2.325801E+00        +2.087154E-01
6.191252E+00        -2.317404E+00        +2.079654E-01
6.185691E+00        -2.309008E+00        +2.072156E-01
6.180134E+00        -2.300689E+00        +2.064736E-01
6.174582E+00        -2.292392E+00        +2.057336E-01
6.169036E+00        -2.284175E+00        +2.049938E-01
6.163494E+00        -2.275898E+00        +2.042538E-01
6.157957E+00        -2.267680E+00        +2.035218E-01
6.152425E+00        -2.259562E+00        +2.027918E-01
6.146898E+00        -2.251385E+00        +2.020619E-01
6.141377E+00        -2.243269E+00        +2.013400E-01
6.135860E+00        -2.235251E+00        +2.006200E-01
6.130348E+00        -2.227174E+00        +1.999001E-01
6.124841E+00        -2.219156E+00        +1.991802E-01
6.119339E+00        -2.211159E+00        +1.984602E-01
6.113842E+00        -2.203162E+00        +1.977482E-01
6.108349E+00        -2.195243E+00        +1.970382E-01
6.102862E+00        -2.187346E+00        +1.963283E-01
6.097380E+00        -2.179449E+00        +1.956263E-01
6.091903E+00        -2.171632E+00        +1.949264E-01
6.086430E+00        -2.163755E+00        +1.942264E-01
6.080963E+00        -2.155938E+00        +1.935266E-01
6.075500E+00        -2.148219E+00        +1.928345E-01
6.070042E+00        -2.140442E+00        +1.921366E-01
6.064589E+00        -2.132724E+00        +1.914446E-01
6.059141E+00        -2.125026E+00        +1.907625E-01
6.053698E+00        -2.117408E+00        +1.900747E-01
6.048260E+00        -2.109811E+00        +1.893927E-01
6.042827E+00        -2.102214E+00        +1.887128E-01
6.037399E+00        -2.094618E+00        +1.880329E-01
6.031975E+00        -2.087020E+00        +1.873608E-01
6.026557E+00        -2.079502E+00        +1.866910E-01
6.021143E+00        -2.072005E+00        +1.860210E-01
6.015734E+00        -2.064586E+00        +1.853510E-01
6.010330E+00        -2.057110E+00        +1.846811E-01
6.004931E+00        -2.049692E+00        +1.840191E-01
5.999536E+00        -2.042294E+00        +1.833591E-01
5.994147E+00        -2.034976E+00        +1.826992E-01
5.988762E+00        -2.027599E+00        +1.820471E-01
5.983383E+00        -2.020282E+00        +1.813894E-01
5.978008E+00        -2.013064E+00        +1.807373E-01
5.972637E+00        -2.005786E+00        +1.800873E-01
5.967272E+00        -1.998568E+00        +1.794453E-01
5.961912E+00        -1.991372E+00        +1.787975E-01
5.956556E+00        -1.984174E+00        +1.781554E-01
5.951205E+00        -1.977055E+00        +1.775155E-01
5.945859E+00        -1.969879E+00        +1.768756E-01
5.940518E+00        -1.962840E+00        +1.762435E-01
5.935181E+00        -1.955763E+00        +1.756135E-01
5.929850E+00        -1.948666E+00        +1.749837E-01
5.924523E+00        -1.941648E+00        +1.743537E-01
5.919201E+00        -1.934650E+00        +1.737238E-01
5.913883E+00        -1.927652E+00        +1.731017E-01
5.908571E+00        -1.920734E+00        +1.724818E-01
5.903263E+00        -1.913837E+00        +1.718618E-01
5.897960E+00        -1.906939E+00        +1.712419E-01
5.892662E+00        -1.900042E+00        +1.706298E-01
5.887368E+00        -1.893223E+00        +1.700198E-01
5.882080E+00        -1.886426E+00        +1.694100E-01
5.876796E+00        -1.879629E+00        +1.688000E-01
5.871516E+00        -1.872830E+00        +1.681900E-01
5.866242E+00        -1.866033E+00        +1.675880E-01
5.860972E+00        -1.859314E+00        +1.669880E-01
5.855707E+00        -1.852617E+00        +1.663881E-01
5.850447E+00        -1.845920E+00        +1.657882E-01
5.845191E+00        -1.839300E+00        +1.651882E-01
5.839941E+00        -1.832625E+00        +1.645962E-01
5.834694E+00        -1.826005E+00        +1.640062E-01
5.829453E+00        -1.819487E+00        +1.634163E-01
5.824216E+00        -1.812911E+00        +1.628341E-01
5.818984E+00        -1.806392E+00        +1.622463E-01
5.813757E+00        -1.799895E+00        +1.616643E-01
5.808534E+00        -1.793397E+00        +1.610843E-01
5.803317E+00        -1.786900E+00        +1.605045E-01
5.798103E+00        -1.780480E+00        +1.599244E-01
5.792895E+00        -1.774083E+00        +1.593524E-01
5.787691E+00        -1.767686E+00        +1.587824E-01
5.782492E+00        -1.761288E+00        +1.582125E-01
5.777297E+00        -1.754969E+00        +1.576425E-01
5.772107E+00        -1.748592E+00        +1.570804E-01
5.766922E+00        -1.742274E+00        +1.565126E-01
5.761742E+00        -1.736055E+00        +1.559506E-01
5.756566E+00        -1.729779E+00        +1.553906E-01
5.751395E+00        -1.723560E+00        +1.548307E-01
5.746228E+00        -1.717362E+00        +1.542786E-01
5.741066E+00        -1.711164E+00        +1.537208E-01
5.735909E+00        -1.704967E+00        +1.531687E-01
5.730756E+00        -1.698848E+00        +1.526187E-01
5.725608E+00        -1.692672E+00        +1.520688E-01
