# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# T (MeV)           d^2P_int/dT^2 (e^4) [MeV^2]
3.653624E-02        -4.708740E-08
3.650342E-02        -4.700319E-08
3.647062E-02        -4.691840E-08
3.643786E-02        -4.683442E-08
3.640513E-02        -4.675043E-08
3.637243E-02        -4.666645E-08
3.633975E-02        -4.658266E-08
3.630711E-02        -4.649946E-08
3.627449E-02        -4.641568E-08
3.624191E-02        -4.633270E-08
3.620935E-02        -4.624970E-08
3.617682E-02        -4.616670E-08
3.614432E-02        -4.608371E-08
3.611186E-02        -4.600096E-08
3.607942E-02        -4.591875E-08
3.604700E-02        -4.583595E-08
3.601462E-02        -4.575396E-08
3.598227E-02        -4.567198E-08
3.594995E-02        -4.559000E-08
3.591765E-02        -4.550799E-08
3.588539E-02        -4.542623E-08
3.585315E-02        -4.534501E-08
3.582094E-02        -4.526323E-08
3.578876E-02        -4.518224E-08
3.575662E-02        -4.510127E-08
3.572449E-02        -4.502025E-08
3.569240E-02        -4.493927E-08
3.566034E-02        -4.485850E-08
3.562831E-02        -4.477852E-08
3.559630E-02        -4.469830E-08
3.556432E-02        -4.461752E-08
3.553238E-02        -4.453754E-08
3.550046E-02        -4.445755E-08
3.546857E-02        -4.437778E-08
3.543670E-02        -4.429855E-08
3.540487E-02        -4.421878E-08
3.537307E-02        -4.413958E-08
3.534129E-02        -4.405980E-08
3.530954E-02        -4.398080E-08
3.527782E-02        -4.390203E-08
3.524613E-02        -4.382382E-08
3.521447E-02        -4.374483E-08
3.518284E-02        -4.366606E-08
3.515123E-02        -4.358806E-08
3.511965E-02        -4.351006E-08
3.508810E-02        -4.343207E-08
3.505658E-02        -4.335407E-08
3.502509E-02        -4.327609E-08
3.499363E-02        -4.319832E-08
3.496219E-02        -4.312110E-08
3.493079E-02        -4.304334E-08
3.489941E-02        -4.296635E-08
3.486806E-02        -4.288936E-08
3.483673E-02        -4.281234E-08
3.480544E-02        -4.273536E-08
3.477417E-02        -4.265858E-08
3.474294E-02        -4.258239E-08
3.471173E-02        -4.250561E-08
3.468054E-02        -4.242960E-08
3.464939E-02        -4.235362E-08
3.461826E-02        -4.227762E-08
3.458717E-02        -4.220164E-08
3.455610E-02        -4.212565E-08
3.452505E-02        -4.204986E-08
3.449404E-02        -4.197466E-08
3.446305E-02        -4.189887E-08
3.443209E-02        -4.182388E-08
3.440116E-02        -4.174889E-08
3.437026E-02        -4.167390E-08
3.433938E-02        -4.159911E-08
3.430854E-02        -4.152493E-08
3.427772E-02        -4.144993E-08
3.424692E-02        -4.137514E-08
3.421616E-02        -4.130115E-08
3.418542E-02        -4.122715E-08
3.415471E-02        -4.115316E-08
3.412403E-02        -4.107917E-08
3.409338E-02        -4.100540E-08
3.406275E-02        -4.093219E-08
3.403215E-02        -4.085841E-08
3.400158E-02        -4.078520E-08
3.397104E-02        -4.071144E-08
3.394052E-02        -4.063843E-08
3.391003E-02        -4.056565E-08
3.387957E-02        -4.049345E-08
3.384913E-02        -4.042045E-08
3.381873E-02        -4.034768E-08
3.378835E-02        -4.027548E-08
3.375799E-02        -4.020268E-08
3.372767E-02        -4.013070E-08
3.369737E-02        -4.005870E-08
3.366710E-02        -3.998692E-08
3.363686E-02        -3.991573E-08
3.360664E-02        -3.984373E-08
3.357645E-02        -3.977195E-08
3.354629E-02        -3.970096E-08
3.351615E-02        -3.962974E-08
3.348604E-02        -3.955796E-08
3.345596E-02        -3.948697E-08
3.342591E-02        -3.941619E-08
3.339588E-02        -3.934598E-08
3.336588E-02        -3.927499E-08
3.333591E-02        -3.920422E-08
3.330596E-02        -3.913421E-08
3.327604E-02        -3.906422E-08
3.324615E-02        -3.899423E-08
3.321629E-02        -3.892425E-08
3.318645E-02        -3.885426E-08
3.315663E-02        -3.878424E-08
3.312685E-02        -3.871447E-08
3.309709E-02        -3.864527E-08
3.306736E-02        -3.857549E-08
3.303765E-02        -3.850648E-08
3.300798E-02        -3.843751E-08
3.297832E-02        -3.836850E-08
3.294870E-02        -3.829951E-08
3.291910E-02        -3.823052E-08
3.288953E-02        -3.816174E-08
3.285998E-02        -3.809352E-08
3.283047E-02        -3.802476E-08
3.280097E-02        -3.795675E-08
3.277151E-02        -3.788877E-08
3.274207E-02        -3.782077E-08
3.271266E-02        -3.775279E-08
3.268327E-02        -3.768499E-08
3.265391E-02        -3.761779E-08
3.262458E-02        -3.755001E-08
3.259527E-02        -3.748281E-08
3.256599E-02        -3.741502E-08
3.253673E-02        -3.734802E-08
3.250751E-02        -3.728104E-08
3.247830E-02        -3.721403E-08
3.244913E-02        -3.714705E-08
3.241998E-02        -3.708027E-08
3.239086E-02        -3.701407E-08
3.236176E-02        -3.694728E-08
3.233269E-02        -3.688129E-08
3.230364E-02        -3.681528E-08
3.227462E-02        -3.674929E-08
3.224563E-02        -3.668330E-08
3.221666E-02        -3.661730E-08
3.218772E-02        -3.655131E-08
3.215881E-02        -3.648553E-08
3.212992E-02        -3.642033E-08
3.210106E-02        -3.635455E-08
3.207222E-02        -3.628955E-08
3.204341E-02        -3.622456E-08
3.201462E-02        -3.615955E-08
3.198586E-02        -3.609456E-08
3.195713E-02        -3.602957E-08
3.192842E-02        -3.596478E-08
3.189974E-02        -3.590058E-08
3.187109E-02        -3.583581E-08
3.184245E-02        -3.577159E-08
3.181385E-02        -3.570681E-08
3.178527E-02        -3.564282E-08
3.175672E-02        -3.557883E-08
3.172819E-02        -3.551504E-08
3.169969E-02        -3.545184E-08
3.167121E-02        -3.538784E-08
3.164276E-02        -3.532405E-08
3.161434E-02        -3.526107E-08
3.158594E-02        -3.519787E-08
3.155756E-02        -3.513407E-08
3.152921E-02        -3.507107E-08
3.150089E-02        -3.500809E-08
3.147259E-02        -3.494529E-08
3.144432E-02        -3.488310E-08
3.141607E-02        -3.482010E-08
3.138785E-02        -3.475731E-08
3.135966E-02        -3.469533E-08
3.133149E-02        -3.463314E-08
3.130334E-02        -3.457034E-08
3.127522E-02        -3.450834E-08
3.124712E-02        -3.444634E-08
3.121905E-02        -3.438455E-08
3.119101E-02        -3.432336E-08
3.116299E-02        -3.426157E-08
3.113500E-02        -3.420038E-08
3.110703E-02        -3.413859E-08
3.107908E-02        -3.407738E-08
3.105116E-02        -3.401559E-08
3.102327E-02        -3.395460E-08
3.099540E-02        -3.389360E-08
3.096756E-02        -3.383282E-08
3.093974E-02        -3.377262E-08
3.091195E-02        -3.371184E-08
3.088418E-02        -3.365164E-08
3.085643E-02        -3.359083E-08
3.082871E-02        -3.353084E-08
3.080102E-02        -3.347065E-08
3.077335E-02        -3.340986E-08
3.074571E-02        -3.334987E-08
3.071809E-02        -3.329008E-08
3.069049E-02        -3.323087E-08
3.066292E-02        -3.317087E-08
3.063538E-02        -3.311109E-08
3.060786E-02        -3.305210E-08
3.058036E-02        -3.299289E-08
3.055289E-02        -3.293310E-08
3.052545E-02        -3.287412E-08
3.049802E-02        -3.281511E-08
3.047063E-02        -3.275613E-08
3.044326E-02        -3.269714E-08
3.041591E-02        -3.263834E-08
3.038858E-02        -3.258013E-08
3.036129E-02        -3.252136E-08
3.033401E-02        -3.246335E-08
3.030676E-02        -3.240516E-08
3.027954E-02        -3.234637E-08
3.025234E-02        -3.228838E-08
3.022516E-02        -3.223038E-08
3.019801E-02        -3.217259E-08
3.017088E-02        -3.211539E-08
3.014378E-02        -3.205740E-08
3.011670E-02        -3.199960E-08
3.008965E-02        -3.194242E-08
3.006262E-02        -3.188462E-08
3.003561E-02        -3.182762E-08
3.000863E-02        -3.177063E-08
2.998167E-02        -3.171363E-08
2.995474E-02        -3.165664E-08
2.992783E-02        -3.159964E-08
2.990094E-02        -3.154284E-08
2.987408E-02        -3.148665E-08
2.984725E-02        -3.142986E-08
2.982044E-02        -3.137367E-08
2.979365E-02        -3.131688E-08
2.976688E-02        -3.126087E-08
2.974014E-02        -3.120487E-08
2.971343E-02        -3.114889E-08
2.968674E-02        -3.109290E-08
2.966007E-02        -3.103690E-08
2.963342E-02        -3.098110E-08
2.960680E-02        -3.092590E-08
2.958021E-02        -3.087012E-08
2.955363E-02        -3.081491E-08
2.952709E-02        -3.075913E-08
2.950056E-02        -3.070413E-08
2.947406E-02        -3.064913E-08
2.944758E-02        -3.059413E-08
2.942113E-02        -3.053915E-08
2.939470E-02        -3.048415E-08
2.936829E-02        -3.042915E-08
2.934191E-02        -3.037435E-08
2.931555E-02        -3.032016E-08
2.928922E-02        -3.026537E-08
2.926291E-02        -3.021138E-08
2.923662E-02        -3.015738E-08
2.921036E-02        -3.010319E-08
2.918412E-02        -3.004840E-08
2.915790E-02        -2.999459E-08
2.913171E-02        -2.994141E-08
2.910554E-02        -2.988741E-08
2.907939E-02        -2.983360E-08
2.905327E-02        -2.978042E-08
2.902717E-02        -2.972662E-08
2.900110E-02        -2.967344E-08
2.897504E-02        -2.961962E-08
2.894901E-02        -2.956663E-08
2.892301E-02        -2.951364E-08
2.889703E-02        -2.946065E-08
2.887107E-02        -2.940765E-08
2.884513E-02        -2.935465E-08
2.881922E-02        -2.930186E-08
2.879333E-02        -2.924966E-08
2.876747E-02        -2.919687E-08
2.874162E-02        -2.914467E-08
2.871581E-02        -2.909189E-08
2.869001E-02        -2.903988E-08
2.866424E-02        -2.898789E-08
2.863849E-02        -2.893590E-08
2.861276E-02        -2.888390E-08
2.858706E-02        -2.883191E-08
2.856138E-02        -2.878011E-08
2.853572E-02        -2.872891E-08
2.851009E-02        -2.867693E-08
2.848448E-02        -2.862513E-08
2.845889E-02        -2.857413E-08
2.843332E-02        -2.852293E-08
2.840778E-02        -2.847113E-08
2.838226E-02        -2.842014E-08
2.835676E-02        -2.836914E-08
2.833129E-02        -2.831815E-08
2.830584E-02        -2.826735E-08
2.828041E-02        -2.821715E-08
2.825501E-02        -2.816617E-08
2.822963E-02        -2.811537E-08
2.820427E-02        -2.806518E-08
2.817893E-02        -2.801437E-08
2.815362E-02        -2.796438E-08
2.812833E-02        -2.791439E-08
2.810306E-02        -2.786439E-08
2.807781E-02        -2.781439E-08
2.805259E-02        -2.776440E-08
2.802739E-02        -2.771440E-08
2.800221E-02        -2.766440E-08
2.797706E-02        -2.761461E-08
2.795193E-02        -2.756543E-08
2.792682E-02        -2.751562E-08
2.790173E-02        -2.746643E-08
2.787666E-02        -2.741662E-08
2.785162E-02        -2.736762E-08
2.782660E-02        -2.731863E-08
2.780161E-02        -2.726965E-08
2.777663E-02        -2.722064E-08
2.775168E-02        -2.717165E-08
2.772675E-02        -2.712266E-08
2.770184E-02        -2.707385E-08
2.767696E-02        -2.702567E-08
2.765209E-02        -2.697685E-08
2.762725E-02        -2.692867E-08
2.760244E-02        -2.687988E-08
2.757764E-02        -2.683187E-08
2.755287E-02        -2.678388E-08
2.752812E-02        -2.673589E-08
2.750339E-02        -2.668789E-08
2.747868E-02        -2.663989E-08
2.745400E-02        -2.659191E-08
2.742933E-02        -2.654390E-08
2.740469E-02        -2.649609E-08
2.738007E-02        -2.644890E-08
2.735548E-02        -2.640111E-08
2.733090E-02        -2.635410E-08
2.730635E-02        -2.630692E-08
2.728182E-02        -2.625911E-08
2.725732E-02        -2.621213E-08
2.723283E-02        -2.616513E-08
2.720837E-02        -2.611814E-08
2.718392E-02        -2.607113E-08
2.715950E-02        -2.602413E-08
2.713511E-02        -2.597734E-08
2.711073E-02        -2.593115E-08
2.708638E-02        -2.588435E-08
2.706205E-02        -2.583817E-08
2.703773E-02        -2.579135E-08
2.701345E-02        -2.574537E-08
2.698918E-02        -2.569936E-08
2.696493E-02        -2.565317E-08
2.694071E-02        -2.560637E-08
2.691651E-02        -2.556056E-08
2.689233E-02        -2.551538E-08
2.686817E-02        -2.546938E-08
2.684404E-02        -2.542340E-08
2.681992E-02        -2.537758E-08
2.679583E-02        -2.533240E-08
2.677176E-02        -2.528659E-08
2.674771E-02        -2.524141E-08
2.672368E-02        -2.519560E-08
2.669968E-02        -2.515061E-08
2.667569E-02        -2.510561E-08
2.665173E-02        -2.506062E-08
2.662779E-02        -2.501563E-08
2.660387E-02        -2.497063E-08
2.657997E-02        -2.492563E-08
2.655609E-02        -2.488082E-08
2.653223E-02        -2.483663E-08
2.650840E-02        -2.479164E-08
2.648459E-02        -2.474684E-08
2.646079E-02        -2.470283E-08
2.643702E-02        -2.465865E-08
2.641328E-02        -2.461385E-08
2.638955E-02        -2.456985E-08
2.636584E-02        -2.452585E-08
2.634216E-02        -2.448186E-08
2.631849E-02        -2.443786E-08
2.629485E-02        -2.439386E-08
2.627123E-02        -2.434987E-08
2.624763E-02        -2.430606E-08
2.622405E-02        -2.426288E-08
2.620049E-02        -2.421906E-08
2.617696E-02        -2.417589E-08
2.615344E-02        -2.413207E-08
2.612995E-02        -2.408908E-08
2.610648E-02        -2.404591E-08
2.608302E-02        -2.400208E-08
2.605959E-02        -2.395909E-08
2.603618E-02        -2.391609E-08
2.601279E-02        -2.387309E-08
2.598943E-02        -2.383011E-08
2.596608E-02        -2.378729E-08
2.594275E-02        -2.374511E-08
2.591945E-02        -2.370230E-08
2.589617E-02        -2.366013E-08
2.587290E-02        -2.361731E-08
2.584966E-02        -2.357513E-08
2.582644E-02        -2.353232E-08
2.580324E-02        -2.349033E-08
2.578006E-02        -2.344833E-08
2.575690E-02        -2.340615E-08
2.573376E-02        -2.336351E-08
2.571065E-02        -2.332235E-08
2.568755E-02        -2.328035E-08
2.566447E-02        -2.323834E-08
2.564142E-02        -2.319635E-08
2.561839E-02        -2.315455E-08
2.559537E-02        -2.311336E-08
2.557238E-02        -2.307155E-08
2.554941E-02        -2.303056E-08
2.552646E-02        -2.298938E-08
2.550353E-02        -2.294757E-08
2.548062E-02        -2.290657E-08
2.545773E-02        -2.286558E-08
2.543486E-02        -2.282458E-08
2.541201E-02        -2.278358E-08
2.538918E-02        -2.274258E-08
2.536637E-02        -2.270158E-08
2.534359E-02        -2.266060E-08
2.532082E-02        -2.261978E-08
2.529807E-02        -2.257959E-08
2.527535E-02        -2.253879E-08
2.525264E-02        -2.249860E-08
2.522996E-02        -2.245780E-08
2.520729E-02        -2.241779E-08
2.518465E-02        -2.237762E-08
2.516202E-02        -2.233679E-08
2.513942E-02        -2.229680E-08
2.511684E-02        -2.225681E-08
2.509428E-02        -2.221682E-08
2.507173E-02        -2.217699E-08
2.504921E-02        -2.213782E-08
2.502671E-02        -2.209783E-08
2.500423E-02        -2.205784E-08
2.498176E-02        -2.201801E-08
2.495932E-02        -2.197883E-08
2.493690E-02        -2.193902E-08
2.491450E-02        -2.190002E-08
2.489212E-02        -2.186085E-08
2.486976E-02        -2.182104E-08
2.484742E-02        -2.178204E-08
2.482510E-02        -2.174305E-08
2.480280E-02        -2.170405E-08
2.478052E-02        -2.166506E-08
2.475825E-02        -2.162605E-08
2.473601E-02        -2.158705E-08
2.471379E-02        -2.154823E-08
2.469159E-02        -2.151006E-08
2.466941E-02        -2.147124E-08
2.464725E-02        -2.143307E-08
2.462511E-02        -2.139425E-08
2.460299E-02        -2.135608E-08
2.458089E-02        -2.131727E-08
2.455881E-02        -2.127927E-08
2.453674E-02        -2.124108E-08
2.451470E-02        -2.120227E-08
2.449268E-02        -2.116428E-08
2.447068E-02        -2.112628E-08
2.444870E-02        -2.108829E-08
2.442673E-02        -2.105046E-08
2.440479E-02        -2.101329E-08
2.438287E-02        -2.097530E-08
2.436096E-02        -2.093747E-08
2.433908E-02        -2.090030E-08
2.431722E-02        -2.086249E-08
2.429537E-02        -2.082531E-08
2.427355E-02        -2.078750E-08
2.425174E-02        -2.075049E-08
2.422995E-02        -2.071331E-08
2.420819E-02        -2.067550E-08
2.418644E-02        -2.063850E-08
2.416472E-02        -2.060152E-08
2.414301E-02        -2.056452E-08
2.412132E-02        -2.052752E-08
2.409965E-02        -2.049052E-08
2.407800E-02        -2.045370E-08
2.405637E-02        -2.041752E-08
2.403476E-02        -2.038070E-08
2.401317E-02        -2.034453E-08
2.399160E-02        -2.030754E-08
2.397005E-02        -2.027072E-08
2.394852E-02        -2.023473E-08
2.392700E-02        -2.019855E-08
2.390551E-02        -2.016173E-08
2.388403E-02        -2.012573E-08
2.386258E-02        -2.008974E-08
2.384114E-02        -2.005374E-08
2.381972E-02        -2.001773E-08
2.379833E-02        -1.998175E-08
2.377695E-02        -1.994575E-08
2.375559E-02        -1.990975E-08
2.373425E-02        -1.987393E-08
2.371293E-02        -1.983876E-08
2.369163E-02        -1.980277E-08
2.367034E-02        -1.976693E-08
2.364908E-02        -1.973194E-08
2.362784E-02        -1.969678E-08
2.360661E-02        -1.966095E-08
2.358540E-02        -1.962595E-08
2.356422E-02        -1.959079E-08
2.354305E-02        -1.955496E-08
2.352190E-02        -1.951996E-08
2.350077E-02        -1.948497E-08
2.347966E-02        -1.944997E-08
2.345857E-02        -1.941498E-08
2.343749E-02        -1.937997E-08
2.341644E-02        -1.934516E-08
2.339540E-02        -1.931098E-08
2.337439E-02        -1.927599E-08
2.335339E-02        -1.924116E-08
2.333241E-02        -1.920699E-08
2.331145E-02        -1.917217E-08
2.329051E-02        -1.913800E-08
2.326959E-02        -1.910318E-08
2.324868E-02        -1.906917E-08
2.322780E-02        -1.903518E-08
2.320693E-02        -1.900118E-08
2.318609E-02        -1.896720E-08
2.316526E-02        -1.893303E-08
2.314445E-02        -1.889837E-08
2.312366E-02        -1.886521E-08
2.310289E-02        -1.883121E-08
2.308213E-02        -1.879721E-08
2.306140E-02        -1.876322E-08
2.304068E-02        -1.872939E-08
2.301998E-02        -1.869621E-08
2.299930E-02        -1.866239E-08
2.297864E-02        -1.862922E-08
2.295800E-02        -1.859540E-08
2.293738E-02        -1.856224E-08
2.291677E-02        -1.852840E-08
2.289619E-02        -1.849542E-08
2.287562E-02        -1.846242E-08
2.285507E-02        -1.842942E-08
2.283454E-02        -1.839642E-08
2.281402E-02        -1.836341E-08
2.279353E-02        -1.833042E-08
2.277305E-02        -1.829742E-08
2.275260E-02        -1.826444E-08
2.273216E-02        -1.823144E-08
2.271174E-02        -1.819861E-08
2.269134E-02        -1.816645E-08
2.267095E-02        -1.813344E-08
2.265059E-02        -1.810062E-08
2.263024E-02        -1.806845E-08
2.260991E-02        -1.803562E-08
2.258960E-02        -1.800363E-08
2.256931E-02        -1.797147E-08
2.254903E-02        -1.793863E-08
2.252877E-02        -1.790663E-08
2.250854E-02        -1.787464E-08
2.248832E-02        -1.784265E-08
2.246812E-02        -1.781065E-08
2.244793E-02        -1.777865E-08
2.242777E-02        -1.774666E-08
2.240762E-02        -1.771466E-08
2.238749E-02        -1.768266E-08
2.236738E-02        -1.765083E-08
2.234729E-02        -1.761967E-08
2.232721E-02        -1.758767E-08
2.230715E-02        -1.755583E-08
2.228712E-02        -1.752468E-08
2.226709E-02        -1.749284E-08
2.224709E-02        -1.746184E-08
2.222711E-02        -1.743069E-08
2.220714E-02        -1.739885E-08
2.218719E-02        -1.736785E-08
2.216726E-02        -1.733686E-08
2.214735E-02        -1.730570E-08
2.212745E-02        -1.727403E-08
2.210757E-02        -1.724370E-08
2.208771E-02        -1.721203E-08
2.206787E-02        -1.718187E-08
2.204805E-02        -1.715088E-08
2.202824E-02        -1.711988E-08
2.200845E-02        -1.708888E-08
2.198868E-02        -1.705805E-08
2.196893E-02        -1.702789E-08
2.194920E-02        -1.699706E-08
2.192948E-02        -1.696690E-08
2.190978E-02        -1.693607E-08
2.189010E-02        -1.690591E-08
2.187043E-02        -1.687507E-08
2.185079E-02        -1.684508E-08
2.183116E-02        -1.681508E-08
2.181155E-02        -1.678492E-08
2.179195E-02        -1.675408E-08
2.177238E-02        -1.672409E-08
2.175282E-02        -1.669409E-08
2.173328E-02        -1.666410E-08
2.171375E-02        -1.663425E-08
2.169425E-02        -1.660510E-08
2.167476E-02        -1.657510E-08
2.165529E-02        -1.654511E-08
2.163584E-02        -1.651528E-08
2.161640E-02        -1.648611E-08
2.159698E-02        -1.645611E-08
2.157758E-02        -1.642628E-08
2.155820E-02        -1.639712E-08
2.153883E-02        -1.636728E-08
2.151948E-02        -1.633828E-08
2.150015E-02        -1.630913E-08
2.148084E-02        -1.627930E-08
2.146154E-02        -1.625029E-08
2.144226E-02        -1.622130E-08
2.142300E-02        -1.619230E-08
2.140375E-02        -1.616330E-08
2.138453E-02        -1.613431E-08
2.136532E-02        -1.610531E-08
2.134612E-02        -1.607631E-08
2.132695E-02        -1.604732E-08
2.130779E-02        -1.601832E-08
2.128865E-02        -1.598932E-08
2.126953E-02        -1.596049E-08
2.125042E-02        -1.593233E-08
2.123133E-02        -1.590349E-08
2.121226E-02        -1.587534E-08
2.119320E-02        -1.584650E-08
2.117416E-02        -1.581833E-08
2.115514E-02        -1.578950E-08
2.113614E-02        -1.576151E-08
2.111715E-02        -1.573335E-08
2.109818E-02        -1.570451E-08
2.107923E-02        -1.567652E-08
2.106029E-02        -1.564851E-08
2.104137E-02        -1.562051E-08
2.102247E-02        -1.559252E-08
2.100359E-02        -1.556453E-08
2.098472E-02        -1.553653E-08
2.096587E-02        -1.550853E-08
2.094703E-02        -1.548053E-08
2.092822E-02        -1.545254E-08
2.090942E-02        -1.542470E-08
2.089063E-02        -1.539754E-08
2.087187E-02        -1.536955E-08
2.085312E-02        -1.534171E-08
2.083439E-02        -1.531456E-08
2.081567E-02        -1.528671E-08
2.079697E-02        -1.525955E-08
2.077829E-02        -1.523172E-08
2.075962E-02        -1.520472E-08
2.074097E-02        -1.517756E-08
2.072234E-02        -1.514972E-08
2.070373E-02        -1.512273E-08
2.068513E-02        -1.509573E-08
2.066655E-02        -1.506874E-08
2.064798E-02        -1.504173E-08
2.062943E-02        -1.501473E-08
2.061090E-02        -1.498774E-08
2.059239E-02        -1.496075E-08
2.057389E-02        -1.493375E-08
2.055541E-02        -1.490691E-08
2.053694E-02        -1.488075E-08
2.051849E-02        -1.485375E-08
2.050006E-02        -1.482676E-08
2.048164E-02        -1.479991E-08
2.046325E-02        -1.477377E-08
2.044486E-02        -1.474692E-08
2.042650E-02        -1.472077E-08
2.040815E-02        -1.469393E-08
2.038981E-02        -1.466792E-08
2.037150E-02        -1.464178E-08
2.035320E-02        -1.461494E-08
2.033491E-02        -1.458893E-08
2.031665E-02        -1.456294E-08
2.029840E-02        -1.453695E-08
2.028016E-02        -1.451079E-08
2.026194E-02        -1.448394E-08
2.024374E-02        -1.445795E-08
2.022556E-02        -1.443211E-08
2.020739E-02        -1.440696E-08
2.018924E-02        -1.438097E-08
2.017110E-02        -1.435496E-08
2.015298E-02        -1.432897E-08
2.013488E-02        -1.430313E-08
2.011679E-02        -1.427797E-08
2.009872E-02        -1.425198E-08
2.008066E-02        -1.422613E-08
2.006262E-02        -1.420097E-08
2.004460E-02        -1.417513E-08
2.002659E-02        -1.414998E-08
2.000860E-02        -1.412413E-08
1.999063E-02        -1.409914E-08
1.997267E-02        -1.407399E-08
1.995473E-02        -1.404815E-08
1.993680E-02        -1.402314E-08
1.991890E-02        -1.399816E-08
1.990100E-02        -1.397315E-08
1.988312E-02        -1.394815E-08
1.986526E-02        -1.392316E-08
1.984742E-02        -1.389817E-08
1.982959E-02        -1.387317E-08
1.981178E-02        -1.384817E-08
1.979398E-02        -1.382317E-08
1.977620E-02        -1.379818E-08
1.975843E-02        -1.377333E-08
1.974068E-02        -1.374917E-08
1.972295E-02        -1.372418E-08
1.970523E-02        -1.369933E-08
1.968753E-02        -1.367518E-08
1.966984E-02        -1.365018E-08
1.965217E-02        -1.362534E-08
1.963452E-02        -1.360134E-08
1.961688E-02        -1.357719E-08
1.959926E-02        -1.355235E-08
1.958165E-02        -1.352835E-08
1.956406E-02        -1.350420E-08
1.954649E-02        -1.347936E-08
1.952893E-02        -1.345536E-08
1.951139E-02        -1.343137E-08
1.949386E-02        -1.340736E-08
1.947635E-02        -1.338337E-08
1.945885E-02        -1.335937E-08
1.944137E-02        -1.333537E-08
1.942391E-02        -1.331138E-08
1.940646E-02        -1.328738E-08
1.938903E-02        -1.326338E-08
1.937161E-02        -1.323938E-08
1.935421E-02        -1.321554E-08
1.933682E-02        -1.319239E-08
1.931945E-02        -1.316839E-08
1.930209E-02        -1.314454E-08
1.928475E-02        -1.312139E-08
1.926743E-02        -1.309754E-08
1.925012E-02        -1.307439E-08
1.923283E-02        -1.305055E-08
1.921555E-02        -1.302740E-08
1.919829E-02        -1.300355E-08
1.918105E-02        -1.298041E-08
1.916381E-02        -1.295655E-08
1.914660E-02        -1.293356E-08
1.912940E-02        -1.291056E-08
1.911222E-02        -1.288757E-08
1.909505E-02        -1.286442E-08
1.907789E-02        -1.284057E-08
1.906076E-02        -1.281758E-08
1.904363E-02        -1.279457E-08
1.902653E-02        -1.277158E-08
1.900943E-02        -1.274857E-08
1.899236E-02        -1.272573E-08
1.897530E-02        -1.270359E-08
1.895825E-02        -1.268059E-08
1.894122E-02        -1.265759E-08
1.892420E-02        -1.263473E-08
1.890720E-02        -1.261259E-08
1.889022E-02        -1.258960E-08
1.887325E-02        -1.256675E-08
1.885630E-02        -1.254461E-08
1.883936E-02        -1.252175E-08
1.882243E-02        -1.249960E-08
1.880553E-02        -1.247676E-08
1.878863E-02        -1.245475E-08
1.877175E-02        -1.243261E-08
1.875489E-02        -1.240976E-08
1.873804E-02        -1.238776E-08
1.872121E-02        -1.236562E-08
1.870439E-02        -1.234276E-08
1.868759E-02        -1.232077E-08
1.867080E-02        -1.229877E-08
1.865403E-02        -1.227677E-08
1.863727E-02        -1.225477E-08
1.862053E-02        -1.223278E-08
1.860380E-02        -1.221078E-08
1.858709E-02        -1.218878E-08
1.857040E-02        -1.216679E-08
1.855371E-02        -1.214478E-08
1.853705E-02        -1.212294E-08
1.852039E-02        -1.210179E-08
1.850376E-02        -1.207980E-08
1.848713E-02        -1.205794E-08
1.847053E-02        -1.203680E-08
1.845393E-02        -1.201479E-08
1.843736E-02        -1.199295E-08
1.842079E-02        -1.197180E-08
1.840425E-02        -1.194996E-08
1.838771E-02        -1.192880E-08
1.837120E-02        -1.190696E-08
1.835469E-02        -1.188596E-08
1.833820E-02        -1.186481E-08
1.832173E-02        -1.184296E-08
1.830527E-02        -1.182196E-08
1.828883E-02        -1.180097E-08
1.827240E-02        -1.177997E-08
1.825599E-02        -1.175883E-08
1.823959E-02        -1.173698E-08
1.822320E-02        -1.171598E-08
1.820683E-02        -1.169498E-08
1.819047E-02        -1.167397E-08
1.817413E-02        -1.165298E-08
1.815781E-02        -1.163199E-08
1.814150E-02        -1.161113E-08
1.812520E-02        -1.159099E-08
1.810892E-02        -1.156999E-08
1.809265E-02        -1.154899E-08
1.807640E-02        -1.152814E-08
1.806016E-02        -1.150800E-08
1.804394E-02        -1.148701E-08
1.802773E-02        -1.146615E-08
1.801153E-02        -1.144600E-08
1.799535E-02        -1.142500E-08
1.797919E-02        -1.140416E-08
1.796303E-02        -1.138415E-08
1.794690E-02        -1.136401E-08
1.793078E-02        -1.134316E-08
1.791467E-02        -1.132302E-08
1.789858E-02        -1.130217E-08
1.788250E-02        -1.128217E-08
1.786643E-02        -1.126216E-08
1.785038E-02        -1.124202E-08
1.783435E-02        -1.122117E-08
1.781833E-02        -1.120117E-08
1.780232E-02        -1.118117E-08
1.778633E-02        -1.116118E-08
1.777035E-02        -1.114117E-08
1.775439E-02        -1.112118E-08
1.773844E-02        -1.110118E-08
1.772250E-02        -1.108118E-08
1.770658E-02        -1.106118E-08
1.769068E-02        -1.104133E-08
1.767479E-02        -1.102219E-08
1.765891E-02        -1.100219E-08
1.764304E-02        -1.098219E-08
1.762720E-02        -1.096234E-08
1.761136E-02        -1.094319E-08
1.759554E-02        -1.092320E-08
1.757973E-02        -1.090334E-08
